htgrk,htypek,gtypek,grunntype
M,M-5,M5-E-7,M5-E-7  alge­gytje­bunn i øv­re ­sub­li­to­ral
M,M-5,M5-E-8,M5-E-8  skjell­sand­bunn i øv­re ­sub­li­to­ral
M,M-5,M5-E-9,M5-E-9  svamp­spikel­bunn i øv­re ­sub­li­to­ral
M,M-6,M6-E-1,M6-E-1  kyst­næ­r ko­rall­rev­bunn
M,M-6,M6-E-2,M6-E-2  hav-ko­rall­rev­bunn
M,M-7,M7-E-1,M7-E-1  Grunn ­brakk­vann­seng
M,M-7,M7-E-2,M7-E-2  Sub­li­to­ral ­brakk­vann­seng
M,M-7,M7-E-3,M7-E-3  Grunn salt­vann­seng
M,M-7,M7-E-4,M7-E-4  Sub­li­to­ral salt­vann­seng
M,M-9,M9-E-1,M9-E-1  Stor­t ­li­to­ral­bas­seng på land­strand
M,M-9,M9-E-2,M9-E-2  Stor­t ­li­to­ral­bas­seng i ­bølge­slags­so­nen
M,M-9,M9-E-3,M9-E-3  Stor­t ­li­to­ral­bas­seng I ­bølge­sprut­so­nen
M,M-9,M9-E-4,M9-E-4  Li­te ­li­to­ral­bas­seng på land­strand
M,M-9,M9-E-5,M9-E-5  Li­te ­li­to­ral­bas­seng i ­bølge­slags­so­nen
M,M-9,M9-E-6,M9-E-6  Li­te ­li­to­ral­bas­seng I ­bølge­sprut­so­nen
M,M-9,M9-E-7,M9-E-7  Tem­po­rært ­li­to­ral­bas­seng
M,M-9,M9-E-8,M9-E-8  Stor­t ­li­to­ral­bas­seng ­med ­se­di­men­ta­sjons­bunn
M,M-9,M9-E-9,M9-E-9  Li­te ­li­to­ral­bas­seng ­med ­se­di­men­ta­sjons­bunn
T,T-1,T1-E-1,"T1-E-1  Tørke­ut­sat­te s­vær­t og tem­me­lig kalk­fat­ti­ge ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-1,T1-E-1,T1-E-1  Kalk­fat­tig og s­vak­t in­ter­me­diær­t ­for­blå­st ­berg
T,T-1,T1-E-1,T1-E-1  Sterk­t in­ter­me­diær­t ­til eks­trem­t kalk­rik­t ­for­blå­st ­berg
T,T-1,T1-E-1,"T1-E-1  Tørke­ut­sat­te ­litt kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-1,T1-E-1,T1-E-1  Li­te ­tørke­ut­sat­te ­litt kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re nak­ne ­berg
T,T-1,T1-E-1,T1-E-1  Li­te ­tørke­ut­sat­te s­vær­t og tem­me­lig kalk­fat­ti­ge nak­ne ­berg
T,T-1,T1-E-2,T1-E-2  Li­te ­tørke­ut­sat­te tem­me­lig ­til eks­trem­t kalk­rike nak­ne ­berg
T,T-1,T1-E-2,T1-E-2  Kalk­fat­tig og s­vak­t in­ter­me­diær­t s­nø­lei­e­berg
T,T-1,T1-E-2,T1-E-2  Li­te ­tørke­ut­sat­te sterk­t in­ter­me­diæ­re og ­litt kalk­rike nak­ne ­berg
T,T-1,T1-E-2,T1-E-2  Sterk­t in­ter­me­diær­t ­til eks­trem­t kalk­rik­t s­nø­lei­e­berg
T,T-1,T1-E-2,"T1-E-2  Tørke­ut­sat­te sterk­t in­ter­me­diæ­re og ­litt kalk­rike ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-1,T1-E-2,"T1-E-2  Tørke­ut­sat­te tem­me­lig ­til eks­trem­t kalk­rike ­ber­g, ­berg­veg­ger og k­nau­ser"
T,T-10,T10-E-1,T10-E-1  Ark­tis­ke step­per
T,T-11,T11-E-1,T11-E-1  Øv­re sal­tan­ri­kings­mar­k på ­grus
T,T-11,T11-E-1,T11-E-1  1 Sal­tan­ri­kings­mar­ker i ­ge­oli­to­ral
T,T-12,T12-E-1,T12-E-1  Stran­den­ger i øv­re ­ge­oli­to­ral og ­su­pra­li­to­ral
T,T-12,T12-E-1,T12-E-1  Stran­den­ger i ­ned­re og ­midt­re ­ge­oli­to­ral
T,T-13,T13-E-1,T13-E-1  Kalk­fat­tig ­grov ur
T,T-13,T13-E-1,T13-E-1  Kalk­fat­tig ur
T,T-13,T13-E-2,T13-E-2  Kalk­fat­tig ­grus- og sand­do­mi­ner­t ras­mark
T,T-13,T13-E-3,T13-E-3  In­ter­me­diær og s­vak­t kalk­rik ur
T,T-13,T13-E-3,T13-E-3  In­ter­me­diær og s­vak­t kalk­rik ­grov ur
T,T-13,T13-E-4,T13-E-4  In­ter­me­diær og s­vak­t kalk­rik ­grus- og sand­do­mi­ner­t ras­mark
T,T-13,T13-E-5,T13-E-5  Sterk­t kalk­rik ­grov ur
T,T-13,T13-E-5,T13-E-5  Sterk­t kalk­rik ur
T,T-13,T13-E-6,T13-E-6  Sterk­t kalk­rik ­grus- og sand­do­mi­ner­t ras­mark
T,T-13,T13-E-7,T13-E-7  Kalk­fat­tig ­fuk­tig ­grov ur
T,T-13,T13-E-7,T13-E-7  Kalk­fat­tig ­fuk­tig ur
T,T-13,T13-E-8,T13-E-8  In­ter­me­diær og s­vak­t kalk­rik ­fuk­tig ur
T,T-13,T13-E-8,T13-E-8  In­ter­me­diær og s­vak­t kalk­rik ­fuk­tig ­grov ur
T,T-13,T13-E-9,T13-E-9  Sterk­t kalk­rik ­fuk­tig ur
T,T-13,T13-E-9,T13-E-9  Sterk­t kalk­rik ­fuk­tig ­grov ur
T,T-14,T14-E-1,T14-E-1  Kalk­fat­tig og in­ter­me­diær rab­be
T,T-14,T14-E-2,T14-E-2  Kalk­rik rab­be
T,T-15,T15-E-1,T15-E-1  Kalk­fat­tig og in­ter­me­diær ­fos­se-eng
T,T-15,T15-E-2,T15-E-2  Kalk­rik ­fos­se-eng
T,T-16,T16-E-1,T16-E-1  Sterk­t kalk­rik ras­mar­keng og -hei
T,T-16,T16-E-1,T16-E-1  Kilde­på­vir­ket in­ter­me­diær ras­mar­keng og -hei
T,T-16,T16-E-1,T16-E-1  Kalk­fat­tig ras­mar­keng og -hei
T,T-16,T16-E-1,T16-E-1  Sterk­t ras­pre­get ras­mar­keng og -hei
T,T-16,T16-E-1,T16-E-1  Kilde­på­vir­ket kalk­rik ras­mar­keng og -hei
T,T-16,T16-E-1,T16-E-1  In­ter­me­diær ras­mar­keng og -hei
T,T-16,T16-E-1,T16-E-1  Svak­t kalk­rik ras­mar­keng og -hei
T,T-17,T17-E-1,T17-E-1  Jord­skred
T,T-17,T17-E-2,T17-E-2  Grus- og sandskred
T,T-17,T17-E-3,T17-E-3  Sil­t- og ­leir­skred
T,T-18,T18-E-1,"T18-E-1  sand­, ­grus og stein"
T,T-18,T18-E-1,T18-E-1  sil­t og ­lei­re
T,T-18,T18-E-2,T18-E-2  kalk­rik ­grus og stein
T,T-18,T18-E-3,T18-E-3  sand­ ­med klar­t ­ero­sjons­preg
T,T-19,T19-E-1,T19-E-1  Kalk­fat­ti­ge
T,T-19,T19-E-2,NULL
T,T-2,T2-E-1,T2-E-1  Åpen kalk­fat­tig ­grunn­lend­t lyng­mark
T,T-2,T2-E-1,T2-E-1  Åpen kalk­fat­tig ­grunn­lend­t lav­mark
T,T-2,T2-E-2,T2-E-2  Åpen in­ter­me­diær ­grunn­lend­t lyng­mark
T,T-2,T2-E-2,T2-E-2  Åpen in­ter­me­diær ­grunn­lend­t lav­mark
T,T-2,T2-E-3,T2-E-3  Åpen s­vak­t kalk­rik ­grunn­lend­t lav­mark
T,T-2,T2-E-3,T2-E-3  Åpen s­vak­t kalk­rik ­grunn­lend­t lyng­mark
T,T-2,T2-E-4,T2-E-4  Åpen sterk­t kalk­rik ­grunn­lend­t lyng­mark
T,T-2,T2-E-4,T2-E-4  Åpen sterk­t kalk­rik ­grunn­lend­t lav­mark
T,T-20,T20-E-1,T20-E-1  Kalk­fat­tig og in­ter­me­diær isinn­fry­sings­mark
T,T-20,T20-E-2,T20-E-2  Kalk­rik isinn­fry­sings­mark
T,T-21,T21-E-1,T21-E-1  Kvi­te og ­grå ­dy­ner
T,T-21,T21-E-1,T21-E-1  Dyne­trau
T,T-21,T21-E-1,T21-E-1  For­strand og pri­mær­dy­ner
T,T-21,T21-E-1,T21-E-1  Bru­ne ­dy­ner og ­dyne­hei
T,T-22,T22-E-1,T22-E-1  Kalk­fat­tig og in­ter­me­diær ­fjell­gras­hei
T,T-22,T22-E-1,T22-E-1  Kalk­fat­tig og in­ter­me­diær­t ­grassnø­leie
T,T-22,T22-E-2,T22-E-2  Kalk­rik ­fjell­gras­hei
T,T-22,T22-E-2,T22-E-2  Kalk­rik­t ­grassnø­leie
T,T-24,T24-E-1,T24-E-1  Be­skyt­te­de og ­mo­de­rat ­eks­po­ner­te ­drift­vol­ler
T,T-24,T24-E-2,T24-E-2  Be­skyt­te­de og ­mo­de­rat ­eks­po­ner­te ­drift­vol­ler
T,T-25,T25-E-1,T25-E-1  His­to­risk jord­skred
T,T-25,T25-E-2,T25-E-2  His­to­ris­ke ­grus- og sandskred
T,T-25,T25-E-3,T25-E-3  His­to­risk ­sil­t- og ­leir­skred
T,T-26,T26-E-1,T26-E-1  Fjell­hei-­i­ni­tia­ler
T,T-26,T26-E-1,T26-E-1  Grus- og stein­do­mi­ner­t bre­for­land i pio­ner­fa­sen
T,T-26,T26-E-1,T26-E-1  Snø­lei­e-­i­ni­tia­ler
T,T-26,T26-E-1,"T26-E-1  Bre­for­land og s­nø­av­smel­tings­om­rå­der i sand, ­sil­t ­til ­lei­re"
T,T-27,T27-E-1,T27-E-1  Kalk­fat­tig og in­ter­me­diær s­nø­lei­e-­blokk­mark
T,T-27,T27-E-1,T27-E-1  Kalk­fat­tig og in­ter­me­diær rabbe­pre­get ­blokk­mark
T,T-27,T27-E-1,T27-E-1  Kalk­fat­tig og in­ter­me­diær ­blokk­mark
T,T-27,T27-E-2,T27-E-2  Kalk­rik s­nø­lei­e-­blokk­mark
T,T-27,T27-E-2,T27-E-2  Kalk­rik ­blokk­mark
T,T-27,T27-E-2,T27-E-2  Kalk­rik rabbe­pre­get ­blokk­mark
T,T-27,T27-E-3,T27-E-3  Blokk­mar­k i ve­ge­ta­sjons­fritt s­nø­leie
T,T-28,T28-E-1,T28-E-1  Kalk­fat­tig ­po­la­rør­ken
T,T-28,T28-E-2,T28-E-2  In­ter­me­diær og s­vak­t kalk­rik ­po­la­rør­ken
T,T-28,T28-E-3,T28-E-3  Sterk­t kalk­rik ­po­la­rør­ken
T,T-29,T29-E-1,T29-E-1  Stein- og ­gruss­tren­der og ­strand­lin­jer i pio­ner­fa­se i ­su­pra­li­to­ral
T,T-29,T29-E-1,T29-E-1  Ned­re skjell­sand­strand ­med pio­ner­ve­ge­ta­sjon
T,T-29,T29-E-1,T29-E-1  Stein- og ­gruss­tren­der og ­strand­lin­jer i pio­ner­fa­se på e­pi­li­to­ral ­fast­mark
T,T-29,T29-E-1,T29-E-1  Øv­re skjell­sand­strand i  e­tab­le­rings­- og kon­so­li­de­rings­fa­sen
T,T-29,T29-E-1,T29-E-1  Stein- og ­gruss­tren­der og ­strand­lin­jer i e­tab­le­rings­- og kon­so­li­de­rings­fa­se på e­pi­li­to­ral ­fast­mark
T,T-29,T29-E-1,T29-E-1  Øv­re skjell­sand­strand ­med pio­ner­ve­ge­ta­sjon
T,T-3,T3-E-1,T3-E-1  Kalk­fat­tig ­le­side
T,T-3,T3-E-2,T3-E-2  In­ter­me­diær ­le­side
T,T-3,T3-E-3,T3-E-3  Kalk­rik ­kilde­på­vir­ket ­le­side
T,T-3,T3-E-3,T3-E-3  In­ter­me­diær ­kilde­på­vir­ket ­le­side
T,T-3,T3-E-3,T3-E-3  Svak­t kalk­rik ­le­side
T,T-3,T3-E-3,T3-E-3  Sterk­t kalk­rik ­le­side
T,T-3,T3-E-4,T3-E-4  Kalk­fat­tig ­fjel­l-l­av­hei
T,T-3,T3-E-4,T3-E-4  Kalk­fat­tig ­fjel­l-lyng­hei
T,T-3,T3-E-5,T3-E-5  In­ter­me­diær ­fjel­l-l­av­hei
T,T-3,T3-E-5,T3-E-5  In­ter­me­diær ­fjel­l-lyng­hei
T,T-3,T3-E-6,T3-E-6  Svak­t kalk­rik ­fjel­l-lyng­hei
T,T-3,T3-E-6,T3-E-6  Svak­t kalk­rik ­fjel­l-l­av­hei
T,T-3,T3-E-7,T3-E-7  Sterk­t kalk­rik ­fjel­l-l­av­hei
T,T-3,T3-E-7,T3-E-7  Sterk­t kalk­rik ­fjel­l-lyng­hei
T,T-30,T30-E-1,T30-E-1  Kilde­på­vir­ke­de
T,T-30,T30-E-1,T30-E-1  Flom­skogs­mar­ker på ­grus og stein
T,T-30,T30-E-1,T30-E-1  Flom­skogs­mar­ker på
T,T-30,T30-E-1,T30-E-1  Ero­sjons­pre­get
T,T-31,T31-E-1,T31-E-1  Kalk­fat­tig boreal frisk hei
T,T-31,T31-E-2,T31-E-2  Kalk­fat­tig boreal l­av­hei
T,T-31,T31-E-2,T31-E-2  Kalk­fat­tig boreal lyng­hei
T,T-31,T31-E-3,T31-E-3  In­ter­me­diær ­kilde­på­vir­ket boreal frisk hei
T,T-31,T31-E-3,T31-E-3  In­ter­me­diær boreal frisk hei
T,T-31,T31-E-4,T31-E-4  In­ter­me­diær boreal lyng­hei
T,T-31,T31-E-4,T31-E-4  In­ter­me­diær boreal l­av­hei
T,T-31,T31-E-5,T31-E-5  Kalk­rik ­kilde­på­vir­ket boreal frisk hei
T,T-31,T31-E-5,T31-E-5  Sterk­t kalk­rik boreal frisk hei
T,T-31,T31-E-5,T31-E-5  Svak­t kalk­rik boreal frisk hei
T,T-31,T31-E-6,T31-E-6  Svak­t kalk­rik boreal l­av­hei
T,T-31,T31-E-6,T31-E-6  Svak­t kalk­rik boreal lyng­hei
T,T-31,T31-E-7,T31-E-7  Sterk­t kalk­rik boreal lyng­hei
T,T-31,T31-E-7,T31-E-7  Sterk­t kalk­rik boreal l­av­hei
T,T-32,T32-E-1,T32-E-1  Kalk­fat­tig tør­reng ­med ­mindre hevd­preg
T,T-32,T32-E-1,T32-E-1  Kalk­fat­tig tør­reng ­med klar­t hevd­preg
T,T-32,T32-E-1,T32-E-1  Kalk­fat­tig eng ­med ­mindre hevd­preg
T,T-32,T32-E-1,T32-E-1  Kalk­fat­tig eng ­med klar­t hevd­preg
T,T-32,T32-E-2,T32-E-2  In­ter­me­diær eng ­med ­mindre hevd­preg
T,T-32,T32-E-2,T32-E-2  In­ter­me­diær eng ­med s­vak­t preg av ­gjøds­ling
T,T-32,T32-E-2,T32-E-2  In­ter­me­diær tør­reng ­med ­mindre hevd­preg
T,T-32,T32-E-3,T32-E-3  Svak­t kalk­rik tør­reng ­med ­mindre hevd­preg
T,T-32,T32-E-3,T32-E-3  Svak­t kalk­rik tør­reng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-32,T32-E-3,T32-E-3  Sterk­t kalk­rik tør­reng ­med ­mindre hevd­preg
T,T-32,T32-E-3,T32-E-3  Sterk­t kalk­rik tør­reng ­med klar­t hevd­preg
T,T-32,T32-E-3,T32-E-3  Kalk­rik høg­stau­de-eng ­med ­mindre hevd­preg
T,T-32,T32-E-3,T32-E-3  Sterk­t kalk­rik eng ­med ­mindre hevd­preg
T,T-32,T32-E-3,T32-E-3  Sterk­t kalk­rik eng ­med klar­t hevd­preg
T,T-32,T32-E-3,T32-E-3  Svak­t kalk­rik eng ­med ­mindre hevd­preg
T,T-32,T32-E-3,T32-E-3  Sand­dy­ne-eng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-32,T32-E-3,T32-E-3  Kalk­rik høg­stau­de-eng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-32,T32-E-3,T32-E-3  Svak­t kalk­rik eng ­med klar­t hevd­preg
T,T-32,T32-E-3,T32-E-3  Svak­t kalk­rik eng ­med s­vak­t preg av ­gjøds­ling
T,T-32,T32-E-4,T32-E-4  In­ter­me­diær eng ­med klar­t hevd­preg
T,T-32,T32-E-4,T32-E-4  In­ter­me­diær tør­reng ­med klar­t hevd­preg el­ler s­vak­t preg av ­gjøds­ling
T,T-33,T33-E-1,T33-E-1  Øv­re ­se­mi-­na­tur­lig ­stran­deng
T,T-33,T33-E-1,T33-E-1  Ned­re ­se­mi-­na­tur­lig ­stran­deng
T,T-34,T34-E-1,T34-E-1  Kalk­fat­ti­ge ­kyst­lyng­hei­er
T,T-34,T34-E-1,T34-E-1  Kalk­fat­tig ­bak­li-hei
T,T-34,T34-E-2,T34-E-2  In­ter­me­diæ­re ­kyst­lyng­hei­er
T,T-34,T34-E-2,T34-E-2  In­ter­me­diær ­bak­li-hei
T,T-34,T34-E-3,T34-E-3  Svak­t kalk­rike ­kyst­lyng­hei­er
T,T-34,T34-E-4,T34-E-4  Sterk­t kalk­rike ­kyst­lyng­hei­er
T,T-35,T35-E-1,T35-E-1  Sterk­t ­endret ­fast­mar­k ­med jord­dek­ke
T,T-35,T35-E-2,T35-E-2  Sterk­t ­endre­de ­fast­mar­ker ­med ­dek­ke av sand el­ler ­grus
T,T-35,T35-E-3,T35-E-3  Sterk­t ­endret ­fast­mar­k ­med ­dek­ke av ­sil­t og ­lei­re
T,T-36,T36-E-1,T36-E-1  Sterk­t ­endret ­tid­li­ge­re våt­mark
T,T-36,T36-E-2,T36-E-2  Tørr­lag­t elve­bunn
T,T-36,T36-E-3,T36-E-3  Tørr­lag­t inn­sjø­bunn
T,T-37,T37-E-1,T37-E-1  Slagg­hau­ger og ­de­po­ni­er ­for ­fast kje­misk ­av­fall
T,T-37,T37-E-2,"T37-E-2  As­fal­t, ­løs ­be­tong og ­lig­nen­de"
T,T-37,T37-E-3,T37-E-3  Av­falls­de­po­ni og ­lig­nen­de
T,T-39,T39-E-1,T39-E-1  Blokk­de­po­ni­er
T,T-39,T39-E-2,T39-E-2  Blott­lag­t ­fast ­fjell
T,T-39,T39-E-3,T39-E-3  Fast ­fjel­l blott­lag­t ved­ tørr­leg­ging el­ler ­ned­tap­ping
T,T-39,T39-E-4,"T39-E-4  el­ler ­syn­te­tis­ke, over­vei­en­de u­or­ga­nisk ­fas­te ­sub­stra­ter"
T,T-45,T45-E-1,T45-E-1  Opp­dyr­ke­de va­ri­ge en­ger ­med ­li­te in­ten­siv­t hevd­preg
T,T-45,T45-E-2,T45-E-2  Opp­dyr­ket s­vær­t in­ten­siv ­slåtte­eng
T,T-45,T45-E-2,T45-E-2  Opp­dyr­ket in­ten­siv ­slåtte­eng
T,T-5,T5-E-1,T5-E-1  Kalk­fat­ti­ge ­til s­vak­t kalk­rike ik­ke ­tørke­ut­sat­te ­grot­ter og over­heng
T,T-5,T5-E-1,T5-E-1  Tør­t kalk­fat­tig over­heng
T,T-5,T5-E-1,T5-E-1  Tør­t in­ter­me­diær­t og s­vak­t kalk­rik­t over­heng
T,T-5,T5-E-2,T5-E-2  Sterk­t kalk­rike ik­ke ­tørke­ut­sat­te ­grot­ter og over­heng
T,T-5,T5-E-2,T5-E-2  Tør­t sterk­t kalk­rik­t over­heng
T,T-5,T5-E-3,T5-E-3  Mindre kalk­rik­t ­grotte­dyp
T,T-5,T5-E-4,T5-E-4  Indre ­del av ­dyp karst­grot­te
T,T-6,T6-E-1,T6-E-1  Kalk­fat­ti­ge ­strand­berg
T,T-6,T6-E-2,T6-E-2  Kalk­rik ­berg­knaus i ­bølge­sprut­so­nen
T,T-7,T7-E-1,T7-E-1  Svær­t kalk­fat­tig ­mo­de­rat s­nø­leie
T,T-7,T7-E-2,T7-E-2  Kilde­på­vir­ket in­ter­me­diær­t s­nø­leie
T,T-7,T7-E-2,T7-E-2  Svak­t kalk­fat­tig og in­ter­me­diær­t se­in­t s­nø­leie
T,T-7,T7-E-2,T7-E-2  Svak­t kalk­fat­tig ­mo­de­rat s­nø­leie
T,T-7,T7-E-2,T7-E-2  In­ter­me­diær­t ­mo­de­rat s­nø­leie
T,T-7,T7-E-3,T7-E-3  Svak­t kalk­fat­tig og in­ter­me­diær­t eks­tremsnø­leie
T,T-7,T7-E-4,T7-E-4  Svak­t kalk­rik­t se­in­t s­nø­leie
T,T-7,T7-E-4,T7-E-4  Svak­t kalk­rik­t ­mo­de­rat s­nø­leie
T,T-7,T7-E-4,T7-E-4  Kilde­på­vir­ket s­vak­t kalk­rik­t s­nø­leie
T,T-7,T7-E-5,T7-E-5  Sterk­t kalk­rik­t ­mo­de­rat s­nø­leie
T,T-7,T7-E-5,T7-E-5  Kilde­på­vir­ket kal­k­snø­leie
T,T-7,T7-E-5,T7-E-5  Sterk­t kalk­rik­t se­in­t s­nø­leie
T,T-7,T7-E-6,T7-E-6  Kalk­rik­t eks­tremsnø­leie
T,T-8,T8-E-1,T8-E-1  Fugle­fjel­l-en­ger
T,T-8,T8-E-1,T8-E-1  Fugle­fjel­l-høg­staude­eng
T,T-8,T8-E-2,T8-E-2  Fugle­topp
T,T-9,T9-E-1,T9-E-1  Fat­tig-in­ter­me­diær ­mosetund­ra
T,T-9,T9-E-2,T9-E-2  Kalk­rik ­mosetund­ra
V,V-1,V1-E-1,V1-E-1  Svær­t og tem­me­lig kalk­fat­ti­ge myr­kan­ter
V,V-1,V1-E-1,V1-E-1  Litt kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re myr­kan­ter
V,V-1,V1-E-1,V1-E-1  Svær­t og tem­me­lig
V,V-1,V1-E-1,V1-E-1  Litt kalk­fat­ti­ge og s­vakt
V,V-1,V1-E-2,V1-E-2  Sterk­t in­ter­me­diæ­re og
V,V-1,V1-E-3,V1-E-3  Tem­me­lig ­til eks­tremt
V,V-1,V1-E-3,V1-E-3  Tem­me­lig ­til eks­trem­t kalk­rike myr­kan­ter
V,V-10,V10-E-1,V10-E-1  In­ter­me­diær våteng
V,V-10,V10-E-2,V10-E-2  Kalk­rik våteng
V,V-10,V10-E-2,V10-E-2  Kilde­vanns­på­vir­ket våteng
V,V-11,V11-E-1,V11-E-1  Kalk­fat­tig torv­tak
V,V-11,V11-E-2,V11-E-2  Kalk­rik­t torv­tak­NiN-­ka­rak­te­ris­tikk:
V,V-12,V12-E-1,V12-E-1  Grøf­tet kalk­fat­tig jord­vanns­myr
V,V-12,V12-E-2,V12-E-2  Grøf­tet kalk­rik jord­vanns­myr
V,V-12,V12-E-3,V12-E-3  Grøf­tet ­ned­børs­myr
V,V-13,V13-E-1,V13-E-1  Ny­e våt­mar­ker ­med opp­rin­nel­se i sterk­t ­endre­de ­fast­marks­sys­te­mer
V,V-13,V13-E-2,V13-E-2  Ny­e våt­mar­ker ­med opp­rin­nel­se i jord­bruks­mar­k på ­fast­mark
V,V-13,V13-E-3,V13-E-3  Ny­e våt­mar­ker ­med opp­rin­nel­se i ­ned­dem­t ­skogs­mark
V,V-13,V13-E-4,V13-E-4  Ny­e våt­mar­ker ­med opp­rin­nel­se i ­fersk­vanns­bunn
V,V-2,V2-E-1,V2-E-1  Kalk­fat­ti­ge og s­vak­t in­ter­me­diæ­re ­myr- og ­sump­skogs­mar­ker
V,V-2,V2-E-2,V2-E-2  Sterk­t in­ter­me­diæ­re og ­litt kalk­rike ­myr- og ­sump­skogs­-­mar­ker
V,V-2,V2-E-3,V2-E-3  Tem­me­lig ­til eks­trem­t kalk­rike ­myr- og ­sump­skogs­mar­ker
V,V-3,V3-E-1,NULL
V,V-3,V3-E-1,V3-E-1  Om­bro­trof myr­kant
V,V-4,V4-E-1,V4-E-1  Litt kalk­fat­tig og s­vak­t in­ter­me­diær svak­kil­de
V,V-4,V4-E-1,V4-E-1  Sterk­t in­ter­me­diæ­re og ­litt kalk­rike ­kil­der
V,V-4,V4-E-2,V4-E-2  Tem­me­lig ­til eks­trem­t kalk­rike ­kil­der
V,V-4,V4-E-3,V4-E-3  Sterk­t in­ter­me­diæ­re og ­litt kalk­rike torv­mark­s­kil­der
V,V-4,V4-E-4,V4-E-4  Tem­me­lig ­til eks­trem­t kalk­rike torv­mark­s­kil­der
V,V-5,V5-E-1,V5-E-1  Svak varm­kil­de
V,V-5,V5-E-2,V5-E-2  Klar varm­kil­de
V,V-1,V5-E-3,V5-E-3  Salt­på­vir­ket myr­kant
V,V-6,V6-E-1,V6-E-1  Kalk­fat­tig og in­ter­me­diær­t ­mo­de­rat våts­nø­leie
V,V-6,V6-E-1,V6-E-1  Kalk­fat­tig og in­ter­me­diær­t se­in­t våts­nø­leie
V,V-6,V6-E-1,V6-E-1  Kalk­fat­tig og in­ter­me­diær­t se­in­t ­kil­de­s­nø­leie
V,V-6,V6-E-2,V6-E-2  Kalk­rik­t se­in­t våts­nø­leie
V,V-6,V6-E-2,V6-E-2  Kalk­rik­t ­mo­de­rat våts­nø­leie
V,V-6,V6-E-2,V6-E-2  Kalk­rik­t se­in­t ­kil­de­s­nø­leie
V,V-6,V6-E-3,V6-E-3  Kalk­fat­tig og in­ter­me­diær­t eks­trem-våts­nø­leie
V,V-6,V6-E-3,V6-E-3  Eks­trem-­kil­de­s­nø­leie
V,V-6,V6-E-3,V6-E-3  Kalk­rik­t eks­trem-våts­nø­leie
V,V-7,V7-E-1,V7-E-1  Kalk­fat­tig og in­ter­me­diær ­per­ma­frost-våt­mark
V,V-7,V7-E-2,V7-E-2  Kalk­rik ­per­ma­frost-våt­mark
V,V-8,V8-E-1,V8-E-1  Kalk­fat­tig og in­ter­me­diær ­strand- og ­sump­skogs­mark
V,V-8,V8-E-2,V8-E-2  Kalk­rik ­strand- og ­sump­skogs­mark
V,V-8,V8-E-3,V8-E-3  Salt­på­vir­ket ­strand- og ­sump­skogs­mark
V,V-9,V9-E-1,V9-E-1  Kalk­fat­tig ­se­mi-­na­tur­lig ­myr
V,V-9,V9-E-2,V9-E-2  In­ter­me­diær ­se­mi-­na­tur­lig ­myr
V,V-9,V9-E-3,V9-E-3  Kalk­rik ­se­mi-­na­tur­lig ­myr
