pid,minorType_id,standardSegment_id
1700,T29-4,T29-LA.cdef
1701,T29-5,T29-TV.l+
1702,T29-5,T29-S1.j
1703,T29-5,T29-LA.0ab
1704,T29-6,T29-TV.l+
1705,T29-6,T29-S1.j
1706,T29-6,T29-LA.cdef
1707,T29-7,T29-TV.ijk
1708,T29-7,T29-S1.c
1709,T29-7,T29-LA.0ab
1710,T29-8,T29-TV.ijk
1711,T29-8,T29-S1.de
1712,T29-8,T29-LA.0ab
1713,T29-9,T29-TV.ijk
1714,T29-9,T29-S1.j
1715,T29-9,T29-LA.0ab
1716,T29-10,T29-TV.l+
1717,T29-10,T29-S1.de
1718,T29-10,T29-LA.cdef
1719,T29-10,T29-VI.¤
1720,T30-1,T30-S1.cde
1721,T30-1,T30-VF.bc
1722,T30-2,T30-S1.cde
1723,T30-2,T30-VF.de
1724,T30-3,T30-S1.fghi
1725,T30-3,T30-VF.bc
1726,T30-4,T30-S1.fghi
1727,T30-4,T30-VF.de
1728,T30-5,T30-S1.fghi
1729,T30-5,T30-VF.bc
1730,T30-5,T30-KI.bc
1731,T30-6,T30-S1.fghi
1732,T30-6,T30-VF.de
1733,T30-6,T30-KI.bc
1734,T30-7,T30-S1.fghi
1735,T30-7,T30-VF.de
1736,T30-7,T30-ER.b
1737,T31-1,T31-KA.abc
1738,T31-1,T31-UF.bc
1739,T31-2,T31-KA.abc
1740,T31-2,T31-UF.de
1741,T31-3,T31-KA.abc
1742,T31-3,T31-UF.fgh
1743,T31-4,T31-KA.de
1744,T31-4,T31-UF.bc
1745,T31-5,T31-KA.de
1746,T31-5,T31-UF.de
1747,T31-6,T31-KA.de
1748,T31-6,T31-UF.fgh
1749,T31-7,T31-KA.fg
1750,T31-7,T31-UF.bc
1751,T31-8,T31-KA.fg
1752,T31-8,T31-UF.de
1753,T31-9,T31-KA.fg
1754,T31-9,T31-UF.fgh
1755,T31-10,T31-KA.hi
1756,T31-10,T31-UF.bc
1757,T31-11,T31-KA.hi
1758,T31-11,T31-UF.de
1759,T31-12,T31-KA.hi
1760,T31-12,T31-UF.fgh
1761,T31-13,T31-KA.de
1762,T31-13,T31-UF.bc
1763,T31-13,T31-KI.bc
1764,T31-14,T31-KA.fg
1765,T31-14,T31-KA.hi
1766,T31-14,T31-UF.bc
1767,T31-14,T31-KI.bc
1768,T32-1,T32-KA.bc
1769,T32-1,T32-HI.b
1770,T32-2,T32-KA.bc
1771,T32-2,T32-HI.cd
1772,T32-3,T32-KA.de
1773,T32-3,T32-HI.b
1774,T32-4,T32-KA.de
1775,T32-4,T32-HI.cd
1776,T32-5,T32-KA.de
1777,T32-5,T32-HI.e
1778,T32-6,T32-KA.fg
1779,T32-6,T32-HI.b
1780,T32-7,T32-KA.fg
1781,T32-7,T32-HI.cd
1782,T32-8,T32-KA.fg
1783,T32-8,T32-HI.e
1784,T32-9,T32-KA.hi
1785,T32-9,T32-HI.b
1786,T32-10,T32-KA.hi
1787,T32-10,T32-HI.cd
1788,T32-11,T32-KA.fg
1789,T32-11,T32-KA.hi
1790,T32-11,T32-HI.b
1791,T32-11,T32-KI.bc
1792,T32-12,T32-KA.fg
1793,T32-12,T32-KA.hi
1794,T32-12,T32-HI.cd
1795,T32-12,T32-HI.e
1796,T32-12,T32-KI.bc
1797,T32-13,T32-KA.bc
1798,T32-13,T32-HI.b
1799,T32-13,T32-UF.cde
1800,T32-14,T32-KA.bc
1801,T32-14,T32-HI.cd
1802,T32-14,T32-UF.cde
1803,T32-15,T32-KA.de
1804,T32-15,T32-HI.b
1805,T32-15,T32-UF.cde
1806,T32-16,T32-KA.de
1807,T32-16,T32-HI.cd
1808,T32-16,T32-HI.e
1809,T32-16,T32-UF.cde
1810,T32-17,T32-KA.fg
1811,T32-17,T32-HI.b
1812,T32-17,T32-UF.cde
1813,T32-18,T32-KA.fg
1814,T32-18,T32-HI.cd
1815,T32-18,T32-HI.e
1816,T32-18,T32-UF.cde
1817,T32-19,T32-KA.hi
1818,T32-19,T32-HI.b
1819,T32-19,T32-UF.cde
1820,T32-20,T32-KA.hi
1821,T32-20,T32-HI.cd
1822,T32-20,T32-UF.cde
1823,T32-21,T32-KA.fg
1824,T32-21,T32-HI.cd
1825,T32-21,T32-HI.e
1826,T32-21,T32-UF.cde
1827,T32-21,T32-SS.fghi
1828,T33-1,T33-TV.fgh
1829,T33-2,T33-TV.ijk
1830,T34-1,T34-KA.abc
1831,T34-1,T34-UF.bc
1832,T34-2,T34-KA.abc
1833,T34-2,T34-UF.de
1834,T34-3,T34-KA.abc
1835,T34-3,T34-UF.fgh
1836,T34-4,T34-KA.de
1837,T34-4,T34-UF.bc
1838,T34-5,T34-KA.de
1839,T34-5,T34-UF.de
1840,T34-6,T34-KA.de
1841,T34-6,T34-UF.fgh
1842,T34-7,T34-KA.fg
1843,T34-7,T34-UF.de
1844,T34-8,T34-KA.fg
1845,T34-8,T34-UF.fgh
1846,T34-9,T34-KA.hi
1847,T34-9,T34-UF.de
1848,T34-10,T34-KA.hi
1849,T34-10,T34-UF.fgh
1850,T34-11,T34-KA.abc
1851,T34-11,T34-UF.de
1852,T34-11,T34-VM.ab
1853,T34-12,T34-KA.de
1854,T34-12,T34-UF.de
1855,T34-12,T34-VM.ab
1856,T35-1,T35-S1.0
1857,T35-2,T35-S1.cde
1858,T35-3,T35-S1.fg
1859,T35-4,T35-S1.hi
1860,T36-1,T36-HS-T36.A
1861,T36-2,T36-HS-T36.B
1862,T36-3,T36-HS-T36.C
1863,T37-1,T37-HS-T37.A
1864,T37-2,T37-HS-T37.B
1865,T37-3,T37-HS-T37.C
1866,T39-1,T39-HS-T39.A
1867,T39-1,T39-KA.0ab
1868,T39-2,T39-HS-T39.A
1869,T39-2,T39-KA.cdef
1870,T39-3,T39-HS-T39.B
1871,T39-3,T39-KA.0ab
1872,T39-4,T39-HS-T39.B
1873,T39-4,T39-KA.cdef
1874,T39-5,T39-HS-T39.C
1875,T39-5,T39-KA.0ab
1876,T39-6,T39-HS-T39.C
1877,T39-6,T39-KA.cdef
1878,T39-7,T39-HS-T39.D
1879,T39-7,T39-KA.0ab
1880,T39-8,T39-HS-T39.D
1881,T39-8,T39-KA.cdef
1882,T45-1,T45-HI.gh
1883,T45-1,T45-SP.0
1884,T45-2,T45-HI.gh
1885,T45-2,T45-SP.a
1886,T45-3,T45-HI.hi
1887,T45-3,T45-SP.a
1888,T45-4,T45-HI.j
1889,T45-4,T45-SP.a
1890,V1-1,V1-KA.ab
1891,V1-1,V1-TV.cd
1892,V1-2,V1-KA.ab
1893,V1-2,V1-TV.ef
1894,V1-3,V1-KA.ab
1895,V1-3,V1-TV.gh
1896,V1-4,V1-KA.ab
1897,V1-4,V1-TV.ij
1898,V1-5,V1-KA.ab
1899,V1-5,V1-TV.k
1900,V1-6,V1-KA.cd
1901,V1-6,V1-TV.cd
1902,V1-7,V1-KA.cd
1903,V1-7,V1-TV.ef
1904,V1-8,V1-KA.cd
1905,V1-8,V1-TV.gh
1906,V1-9,V1-KA.cd
1907,V1-9,V1-TV.ij
1908,V1-10,V1-KA.ef
1909,V1-10,V1-TV.cd
1910,V1-11,V1-KA.ef
1911,V1-11,V1-TV.ef
1912,V1-12,V1-KA.ef
1913,V1-12,V1-TV.gh
1914,V1-13,V1-KA.ef
1915,V1-13,V1-TV.ij
1916,V1-14,V1-KA.gh
1917,V1-14,V1-TV.cd
1918,V1-15,V1-KA.gh
1919,V1-15,V1-TV.ef
1920,V1-16,V1-KA.gh
1921,V1-16,V1-TV.gh
1922,V1-17,V1-KA.i
1923,V1-17,V1-TV.cd
1924,V1-18,V1-KA.i
1925,V1-18,V1-TV.ef
1926,V1-19,V1-KA.i
1927,V1-19,V1-TV.gh
1928,V1-20,V1-KA.gh
1929,V1-20,V1-KA.i
1930,V1-20,V1-TV.ij
1931,V1-21,V1-KA.ab
1932,V1-21,V1-TV.cd
1933,V1-21,V1-TV.ef
1934,V1-21,V1-MF.cd
1935,V1-22,V1-KA.ab
1936,V1-22,V1-TV.gh
1937,V1-22,V1-TV.ij
1938,V1-22,V1-TV.k
1939,V1-22,V1-MF.cd
1940,V1-23,V1-KA.cd
1941,V1-23,V1-TV.cd
1942,V1-23,V1-TV.ef
1943,V1-23,V1-MF.cd
1944,V1-24,V1-KA.cd
1945,V1-24,V1-TV.gh
1946,V1-24,V1-TV.ij
1947,V1-24,V1-MF.cd
1948,V1-25,V1-KA.ef
1949,V1-25,V1-TV.cd
1950,V1-25,V1-TV.ef
1951,V1-25,V1-MF.cd
1952,V1-26,V1-KA.ef
1953,V1-26,V1-TV.gh
1954,V1-26,V1-TV.ij
1955,V1-26,V1-MF.cd
1956,V1-27,V1-KA.gh
1957,V1-27,V1-TV.cd
1958,V1-27,V1-TV.ef
1959,V1-27,V1-MF.cd
1960,V1-28,V1-KA.i
1961,V1-28,V1-TV.cd
1962,V1-28,V1-TV.ef
1963,V1-28,V1-MF.cd
1964,V1-29,V1-KA.gh
1965,V1-29,V1-KA.i
1966,V1-29,V1-TV.gh
1967,V1-29,V1-TV.ij
1968,V1-29,V1-MF.cd
1969,V1-30,V1-KA.ef
1970,V1-30,V1-TV.cd
1971,V1-30,V1-TV.ef
1972,V1-30,V1-MF.cd
1973,V1-30,V1-KI.bc
1974,V1-31,V1-KA.gh
1975,V1-31,V1-TV.cd
1976,V1-31,V1-TV.ef
1977,V1-31,V1-MF.cd
1978,V1-31,V1-KI.bc
1979,V1-32,V1-KA.gh
1980,V1-32,V1-TV.cd
1981,V1-32,V1-TV.ef
1982,V1-32,V1-MF.cd
1983,V1-32,V1-SA.bcd
1984,V2-1,V2-KA.abcd
1985,V2-1,V2-TV.cdef
1986,V2-2,V2-KA.abcd
1987,V2-2,V2-TV.ghijk
1988,V2-3,V2-KA.ef
1989,V2-3,V2-TV.cdef
1990,V2-4,V2-KA.ef
1991,V2-4,V2-TV.ghijk
1992,V2-5,V2-KA.ghi
1993,V2-5,V2-TV.cdef
1994,V2-6,V2-KA.ghi
1995,V2-6,V2-TV.ghijk
1996,V2-7,V2-KA.ef
1997,V2-7,V2-TV.cdef
1998,V2-7,V2-KI.bc
1999,V2-8,V2-KA.ghi
2000,V2-8,V2-TV.cdef
2001,V2-8,V2-KI.bc
2002,V3-1,V3-TV.cd
2003,V3-2,V3-TV.ef
2004,V3-3,V3-TV.gh
2005,V3-4,V3-TV.ij
2006,V3-5,V3-TV.k
2007,V3-6,V3-TV.k
2008,V3-6,V3-MF.cd
2009,V3-7,V3-TV.k
2010,V3-7,V3-VI.ab
2011,V4-1,V4-KA.cd
2012,V4-1,V4-KI.de
2013,V4-2,V4-KA.ef
2014,V4-2,V4-KI.de
2015,V4-3,V4-KA.ef
2016,V4-3,V4-KI.¤
2017,V4-4,V4-KA.ghi
2018,V4-4,V4-KI.de
2019,V4-5,V4-KA.ghi
2020,V4-5,V4-KI.¤
2021,V4-6,V4-KA.ef
2022,V4-6,V4-KI.de
2023,V4-6,V4-KT.b
2024,V4-7,V4-KA.ef
2025,V4-7,V4-KI.¤
2026,V4-7,V4-KT.b
2027,V4-8,V4-KA.ghi
2028,V4-8,V4-KI.de
2029,V4-8,V4-KT.b
2030,V4-9,V4-KA.ghi
2031,V4-9,V4-KI.¤
2032,V4-9,V4-KT.b
2033,V5-1,V5-JV.a
2034,V5-2,V5-JV.b
2035,V6-1,V6-SV.ab
2036,V6-1,V6-KA.cdef
2037,V6-1,V6-KI.bc
2038,V6-2,V6-SV.ab
2039,V6-2,V6-KA.ghi
2040,V6-2,V6-KI.bc
2041,V6-3,V6-SV.cd
2042,V6-3,V6-KA.cdef
2043,V6-3,V6-KI.bc
2044,V6-4,V6-SV.cd
2045,V6-4,V6-KA.ghi
2046,V6-4,V6-KI.bc
2047,V6-5,V6-SV.ef
2048,V6-5,V6-KA.cdef
2049,V6-5,V6-KI.bc
2050,V6-6,V6-SV.ef
2051,V6-6,V6-KA.ghi
2052,V6-6,V6-KI.bc
2053,V6-7,V6-SV.cd
2054,V6-7,V6-KA.cdef
2055,V6-7,V6-KI.de
2056,V6-8,V6-SV.cd
2057,V6-8,V6-KA.ghi
2058,V6-8,V6-KI.de
2059,V6-9,V6-SV.ef
2060,V6-9,V6-KA.cdef
2061,V6-9,V6-KA.ghi
2062,V6-9,V6-KI.de
2063,V7-1,V7-KA.cdef
2064,V7-2,V7-KA.ghi
2065,V8-1,V8-KA.cde
2066,V8-2,V8-KA.fgh
2067,V8-3,V8-KA.fgh
2068,V8-3,V8-SA.bcd
2069,V9-1,V9-KA.bcd
2070,V9-2,V9-KA.ef
2071,V9-3,V9-KA.ghi
2072,V10-1,V10-KA.cde
2073,V10-1,V10-KI.0a
2074,V10-2,V10-KA.fgh
2075,V10-2,V10-KI.0a
2076,V10-3,V10-KA.cde
2077,V10-3,V10-KA.fgh
2078,V10-3,V10-KI.bc
2079,V11-1,V11-KA.abcd
2080,V11-2,V11-KA.efghi
2081,V12-1,V12-VT.0
2082,V12-1,V12-KA.abcd
2083,V12-2,V12-VT.0
2084,V12-2,V12-KA.efghi
2085,V12-3,V12-VT.a
2086,V12-3,V12-KA.abcd
2087,V13-1,V13-HS-V13.A
2088,V13-1,V13-IO.0a
2089,V13-2,V13-HS-V13.A
2090,V13-2,V13-IO.b¤
2091,V13-3,V13-HS-V13.B
2092,V13-3,V13-IO.0a
2093,V13-4,V13-HS-V13.B
2094,V13-4,V13-IO.b¤
2095,V13-5,V13-HS-V13.C
2096,V13-5,V13-IO.0a
2097,V13-6,V13-HS-V13.C
2098,V13-6,V13-IO.b¤
2099,V13-7,V13-HS-V13.D
2100,V13-7,V13-IO.0a
2101,V13-8,V13-HS-V13.D
2102,V13-8,V13-IO.b¤
2103,H1-1,H1-DM.0
2104,H1-1,H1-KY.0
2105,H1-2,H1-DM.a
2106,H1-2,H1-KY.0
2107,H1-3,H1-DM.bcd
2108,H1-3,H1-KY.0
2109,H1-4,H1-DM.ef
2110,H1-4,H1-KY.0
2111,H1-5,H1-DM.0
2112,H1-5,H1-KY.a
2113,H2-1,H2-SA.def
2114,H2-1,H2-SM.a
2115,H2-2,H2-SA.def
2116,H2-2,H2-SM.bc
2117,H2-3,H2-SA.def
2118,H2-3,H2-SM.def
2119,H2-4,H2-SA.def
2120,H2-4,H2-SM.gh
2121,H2-5,H2-SA.def
2122,H2-5,H2-SM.i
2123,H2-6,H2-SA.def
2124,H2-6,H2-SM.¤
2125,H2-7,H2-SA.abc
2126,H2-7,H2-SM.bc
2127,H2-8,H2-SA.abc
2128,H2-8,H2-SM.def
2129,H4-1,H4-SY.a
2130,H4-2,H4-SY.b
2131,H4-3,H4-SY.c
2132,H4-4,H4-SY.d
2133,F1-1,F1-KA.abcde
2134,F1-1,F1-VF.bcde
2135,F1-1,F1-HU.0a
2136,F1-2,F1-KA.abcde
2137,F1-2,F1-VF.bcde
2138,F1-2,F1-HU.bcd
2139,F1-3,F1-KA.abcde
2140,F1-3,F1-VF.fgh¤
2141,F1-3,F1-HU.0a
2142,F1-4,F1-KA.abcde
2143,F1-4,F1-VF.fgh¤
2144,F1-4,F1-HU.bcd
2145,F1-5,F1-KA.fghi
2146,F1-5,F1-VF.bcde
2147,F1-5,F1-HU.0a
2148,F1-6,F1-KA.fghi
2149,F1-6,F1-VF.bcde
2150,F1-6,F1-HU.bcd
2151,F2-1,F2-HU.0a
2152,F2-1,F2-SM.bc
2153,F2-1,F2-KA.ab
2154,F2-2,F2-HU.0a
2155,F2-2,F2-SM.bc
2156,F2-2,F2-KA.cde
2157,F2-3,F2-HU.0a
2158,F2-3,F2-SM.bc
2159,F2-3,F2-KA.fghi
2160,F2-4,F2-HU.0a
2161,F2-4,F2-SM.def
2162,F2-4,F2-KA.ab
2163,F2-5,F2-HU.0a
2164,F2-5,F2-SM.def
2165,F2-5,F2-KA.cde
2166,F2-6,F2-HU.0a
2167,F2-6,F2-SM.def
2168,F2-6,F2-KA.fghi
2169,F2-7,F2-HU.0a
2170,F2-7,F2-SM.ghi
2171,F2-7,F2-KA.ab
2172,F2-8,F2-HU.0a
2173,F2-8,F2-SM.ghi
2174,F2-8,F2-KA.cde
2175,F2-9,F2-HU.0a
2176,F2-9,F2-SM.ghi
2177,F2-9,F2-KA.fghi
2178,F2-10,F2-HU.0a
2179,F2-10,F2-SM.¤
2180,F2-10,F2-KA.ab
2181,F2-10,F2-KA.cde
2182,F2-11,F2-HU.0a
2183,F2-11,F2-SM.bc
2184,F2-11,F2-KA.ab
2185,F2-11,F2-TU.a
2186,F2-12,F2-HU.0a
2187,F2-12,F2-SM.def
2188,F2-12,F2-KA.ab
2189,F2-12,F2-TU.a
2190,F2-13,F2-HU.bcd
2191,F2-13,F2-SM.bc
2192,F2-13,F2-KA.ab
2193,F2-14,F2-HU.bcd
2194,F2-14,F2-SM.bc
2195,F2-14,F2-KA.cde
2196,F2-15,F2-HU.bcd
2197,F2-15,F2-SM.bc
2198,F2-15,F2-KA.fghi
2199,F2-16,F2-HU.bcd
2200,F2-16,F2-SM.def
2201,F2-16,F2-KA.ab
2202,F2-17,F2-HU.bcd
2203,F2-17,F2-SM.def
2204,F2-17,F2-KA.cde
2205,F2-18,F2-HU.bcd
2206,F2-18,F2-SM.def
2207,F2-18,F2-KA.fghi
2208,F2-19,F2-HU.bcd
2209,F2-19,F2-SM.ghi
2210,F2-19,F2-KA.ab
2211,F2-20,F2-HU.bcd
2212,F2-20,F2-SM.ghi
2213,F2-20,F2-KA.cde
2214,F2-21,F2-HU.bcd
2215,F2-21,F2-SM.ghi
2216,F2-21,F2-KA.fghi
2217,F4-1,F4-SY.a
2218,F4-2,F4-SY.b
2219,F4-3,F4-SY.c
2220,F5-1,F5-SY.a
2221,F5-2,F5-SY.b
2222,F5-3,F5-SY.c
2223,F5-4,F5-SY.d
2224,F2-1,F2-TU.0
2225,F2-2,F2-TU.0
2226,F2-3,F2-TU.0
2227,F2-4,F2-TU.0
2228,F2-5,F2-TU.0
2229,F2-6,F2-TU.0
2230,F2-7,F2-TU.0
2231,F2-8,F2-TU.0
2232,F2-9,F2-TU.0
2233,F2-10,F2-TU.0
2234,F2-13,F2-TU.0
2235,F2-14,F2-TU.0
2236,F2-15,F2-TU.0
2237,F2-16,F2-TU.0
2238,F2-17,F2-TU.0
2239,F2-18,F2-TU.0
2240,F2-19,F2-TU.0
2241,F2-20,F2-TU.0
2242,F2-21,F2-TU.0
2243,L2-1,L2-S3S.0
2244,L2-1,L2-IO.0a
2245,L2-1,L2-VT.ab
2246,L2-1,L2-SE.0ab
2247,L2-2,L2-S3S.0
2248,L2-2,L2-IO.0a
2249,L2-2,L2-VT.ab
2250,L2-2,L2-SE.0ab
2251,L2-3,L2-S3S.0
2252,L2-3,L2-IO.0a
2253,L2-3,L2-VT.ab
2254,L2-3,L2-SE.0ab
2255,L2-4,L2-S3S.0
2256,L2-4,L2-VT.ab
2257,L2-4,L2-SE.0ab
2258,L2-5,L2-S3E.0abc
2259,L2-5,L2-IO.0a
2260,L2-5,L2-VT.ab
2261,L2-5,L2-SE.0ab
2262,L2-6,L2-S3E.0abc
2263,L2-6,L2-IO.0a
2264,L2-6,L2-SE.0ab
2265,L2-7,L2-S3S.0
2266,L2-7,L2-IO.0a
2267,L2-7,L2-VT.ab
2268,L2-7,L2-SE.0ab
2269,L2-8,L2-S3S.0
2270,L2-8,L2-IO.0a
2271,L2-8,L2-VT.ab
2272,L2-8,L2-SE.0ab
2273,L2-9,L2-S3S.0
2274,L2-9,L2-IO.0a
2275,L2-9,L2-VT.ab
2276,L2-9,L2-SE.0ab
2277,L2-10,L2-S3S.0
2278,L2-10,L2-IO.0a
2279,L2-10,L2-VT.ab
2280,L2-10,L2-SE.0ab
2281,L2-11,L2-S3S.0
2282,L2-11,L2-VT.ab
2283,L2-11,L2-SE.0ab
2284,L2-12,L2-S3E.0abc
2285,L2-12,L2-IO.0a
2286,L2-12,L2-VT.ab
2287,L2-12,L2-SE.0ab
2288,L2-13,L2-S3S.0
2289,L2-13,L2-IO.0a
2290,L2-13,L2-VT.ab
2291,L2-13,L2-SE.0ab
2292,L2-14,L2-S3S.0
2293,L2-14,L2-IO.0a
2294,L2-14,L2-VT.ab
2295,L2-14,L2-SE.0ab
2296,L2-15,L2-S3S.0
2297,L2-15,L2-IO.0a
2298,L2-15,L2-VT.ab
2299,L2-15,L2-SE.0ab
2300,L2-16,L2-S3S.0
2301,L2-16,L2-IO.0a
2302,L2-16,L2-VT.ab
2303,L2-16,L2-SE.0ab
2304,L2-17,L2-S3S.0
2305,L2-17,L2-IO.0a
2306,L2-17,L2-VT.ab
2307,L2-18,L2-S3S.0
2308,L2-18,L2-VT.ab
2309,L2-18,L2-SE.0ab
2310,L2-19,L2-S3E.0abc
2311,L2-19,L2-IO.0a
2312,L2-19,L2-VT.ab
2313,L2-19,L2-SE.0ab
2314,M1-1,M1-S1.a
2315,M1-1,M1-IF.0ab
2316,M1-2,M1-S1.a
2317,M1-2,M1-IF.0ab
2318,M1-3,M1-S1.a
2319,M1-3,M1-IF.0ab
2320,M1-4,M1-S1.a
2321,M1-4,M1-IF.0ab
2322,M1-5,M1-S1.a
2323,M1-5,M1-IF.0ab
2324,M1-6,M1-S1.a
2325,M1-6,M1-IF.0ab
2326,M1-7,M1-S1.a
2327,M1-7,M1-IF.0ab
2328,M1-8,M1-S1.a
2329,M1-8,M1-IF.0ab
2330,M1-9,M1-S1.a
2331,M1-9,M1-IF.0ab
2332,M1-10,M1-S1.a
2333,M1-10,M1-IF.0ab
2334,M1-11,M1-S1.a
2335,M1-11,M1-IF.0ab
2336,M1-12,M1-S1.a
2337,M1-12,M1-IF.0ab
2338,M1-13,M1-S1.a
2339,M1-13,M1-IF.0ab
2340,M1-14,M1-S1.a
2341,M1-14,M1-IF.0ab
2342,M1-15,M1-S1.a
2343,M1-15,M1-IF.0ab
2344,M1-16,M1-S1.a
2345,M1-16,M1-IF.0ab
2346,M1-17,M1-S1.a
2347,M1-17,M1-IF.0ab
2348,M1-18,M1-S1.a
2349,M1-18,M1-IF.0ab
2350,M1-19,M1-S1.a
2351,M1-19,M1-IF.0ab
2352,M1-20,M1-S1.a
2353,M1-20,M1-IF.0ab
2354,M1-21,M1-S1.a
2355,M1-21,M1-IF.0ab
2356,M1-22,M1-S1.a
2357,M1-22,M1-IF.0ab
2358,M1-23,M1-S1.a
2359,M1-23,M1-IF.0ab
2360,M1-24,M1-IF.0ab
2361,M1-25,M1-IF.0ab
2362,M1-26,M1-IF.0ab
2363,M1-27,M1-IF.0ab
2364,M1-28,M1-IF.0ab
2365,M1-29,M1-SA.a
2366,M1-29,M1-HF.0ab
2367,M1-29,M1-S1.a
2368,M2-1,M2-BK.0
2369,M2-2,M2-BK.0
2370,M2-3,M2-BK.0
2371,M2-4,M2-BK.0
2372,M2-5,M2-BK.0
2373,M2-6,M2-BK.0
2374,M2-7,M2-BK.0
2375,M2-8,M2-BK.0
2376,M2-9,M2-BK.0
2377,M2-10,M2-BK.0
2378,M2-13,M2-BK.0
2379,M2-14,M2-BK.0
2380,M2-15,M2-BK.0
2381,M2-16,M2-BK.0
2382,M2-17,M2-BK.0
2383,M2-18,M2-BK.0
2384,M2-19,M2-BK.0
2385,M2-20,M2-BK.0
2386,M3-1,M3-IF.0ab
2387,M3-2,M3-IF.0ab
2388,M3-3,M3-IF.0ab
2389,M3-4,M3-IF.0ab
2390,M3-5,M3-IF.0ab
2391,M3-6,M3-IF.0ab
2392,M3-7,M3-IF.0ab
2393,M3-8,M3-IF.0ab
2394,M3-9,M3-IF.0ab
2395,M3-10,M3-IF.0ab
2396,M3-11,M3-IF.0ab
2397,M3-12,M3-IF.0ab
2398,M3-13,M3-IF.0ab
2399,M3-14,M3-IF.0ab
2400,M3-15,M3-IF.0ab
2401,M3-16,M3-IF.0ab
2402,M3-17,M3-IF.0ab
2403,M3-18,M3-IF.0ab
2404,M3-19,M3-SA.a
2405,M3-19,M3-HF.0ab
2406,M4-1,M4-S3S.0
2407,M4-1,M4-IO.0ab
2408,M4-1,M4-KA.efg
2409,M4-1,M4-SE.0ab
2410,M4-2,M4-S3S.0
2411,M4-2,M4-IO.0ab
2412,M4-2,M4-KA.efg
2413,M4-2,M4-SE.0ab
2414,M4-3,M4-S3S.0
2415,M4-3,M4-IO.0ab
2416,M4-3,M4-KA.efg
2417,M4-3,M4-SE.0ab
2418,M4-4,M4-S3S.0
2419,M4-4,M4-IO.0ab
2420,M4-4,M4-KA.efg
2421,M4-4,M4-SE.0ab
2422,M4-5,M4-S3S.0
2423,M4-5,M4-IO.0ab
2424,M4-5,M4-KA.efg
2425,M4-5,M4-SE.0ab
2426,M4-6,M4-S3S.0
2427,M4-6,M4-IO.0ab
2428,M4-6,M4-KA.efg
2429,M4-6,M4-SE.0ab
2430,M4-7,M4-S3S.0
2431,M4-7,M4-IO.0ab
2432,M4-7,M4-KA.efg
2433,M4-7,M4-SE.0ab
2434,M4-8,M4-S3S.0
2435,M4-8,M4-IO.0ab
2436,M4-8,M4-KA.efg
2437,M4-8,M4-SE.0ab
2438,M4-9,M4-S3S.0
2439,M4-9,M4-KA.efg
2440,M4-9,M4-SE.0ab
2441,M4-10,M4-S3E.0a
2442,M4-10,M4-S3F.0a
2443,M4-10,M4-IO.0ab
2444,M4-10,M4-KA.efg
2445,M4-10,M4-SE.0ab
2446,M4-11,M4-S3E.0a
2447,M4-11,M4-S3F.0a
2448,M4-11,M4-IO.0ab
2449,M4-11,M4-KA.efg
2450,M4-11,M4-SE.0ab
2451,M4-12,M4-S3S.0
2452,M4-12,M4-TV.0
2453,M4-12,M4-IO.0ab
2454,M4-12,M4-KA.efg
2455,M4-12,M4-SE.0ab
2456,M4-13,M4-S3S.0
2457,M4-13,M4-TV.0
2458,M4-13,M4-IO.0ab
2459,M4-13,M4-KA.efg
2460,M4-13,M4-SE.0ab
2461,M4-14,M4-S3S.0
2462,M4-14,M4-TV.0
2463,M4-14,M4-IO.0ab
2464,M4-14,M4-KA.efg
2465,M4-14,M4-SE.0ab
2466,M4-15,M4-S3S.0
2467,M4-15,M4-TV.0
2468,M4-15,M4-IO.0ab
2469,M4-15,M4-KA.efg
2470,M4-15,M4-SE.0ab
2471,M4-16,M4-S3S.0
2472,M4-16,M4-TV.0
2473,M4-16,M4-IO.0ab
2474,M4-16,M4-KA.efg
2475,M4-16,M4-SE.0ab
2476,M4-17,M4-S3S.0
2477,M4-17,M4-TV.0
2478,M4-17,M4-IO.0ab
2479,M4-17,M4-KA.efg
2480,M4-17,M4-SE.0ab
2481,M4-18,M4-S3S.0
2482,M4-18,M4-TV.0
2483,M4-18,M4-KA.efg
2484,M4-18,M4-SE.0ab
2485,M4-19,M4-S3E.0a
2486,M4-19,M4-S3F.0a
2487,M4-19,M4-TV.0
2488,M4-19,M4-IO.0ab
2489,M4-19,M4-KA.efg
2490,M4-19,M4-SE.0ab
2491,M4-20,M4-S3E.0a
2492,M4-20,M4-S3F.0a
2493,M4-20,M4-TV.0
2494,M4-20,M4-IO.0ab
2495,M4-20,M4-KA.efg
2496,M4-20,M4-SE.0ab
2497,M4-21,M4-S3S.0
2498,M4-21,M4-IO.0ab
2499,M4-21,M4-KA.efg
2500,M4-21,M4-SE.0ab
2501,M4-22,M4-S3S.0
2502,M4-22,M4-IO.0ab
2503,M4-22,M4-KA.efg
2504,M4-22,M4-SE.0ab
2505,M4-23,M4-S3S.0
2506,M4-23,M4-IO.0ab
2507,M4-23,M4-KA.efg
2508,M4-23,M4-SE.0ab
2509,M4-24,M4-S3S.0
2510,M4-24,M4-IO.0ab
2511,M4-24,M4-KA.efg
2512,M4-24,M4-SE.0ab
2513,M4-25,M4-S3S.0
2514,M4-25,M4-IO.0ab
2515,M4-25,M4-KA.efg
