,id,adb_id,name
341,T39-E-3,NA T39-E-3,fast fjell blottlagt ved tørrlegging eller nedtapping
342,T39-E-4,NA T39-E-4,"sterkt modifiserte eller syntetiske, overveiende uorganisk faste substrater"
343,T40-E-1,NA T40-E-1,eng-liknende sterkt endret fastmark
344,T41-E-1,NA T41-E-1,eng-liknende oppdyrket mark
345,T42-E-1,NA T42-E-1,blomsterbed og liknende
346,T43-E-1,NA T43-E-1,"plener, parker og liknende"
347,T44-E-1,NA T44-E-1,åker
348,T45-E-1,NA T45-E-1,oppdyrkede varige enger med lite intensivt hevdpreg
349,T45-E-2,NA T45-E-2,oppdyrkede varige enger med intensivt og svært intensivt hevdpreg
350,V1-E-1,NA V1-E-1,fattigmyrer
351,V1-E-2,NA V1-E-2,sterkt intermediære og litt kalkrike myrer
352,V1-E-3,NA V1-E-3,rikmyrer
353,V2-E-1,NA V2-E-1,kalkfattige og svakt intermediære myr- og sumpskogsmarker
354,V2-E-2,NA V2-E-2,sterkt intermediære litt kalkrike myr- og sumpskog-marker
355,V2-E-3,NA V2-E-3,temmelig til ekstremt kalkrike myr- og sumpskogsmarker
356,V3-E-1,NA V3-E-1,ombrotrofe myrer
357,V4-E-1,NA V4-E-1,litt kalkfattige til litt kalkrike kilder
358,V4-E-2,NA V4-E-2,temmelig til ekstremt kalkrike kilder
359,V4-E-3,NA V4-E-3,sterkt intermediære og litt kalkrike torvmarkskilder
360,V4-E-4,NA V4-E-4,temmelig til ekstremt kalkrike torvmarkskilder
361,V5-E-1,NA V5-E-1,svak varmkilde
362,V5-E-2,NA V5-E-2,klar varmkilde
363,V6-E-1,NA V6-E-1,litt kalkfattige til litt kalkrike våt- og kildesnøleier
364,V6-E-2,NA V6-E-2,temmelig til ekstremt kalkrike våt- og kildesnøeleier
365,V6-E-3,NA V6-E-3,ekstreme våt- og kildesnøleie
366,V7-E-1,NA V7-E-1,kalkfattig og intermediær permafrost-våtmark
367,V7-E-2,NA V7-E-2,kalkrik permafrost-våtmark
368,V8-E-1,NA V8-E-1,kalkfattig og intermediær strand- og sumpskogsmark
369,V8-E-2,NA V8-E-2,kalkrik strand- og sumpskogsmark
370,V8-E-3,NA V8-E-3,saltpåvirket strand- og sumpskogsmark
371,V9-E-1,NA V9-E-1,kalkfattig semi-naturlig myr
372,V9-E-2,NA V9-E-2,intermediær semi-naturlig myr
373,V9-E-3,NA V9-E-3,kalkrik semi-naturlig myr
374,V10-E-1,NA V10-E-1,intermediær våteng
375,V10-E-2,NA V10-E-2,kalkrike og svakt kildevannspåvirkede semi-naturlige våtenger
376,V11-E-1,NA V11-E-1,kalkfattig torvtak
377,V11-E-2,NA V11-E-2,kalkrikt torvtak
378,V12-E-1,NA V12-E-1,grøftet kalkfattig jordvannsmyr
379,V12-E-2,NA V12-E-2,grøftet kalkrik jordvannsmyr
380,V12-E-3,NA V12-E-3,grøftet nedbørsmyr
381,V13-E-1,NA V13-E-1,nye våtmarker med opprinnelse i sterkt endrede fastmarkssystemer
382,V13-E-2,NA V13-E-2,nye våtmarker med opprinnelse i jordbruksmark på fastmark
383,V13-E-3,NA V13-E-3,nye våtmarker med opprinnelse i neddemt skogsmark
384,V13-E-4,NA V13-E-4,nye våtmarker med opprinnelse i ferskvannsbunn
