pid,_id,majorTypeLEC_id,order,detail_id,lec_id,majorType_id,selected
458,T17-KA.fgh,T17-KA,1.0,,KA,T-17,0.0
459,T17-KI.0a,T17-KI,0.0,,KI,T-17,1.0
460,T17-KI.bc,T17-KI,1.0,,KI,T-17,0.0
461,M15-S3E.0abcd,M15-S3E,0.0,,S3E,M-15,1.0
462,M15-S3E.e,M15-S3E,1.0,,S3E,M-15,0.0
463,M15-S3F.0ab,M15-S3F,0.0,,S3F,M-15,1.0
464,M15-S3F.c¤,M15-S3F,1.0,,S3F,M-15,0.0
465,M15-HS-M15.A,HS-M15,0.0,,HS-M15,M-15,1.0
466,M15-HS-M15.B,HS-M15,1.0,,HS-M15,M-15,0.0
467,M15-DL.0,M15-DL,0.0,,DL,M-15,1.0
468,M15-DL.abcd,M15-DL,1.0,,DL,M-15,0.0
469,M15-DL.e+,M15-DL,2.0,,DL,M-15,0.0
470,M15-SA.abc,M15-SA,0.0,,SA,M-15,1.0
471,M15-SA.def,M15-SA,1.0,,SA,M-15,0.0
472,T6-TV.i,T6-TV,0.0,,TV,T-6,1.0
473,T6-TV.j,T6-TV,1.0,,TV,T-6,0.0
474,T6-TV.k,T6-TV,2.0,,TV,T-6,0.0
475,T6-KA.bcde,T6-KA,0.0,,KA,T-6,1.0
476,T6-KA.fghi,T6-KA,1.0,,KA,T-6,0.0
477,T6-VF.0abcde,T6-VF,0.0,,VF,T-6,1.0
478,T6-VF.fgh¤,T6-VF,1.0,,VF,T-6,0.0
479,T6-HF.0ab,T6-HF,0.0,,HF,T-6,1.0
480,T6-HF.+,T6-HF,1.0,,HF,T-6,0.0
481,T6-IF.0ab,T6-IF,0.0,,IF,T-6,1.0
482,T6-IF.¤,T6-IF,1.0,,IF,T-6,0.0
483,V7-KA.cdef,V7-KA,0.0,,KA,V-7,1.0
484,V7-KA.ghi,V7-KA,1.0,,KA,V-7,0.0
485,V7-TV.c,V7-TV,0.0,,TV,V-7,1.0
486,V7-TV.d,V7-TV,1.0,,TV,V-7,0.0
487,M4-S3E.0a,M4-S3E,0.0,,S3E,M-4,1.0
488,M4-S3E.b,M4-S3E,1.0,,S3E,M-4,0.0
489,M4-S3E.c,M4-S3E,2.0,,S3E,M-4,0.0
490,M4-S3E.d,M4-S3E,3.0,,S3E,M-4,0.0
491,M4-S3E.e,M4-S3E,4.0,,S3E,M-4,0.0
492,M4-S3F.0a,M4-S3F,0.0,,S3F,M-4,1.0
493,M4-S3F.bc,M4-S3F,1.0,,S3F,M-4,0.0
494,M4-S3F.¤,M4-S3F,2.0,,S3F,M-4,0.0
495,M4-S3S.0,M4-S3S,0.0,,S3S,M-4,1.0
496,M4-S3S.a,M4-S3S,1.0,,S3S,M-4,0.0
497,M4-S3S.b,M4-S3S,2.0,,S3S,M-4,0.0
498,M4-DL.abc,M4-DL,0.0,,DL,M-4,1.0
499,M4-DL.d,M4-DL,1.0,,DL,M-4,0.0
500,M4-SA.abc,M4-SA,0.0,,SA,M-4,0.0
501,M4-SA.de,M4-SA,1.0,,SA,M-4,1.0
502,M4-TV.0,M4-TV,0.0,,TV,M-4,1.0
503,M4-TV.ab,M4-TV,1.0,,TV,M-4,0.0
504,M4-IO.0ab,M4-IO,0.0,,IO,M-4,1.0
505,M4-IO.¤,M4-IO,1.0,,IO,M-4,0.0
506,M4-KA.efg,M4-KA,0.0,,KA,M-4,1.0
507,M4-KA.hi,M4-KA,1.0,,KA,M-4,0.0
508,M4-SE.0ab,M4-SE,0.0,,SE,M-4,1.0
509,M4-SE.¤,M4-SE,1.0,,SE,M-4,0.0
510,T39-HS-T39.A,HS-T39,0.0,,HS-T39,T-39,1.0
511,T39-HS-T39.B,HS-T39,1.0,,HS-T39,T-39,0.0
512,T39-HS-T39.C,HS-T39,2.0,,HS-T39,T-39,0.0
513,T39-HS-T39.D,HS-T39,3.0,,HS-T39,T-39,0.0
514,T39-KA.0ab,T39-KA,0.0,,KA,T-39,1.0
515,T39-KA.cdef,T39-KA,1.0,,KA,T-39,0.0
516,L7-HS-L7.A,HS-L7,0.0,,HS-L7,L-7,1.0
517,L7-HS-L7.B,HS-L7,1.0,,HS-L7,L-7,0.0
518,L7-HS-L7.C,HS-L7,2.0,,HS-L7,L-7,0.0
519,L7-DL.abc,L7-DL,0.0,,DL,L-7,1.0
520,L7-DL.de+,L7-DL,1.0,,DL,L-7,0.0
521,V2-KA.abcd,V2-KA,0.0,,KA,V-2,1.0
522,V2-KA.ef,V2-KA,1.0,,KA,V-2,0.0
523,V2-KA.ghi,V2-KA,2.0,,KA,V-2,0.0
524,V2-TV.cdef,V2-TV,0.0,,TV,V-2,1.0
525,V2-TV.ghijk,V2-TV,1.0,,TV,V-2,0.0
526,V2-KI.0a,V2-KI,0.0,,KI,V-2,1.0
527,V2-KI.bc,V2-KI,1.0,,KI,V-2,0.0
528,M12-JV.ab,M12-JV,0.0,,JV,M-12,1.0
529,M12-JV.cd,M12-JV,1.0,,JV,M-12,0.0
530,M12-JV.e¤,M12-JV,2.0,,JV,M-12,0.0
531,M12-DM.0,M12-DM,0.0,,DM,M-12,1.0
532,M12-DM.a,M12-DM,1.0,,DM,M-12,0.0
533,M12-DM.bcdef,M12-DM,2.0,,DM,M-12,0.0
534,F4-SY.a,F4-SY,0.0,,SY,F-4,1.0
535,F4-SY.b,F4-SY,1.0,,SY,F-4,0.0
536,F4-SY.c,F4-SY,2.0,,SY,F-4,0.0
537,F4-VF.bcde,F4-VF,0.0,,VF,F-4,1.0
538,F4-VF.fgh¤,F4-VF,1.0,,VF,F-4,0.0
539,F4-HU.0a,F4-HU,0.0,,HU,F-4,1.0
540,F4-HU.bcd,F4-HU,1.0,,HU,F-4,0.0
541,F4-KA.abcde,F4-KA,0.0,,KA,F-4,1.0
542,F4-KA.fghi,F4-KA,1.0,,KA,F-4,0.0
543,F4-TU.0,F4-TU,0.0,,TU,F-4,1.0
544,F4-TU.a,F4-TU,1.0,,TU,F-4,0.0
545,T34-KA.abc,T34-KA,0.0,,KA,T-34,1.0
546,T34-KA.de,T34-KA,1.0,,KA,T-34,0.0
547,T34-KA.fg,T34-KA,2.0,,KA,T-34,0.0
548,T34-KA.hi,T34-KA,3.0,,KA,T-34,0.0
549,T34-UF.bc,T34-UF,0.0,,UF,T-34,1.0
550,T34-UF.de,T34-UF,1.0,,UF,T-34,0.0
551,T34-UF.fgh,T34-UF,2.0,,UF,T-34,0.0
552,T34-VM.0,T34-VM,0.0,,VM,T-34,1.0
553,T34-VM.ab,T34-VM,1.0,,VM,T-34,0.0
554,T34-BK.0,T34-BK,0.0,,BK,T-34,1.0
555,T34-BK.a,T34-BK,1.0,,BK,T-34,0.0
556,L8-HS-L8.A,HS-L8,0.0,,HS-L8,L-8,1.0
557,L8-HS-L8.B,HS-L8,1.0,,HS-L8,L-8,0.0
558,L8-HS-L8.C,HS-L8,2.0,,HS-L8,L-8,0.0
559,L8-HS-L8.D,HS-L8,3.0,,HS-L8,L-8,0.0
560,L8-HS-L8.E,HS-L8,4.0,,HS-L8,L-8,0.0
561,L8-HS-L8.F,HS-L8,5.0,,HS-L8,L-8,0.0
562,L8-HS-L8.G,HS-L8,6.0,,HS-L8,L-8,0.0
563,L8-HS-L8.H,HS-L8,7.0,,HS-L8,L-8,0.0
564,L8-DL.abc,L8-DL,0.0,,DL,L-8,1.0
565,L8-DL.de+,L8-DL,1.0,,DL,L-8,0.0
566,T2-KA.abc,T2-KA,0.0,,KA,T-2,1.0
567,T2-KA.de,T2-KA,1.0,,KA,T-2,0.0
568,T2-KA.fg,T2-KA,2.0,,KA,T-2,0.0
569,T2-KA.hi,T2-KA,3.0,,KA,T-2,0.0
570,T2-UF.def,T2-UF,0.0,,UF,T-2,1.0
571,T2-UF.gh,T2-UF,1.0,,UF,T-2,0.0
572,T2-VM.0a,T2-VM,0.0,,VM,T-2,1.0
573,T2-VM.b,T2-VM,1.0,,VM,T-2,0.0
574,T2-HI.0,T2-HI,0.0,,HI,T-2,1.0
575,T2-HI.a,T2-HI,1.0,,HI,T-2,0.0
576,T2-BK.0,T2-BK,0.0,,BK,T-2,1.0
577,T2-BK.a,T2-BK,1.0,,BK,T-2,0.0
578,T25-S1.0,T25-S1,0.0,,S1,T-25,1.0
579,T25-S1.de,T25-S1,1.0,,S1,T-25,0.0
580,T25-S1.fg,T25-S1,2.0,,S1,T-25,0.0
581,T25-S1.hi,T25-S1,3.0,,S1,T-25,0.0
582,T25-KA.bcde,T25-KA,0.0,,KA,T-25,1.0
583,T25-KA.fgh,T25-KA,1.0,,KA,T-25,0.0
584,T25-KI.0a,T25-KI,0.0,,KI,T-25,1.0
585,T25-KI.bc,T25-KI,1.0,,KI,T-25,0.0
586,T24-VF.cd,T24-VF,0.0,,VF,T-24,1.0
587,T24-VF.e,T24-VF,1.0,,VF,T-24,0.0
588,T24-VF.f,T24-VF,2.0,,VF,T-24,0.0
589,T24-VM.0a,T24-VM,0.0,,VM,T-24,1.0
590,T24-VM.b,T24-VM,1.0,,VM,T-24,0.0
591,V9-KA.bcd,V9-KA,0.0,,KA,V-9,1.0
592,V9-KA.ef,V9-KA,1.0,,KA,V-9,0.0
593,V9-KA.ghi,V9-KA,2.0,,KA,V-9,0.0
594,V9-TV.def,V9-TV,0.0,,TV,V-9,1.0
595,V9-TV.ghi,V9-TV,1.0,,TV,V-9,0.0
596,V9-KI.0a,V9-KI,0.0,,KI,V-9,1.0
597,V9-KI.bc,V9-KI,1.0,,KI,V-9,0.0
598,V9-SP.0,V9-SP,0.0,,SP,V-9,1.0
599,V9-SP.a,V9-SP,1.0,,SP,V-9,0.0
600,T29-S1.c,T29-S1,0.0,,S1,T-29,1.0
601,T29-S1.de,T29-S1,1.0,,S1,T-29,0.0
602,T29-S1.j,T29-S1,2.0,,S1,T-29,0.0
603,T29-LA.0ab,T29-LA,0.0,,LA,T-29,1.0
604,T29-LA.cdef,T29-LA,1.0,,LA,T-29,0.0
605,T29-TV.ijk,T29-TV,0.0,,TV,T-29,0.0
606,T29-TV.l+,T29-TV,1.0,,TV,T-29,1.0
607,T29-VI.abc,T29-VI,0.0,,VI,T-29,1.0
608,T29-VI.¤,T29-VI,1.0,,VI,T-29,0.0
609,T29-HI.0,T29-HI,0.0,,HI,T-29,1.0
610,T29-HI.a,T29-HI,1.0,,HI,T-29,0.0
611,T1-KA.ab,T1-KA,0.0,,KA,T-1,1.0
612,T1-KA.cd,T1-KA,1.0,,KA,T-1,0.0
613,T1-KA.ef,T1-KA,2.0,,KA,T-1,0.0
614,T1-KA.gh,T1-KA,3.0,,KA,T-1,0.0
615,T1-KA.i,T1-KA,4.0,,KA,T-1,0.0
616,T1-UE.0a,T1-UE,0.0,,UE,T-1,1.0
617,T1-UE.bc,T1-UE,1.0,,UE,T-1,0.0
618,T1-UE.de,T1-UE,2.0,,UE,T-1,0.0
619,T1-UE.fg,T1-UE,3.0,,UE,T-1,0.0
620,T1-OR.0,T1-OR,0.0,,OR,T-1,1.0
621,T1-OR.ab,T1-OR,1.0,,OR,T-1,0.0
622,T1-OR.c,T1-OR,2.0,,OR,T-1,0.0
623,T1-HF.0ab,T1-HF,0.0,,HF,T-1,0.0
624,T1-HF.+,T1-HF,1.0,,HF,T-1,1.0
625,T1-VF.a,T1-VF,0.0,,VF,T-1,1.0
626,T1-VF.bcdef,T1-VF,1.0,,VF,T-1,0.0
627,T1-VS.0abcd,T1-VS,0.0,,VS,T-1,1.0
628,T1-VS.+,T1-VS,1.0,,VS,T-1,0.0
629,T1-LA.0abcd,T1-LA,0.0,,LA,T-1,1.0
630,T1-LA.ef+,T1-LA,1.0,,LA,T-1,0.0
631,T1-NG.0a,T1-NG,0.0,,NG,T-1,1.0
632,T1-NG.bcd¤,T1-NG,1.0,,NG,T-1,0.0
633,T1-VI.0a,T1-VI,0.0,,VI,T-1,1.0
634,T1-VI.bc,T1-VI,1.0,,VI,T-1,0.0
635,T1-SV.0,T1-SV,0.0,,SV,T-1,1.0
636,T1-SV.abcd,T1-SV,1.0,,SV,T-1,0.0
637,T1-IF.0a,T1-IF,0.0,,IF,T-1,1.0
638,T1-IF.b¤,T1-IF,1.0,,IF,T-1,0.0
639,T1-BK.0,T1-BK,0.0,,BK,T-1,1.0
640,T1-BK.a,T1-BK,1.0,,BK,T-1,0.0
641,T1-BK.b,T1-BK,2.0,,BK,T-1,0.0
642,T1-BK.c,T1-BK,3.0,,BK,T-1,0.0
643,T1-BK.d,T1-BK,4.0,,BK,T-1,0.0
644,T40-KA.cde,T40-KA,0.0,,KA,T-40,1.0
645,T40-KA.fgh,T40-KA,1.0,,KA,T-40,0.0
646,T40-UF.ab,T40-UF,0.0,,UF,T-40,1.0
647,T40-UF.cde,T40-UF,1.0,,UF,T-40,0.0
648,T40-SP.0,T40-SP,0.0,,SP,T-40,1.0
649,T40-SP.a,T40-SP,1.0,,SP,T-40,0.0
650,T40-VM.0a,T40-VM,0.0,,VM,T-40,1.0
651,T40-VM.b,T40-VM,1.0,,VM,T-40,0.0
652,T40-SS.fghi,T40-SS,0.0,,SS,T-40,1.0
653,T40-SS.jk+,T40-SS,1.0,,SS,T-40,0.0
654,T40-SA.0,T40-SA,0.0,,SA,T-40,1.0
655,T40-SA.abcdef,T40-SA,1.0,,SA,T-40,0.0
656,F5-SY.a,F5-SY,0.0,,SY,F-5,1.0
657,F5-SY.b,F5-SY,1.0,,SY,F-5,0.0
658,F5-SY.c,F5-SY,2.0,,SY,F-5,0.0
659,F5-SY.d,F5-SY,3.0,,SY,F-5,0.0
660,F5-SM.bc,F5-SM,0.0,,SM,F-5,1.0
661,F5-SM.def,F5-SM,1.0,,SM,F-5,0.0
662,F5-SM.ghi,F5-SM,2.0,,SM,F-5,0.0
663,F5-SM.¤,F5-SM,3.0,,SM,F-5,0.0
664,F5-KA.abcde,F5-KA,0.0,,KA,F-5,1.0
665,F5-KA.fghi,F5-KA,1.0,,KA,F-5,0.0
666,F5-HU.0a,F5-HU,0.0,,HU,F-5,1.0
667,F5-HU.bcd,F5-HU,1.0,,HU,F-5,0.0
668,F5-TU.0,F5-TU,0.0,,TU,F-5,1.0
669,F5-TU.a,F5-TU,1.0,,TU,F-5,0.0
670,F5-KO.0,F5-KO,0.0,,KO,F-5,1.0
671,F5-KO.+,F5-KO,1.0,,KO,F-5,0.0
672,M5-S3E.0a,M5-S3E,0.0,,S3E,M-5,1.0
673,M5-S3E.b,M5-S3E,1.0,,S3E,M-5,0.0
674,M5-S3E.cd,M5-S3E,2.0,,S3E,M-5,0.0
675,M5-S3E.e,M5-S3E,3.0,,S3E,M-5,0.0
676,M5-S3F.0a,M5-S3F,0.0,,S3F,M-5,1.0
677,M5-S3F.bc,M5-S3F,1.0,,S3F,M-5,0.0
678,M5-S3F.¤,M5-S3F,2.0,,S3F,M-5,0.0
679,M5-S3S.0,M5-S3S,0.0,,S3S,M-5,1.0
680,M5-S3S.a,M5-S3S,1.0,,S3S,M-5,0.0
681,M5-S3S.c,M5-S3S,2.0,,S3S,M-5,0.0
682,M5-S3S.d,M5-S3S,3.0,,S3S,M-5,0.0
683,M5-DM.0,M5-DM,0.0,,DM,M-5,1.0
684,M5-DM.a,M5-DM,1.0,,DM,M-5,0.0
685,M5-DM.b,M5-DM,2.0,,DM,M-5,0.0
686,M5-DM.cd,M5-DM,3.0,,DM,M-5,0.0
687,M5-DM.ef,M5-DM,4.0,,DM,M-5,0.0
688,M5-IO.0ab,M5-IO,0.0,,IO,M-5,1.0
689,M5-IO.¤,M5-IO,1.0,,IO,M-5,0.0
690,M5-VF.a,M5-VF,0.0,,VF,M-5,1.0
691,M5-VF.bc,M5-VF,1.0,,VF,M-5,0.0
692,M5-DD.0,M5-DD,0.0,,DD,M-5,1.0
693,M5-DD.a,M5-DD,1.0,,DD,M-5,0.0
694,V8-KA.cde,V8-KA,0.0,,KA,V-8,1.0
695,V8-KA.fgh,V8-KA,1.0,,KA,V-8,0.0
696,V8-SA.0a,V8-SA,0.0,,SA,V-8,1.0
697,V8-SA.bcd,V8-SA,1.0,,SA,V-8,0.0
698,T21-SS.a,T21-SS,0.0,,SS,T-21,1.0
699,T21-SS.bc,T21-SS,1.0,,SS,T-21,0.0
700,T21-SS.d,T21-SS,2.0,,SS,T-21,0.0
701,T21-SS.ef,T21-SS,3.0,,SS,T-21,0.0
702,T21-SS.gh,T21-SS,4.0,,SS,T-21,0.0
703,T21-SS.i,T21-SS,5.0,,SS,T-21,0.0
704,T21-VI.abc,T21-VI,0.0,,VI,T-21,1.0
705,T21-VI.¤,T21-VI,1.0,,VI,T-21,0.0
706,T21-VM.0a,T21-VM,0.0,,VM,T-21,1.0
707,T21-VM.b,T21-VM,1.0,,VM,T-21,0.0
708,T21-HI.0,T21-HI,0.0,,HI,T-21,1.0
709,T21-HI.a,T21-HI,1.0,,HI,T-21,0.0
710,M3-VF.0ab,M3-VF,0.0,,VF,M-3,1.0
711,M3-VF.cd,M3-VF,1.0,,VF,M-3,0.0
712,M3-VF.efg,M3-VF,2.0,,VF,M-3,0.0
713,M3-VF.h,M3-VF,3.0,,VF,M-3,0.0
714,M3-TV.ab,M3-TV,0.0,,TV,M-3,1.0
715,M3-TV.cde,M3-TV,1.0,,TV,M-3,0.0
716,M3-TV.fgh,M3-TV,2.0,,TV,M-3,0.0
717,M3-SA.a,M3-SA,0.0,,SA,M-3,0.0
718,M3-SA.bc,M3-SA,1.0,,SA,M-3,0.0
719,M3-SA.def,M3-SA,2.0,,SA,M-3,1.0
720,M3-HF.0ab,M3-HF,0.0,,HF,M-3,1.0
721,M3-HF.+,M3-HF,1.0,,HF,M-3,0.0
722,M3-IF.0ab,M3-IF,0.0,,IF,M-3,1.0
723,M3-IF.¤,M3-IF,1.0,,IF,M-3,0.0
724,M3-S1.a,M3-S1,0.0,,S1,M-3,1.0
725,M3-S1.b,M3-S1,1.0,,S1,M-3,0.0
726,M3-VR.a,M3-VR,0.0,,VR,M-3,1.0
727,M3-VR.b,M3-VR,1.0,,VR,M-3,0.0
728,M3-RU.0ab,M3-RU,0.0,,RU,M-3,1.0
729,M3-RU.cde,M3-RU,1.0,,RU,M-3,0.0
730,M2-DM.0,M2-DM,0.0,,DM,M-2,1.0
731,M2-DM.a,M2-DM,1.0,,DM,M-2,0.0
732,M2-DM.b,M2-DM,2.0,,DM,M-2,0.0
733,M2-DM.cd,M2-DM,3.0,,DM,M-2,0.0
734,M2-DM.ef,M2-DM,4.0,,DM,M-2,0.0
735,M2-VF.a,M2-VF,0.0,,VF,M-2,1.0
736,M2-VF.bc,M2-VF,1.0,,VF,M-2,0.0
737,M2-HF.0ab,M2-HF,0.0,,HF,M-2,1.0
738,M2-HF.+,M2-HF,1.0,,HF,M-2,0.0
739,M2-BK.0,M2-BK,0.0,,BK,M-2,1.0
740,M2-BK.a,M2-BK,1.0,,BK,M-2,0.0
741,M2-SA.bc,M2-SA,0.0,,SA,M-2,1.0
742,M2-SA.def,M2-SA,1.0,,SA,M-2,0.0
743,M2-S1.a,M2-S1,0.0,,S1,M-2,1.0
744,M2-S1.b,M2-S1,1.0,,S1,M-2,0.0
745,M2-RU.0ab,M2-RU,0.0,,RU,M-2,1.0
746,M2-RU.cde,M2-RU,1.0,,RU,M-2,0.0
747,M2-DD.0,M2-DD,0.0,,DD,M-2,1.0
748,M2-DD.a,M2-DD,1.0,,DD,M-2,0.0
749,T12-TV.cd,T12-TV,0.0,,TV,T-12,1.0
750,T12-TV.ef,T12-TV,1.0,,TV,T-12,0.0
751,T12-TV.gh,T12-TV,2.0,,TV,T-12,0.0
752,T12-TV.ijk,T12-TV,3.0,,TV,T-12,0.0
753,T12-SA.abc,T12-SA,0.0,,SA,T-12,1.0
754,T12-SA.def,T12-SA,1.0,,SA,T-12,0.0
755,T12-HI.0,T12-HI,0.0,,HI,T-12,1.0
756,T12-HI.a,T12-HI,1.0,,HI,T-12,0.0
757,T12-S1.de,T12-S1,0.0,,S1,T-12,1.0
758,T12-S1.hi,T12-S1,1.0,,S1,T-12,0.0
759,T12-VM.0a,T12-VM,0.0,,VM,T-12,1.0
760,T12-VM.b,T12-VM,1.0,,VM,T-12,0.0
761,M8-SA.ab,M8-SA,0.0,,SA,M-8,1.0
762,M8-SA.cdef,M8-SA,1.0,,SA,M-8,0.0
763,M8-IO.0a,M8-IO,0.0,,IO,M-8,1.0
764,M8-IO.b¤,M8-IO,1.0,,IO,M-8,0.0
765,M8-TV.0,M8-TV,0.0,,TV,M-8,1.0
766,M8-TV.ab,M8-TV,1.0,,TV,M-8,0.0
767,M6-KY.0,M6-KY,0.0,,KY,M-6,1.0
768,M6-KY.a,M6-KY,1.0,,KY,M-6,0.0
769,M6-LK.0,M6-LK,0.0,,LK,M-6,1.0
770,M6-LK.+,M6-LK,1.0,,LK,M-6,0.0
771,M6-DM.0,M6-DM,0.0,,DM,M-6,1.0
772,M6-DM.a,M6-DM,1.0,,DM,M-6,0.0
773,T14-VI.abc,T14-VI,0.0,,VI,T-14,1.0
774,T14-VI.¤,T14-VI,1.0,,VI,T-14,0.0
775,T14-KA.abcde,T14-KA,0.0,,KA,T-14,1.0
776,T14-KA.fghi,T14-KA,1.0,,KA,T-14,0.0
777,T11-TV.cdefgh,T11-TV,0.0,,TV,T-11,1.0
778,T11-TV.ijk,T11-TV,1.0,,TV,T-11,0.0
779,T11-S1.de,T11-S1,0.0,,S1,T-11,1.0
780,T11-S1.hi,T11-S1,1.0,,S1,T-11,0.0
781,T36-HS-T36.A,HS-T36,0.0,,HS-T36,T-36,1.0
782,T36-HS-T36.B,HS-T36,1.0,,HS-T36,T-36,0.0
783,T36-HS-T36.C,HS-T36,2.0,,HS-T36,T-36,0.0
784,T36-KA.abcd,T36-KA,0.0,,KA,T-36,1.0
785,T36-KA.efgh,T36-KA,1.0,,KA,T-36,0.0
786,H4-SY.a,H4-SY,0.0,,SY,H-4,1.0
787,H4-SY.b,H4-SY,1.0,,SY,H-4,0.0
788,H4-SY.c,H4-SY,2.0,,SY,H-4,0.0
789,H4-SY.d,H4-SY,3.0,,SY,H-4,0.0
790,H4-SM.abcdef,H4-SM,0.0,,SM,H-4,1.0
791,H4-SM.ghi,H4-SM,1.0,,SM,H-4,0.0
792,H4-SA.abc,H4-SA,0.0,,SA,H-4,1.0
793,H4-SA.def,H4-SA,1.0,,SA,H-4,0.0
794,T26-SV.0,T26-SV,0.0,,SV,T-26,1.0
795,T26-SV.abcd,T26-SV,1.0,,SV,T-26,0.0
796,T26-VM.0a,T26-VM,0.0,,VM,T-26,1.0
797,T26-VM.b,T26-VM,1.0,,VM,T-26,0.0
798,T26-LA.0ab,T26-LA,0.0,,LA,T-26,0.0
799,T26-LA.cdef,T26-LA,1.0,,LA,T-26,1.0
800,T26-S1.cd,T26-S1,0.0,,S1,T-26,1.0
801,T26-S1.efg,T26-S1,1.0,,S1,T-26,0.0
802,T26-S1.hi,T26-S1,2.0,,S1,T-26,0.0
803,T26-KA.cde,T26-KA,0.0,,KA,T-26,1.0
804,T26-KA.fghi,T26-KA,1.0,,KA,T-26,0.0
805,T26-KI.0a,T26-KI,0.0,,KI,T-26,1.0
806,T26-KI.bc,T26-KI,1.0,,KI,T-26,0.0
807,T30-S1.cde,T30-S1,0.0,,S1,T-30,1.0
808,T30-S1.fghi,T30-S1,1.0,,S1,T-30,0.0
809,T30-VF.bc,T30-VF,0.0,,VF,T-30,1.0
810,T30-VF.de,T30-VF,1.0,,VF,T-30,0.0
811,T30-KI.0a,T30-KI,0.0,,KI,T-30,1.0
812,T30-KI.bc,T30-KI,1.0,,KI,T-30,0.0
813,T30-ER.0a,T30-ER,0.0,,ER,T-30,1.0
814,T30-ER.b,T30-ER,1.0,,ER,T-30,0.0
815,T30-KA.bcde,T30-KA,0.0,,KA,T-30,1.0
816,T30-KA.fgh,T30-KA,1.0,,KA,T-30,0.0
817,T30-HI.0,T30-HI,0.0,,HI,T-30,1.0
818,T30-HI.a,T30-HI,1.0,,HI,T-30,0.0
819,T43-KA.cde,T43-KA,0.0,,KA,T-43,1.0
820,T43-KA.fgh,T43-KA,1.0,,KA,T-43,0.0
821,T43-HI.gh,T43-HI,0.0,,HI,T-43,1.0
822,T43-HI.hi,T43-HI,1.0,,HI,T-43,0.0
823,T43-HI.j,T43-HI,2.0,,HI,T-43,0.0
824,T43-VM.0a,T43-VM,0.0,,VM,T-43,1.0
825,T43-VM.b,T43-VM,1.0,,VM,T-43,0.0
826,M7-SA.abc,M7-SA,0.0,,SA,M-7,1.0
827,M7-SA.def,M7-SA,1.0,,SA,M-7,0.0
828,M7-TV.0,M7-TV,0.0,,TV,M-7,1.0
829,M7-TV.ab,M7-TV,1.0,,TV,M-7,0.0
830,M7-S3E.0a,M7-S3E,0.0,,S3E,M-7,1.0
831,M7-S3E.b,M7-S3E,1.0,,S3E,M-7,0.0
832,M7-S3F.bc,M7-S3F,0.0,,S3F,M-7,1.0
833,M7-S3F.¤,M7-S3F,1.0,,S3F,M-7,0.0
834,M10-DL.0,M10-DL,0.0,,DL,M-10,1.0
835,M10-DL.abcd,M10-DL,1.0,,DL,M-10,0.0
836,M10-DL.e+,M10-DL,2.0,,DL,M-10,0.0
837,M10-GS.ab,M10-GS,0.0,,GS,M-10,1.0
838,M10-GS.cd¤,M10-GS,1.0,,GS,M-10,0.0
839,T41-KA.cde,T41-KA,0.0,,KA,T-41,1.0
840,T41-KA.fgh,T41-KA,1.0,,KA,T-41,0.0
841,T41-HI.d,T41-HI,0.0,,HI,T-41,1.0
842,T41-HI.e,T41-HI,1.0,,HI,T-41,0.0
843,T41-SP.0,T41-SP,0.0,,SP,T-41,1.0
844,T41-SP.a,T41-SP,1.0,,SP,T-41,0.0
845,T41-VM.0a,T41-VM,0.0,,VM,T-41,1.0
846,T41-VM.b,T41-VM,1.0,,VM,T-41,0.0
847,V3-TV.cd,V3-TV,0.0,,TV,V-3,1.0
848,V3-TV.ef,V3-TV,1.0,,TV,V-3,0.0
849,V3-TV.gh,V3-TV,2.0,,TV,V-3,0.0
850,V3-TV.ij,V3-TV,3.0,,TV,V-3,0.0
851,V3-TV.k,V3-TV,4.0,,TV,V-3,0.0
852,V3-MF.cd,V3-MF,0.0,,MF,V-3,1.0
853,V3-MF.ef,V3-MF,1.0,,MF,V-3,0.0
854,V3-VI.0,V3-VI,0.0,,VI,V-3,1.0
855,V3-VI.ab,V3-VI,1.0,,VI,V-3,0.0
856,V3-TE.0,V3-TE,0.0,,TE,V-3,1.0
857,V3-TE.¤,V3-TE,1.0,,TE,V-3,0.0
858,T15-KA.cde,T15-KA,0.0,,KA,T-15,1.0
859,T15-KA.fgh,T15-KA,1.0,,KA,T-15,0.0
860,T15-VS.bc,T15-VS,0.0,,VS,T-15,1.0
861,T15-VS.d,T15-VS,1.0,,VS,T-15,0.0
862,T15-HI.0,T15-HI,0.0,,HI,T-15,1.0
863,T15-HI.a,T15-HI,1.0,,HI,T-15,0.0
864,T15-KI.0a,T15-KI,0.0,,KI,T-15,1.0
865,T15-KI.bc,T15-KI,1.0,,KI,T-15,0.0
866,T19-S1.cd,T19-S1,0.0,,S1,T-19,1.0
867,T19-S1.h,T19-S1,1.0,,S1,T-19,0.0
868,T19-KA.bcde,T19-KA,0.0,,KA,T-19,1.0
869,T19-KA.fgh,T19-KA,1.0,,KA,T-19,0.0
870,L4-KA.ab,L4-KA,0.0,,KA,L-4,1.0
871,L4-KA.cde,L4-KA,1.0,,KA,L-4,0.0
872,L4-KA.fghi,L4-KA,2.0,,KA,L-4,0.0
873,L4-S3E.0abcd,L4-S3E,0.0,,S3E,L-4,1.0
874,L4-S3F.0ab,L4-S3F,0.0,,S3F,L-4,1.0
875,L4-S3F.c¤,L4-S3F,1.0,,S3F,L-4,0.0
