pid,_id,minorType_id,mappingScale_id,detail_id,is_implemented
2173,T39-D-2,T39-4,10000,,2
2174,T13-D-8,T13-13,10000,minor_type_scaled_T13-C-13,2
2175,T13-D-8,T13-12,10000,minor_type_scaled_T13-C-12,2
2176,T25-4,T25-4,500,minor_type_T25-4,2
2177,M14-E-2,M14-2,20000,minor_type_M14-2,2
2178,L8-E-8,L8-8,20000,minor_type_L8-8,2
2179,M4-E-37,M4-37,20000,minor_type_M4-37,2
2180,T7-8,T7-8,500,minor_type_T7-8,2
2181,T8-C-2,T8-4,5000,minor_type_scaled_T8-C-2,2
2182,M9-B-2,M9-2,2500,minor_type_M9-2,2
2183,T14-1,T14-1,500,minor_type_T14-1,2
2184,T7-C-11,T7-11,5000,minor_type_scaled_T7-C-11,2
2185,M3-B-16,M3-16,2500,minor_type_M3-16,2
2186,T27-E-2,T27-7,20000,minor_type_scaled_T27-C-4,2
2187,T27-E-2,T27-4,20000,minor_type_scaled_T27-C-3,2
2188,T27-E-2,T27-3,20000,minor_type_scaled_T27-C-7,2
2189,M4-D-8,M4-8,10000,minor_type_M4-8,2
2190,V8-D-1,V8-1,10000,minor_type_scaled_V8-C-1,2
2191,T5-10,T5-10,500,minor_type_T5-10,2
2192,T12-B-3,T12-3,2500,minor_type_scaled_T12-C-2,2
2193,T12-B-3,T12-4,2500,,2
2194,T29-B-8,T29-8,2500,minor_type_scaled_T29-C-5,2
2195,T29-B-8,T29-7,2500,,2
2196,M4-B-39,M4-39,2500,minor_type_M4-39,2
2197,M3-B-18,M3-18,2500,minor_type_M3-18,2
2198,M14-B-2,M14-2,2500,minor_type_M14-2,2
2199,T31-4,T31-4,500,minor_type_T31-4,2
2200,M5-B-25,M5-25,2500,minor_type_M5-25,2
2201,T32-9,T32-9,500,minor_type_T32-9,2
2202,V3-6,V3-6,500,minor_type_V3-6,2
2203,F2-E-5,F2-5,20000,minor_type_F2-5,2
2204,M5-E-26,M5-26,20000,minor_type_M5-26,2
2205,T1-B-5,T1-10,2500,,2
2206,T1-B-5,T1-27,2500,minor_type_scaled_T1-C-5,2
2207,T1-B-5,T1-66,2500,,2
2208,T1-B-5,T1-37,2500,,2
2209,T1-B-5,T1-50,2500,,2
2210,T1-B-5,T1-74,2500,,2
2211,T1-B-5,T1-73,2500,,2
2212,T1-B-5,T1-65,2500,,2
2213,T1-B-5,T1-9,2500,,2
2214,T1-B-5,T1-49,2500,,2
2215,T20-B-1,T20-1,2500,minor_type_scaled_T20-C-1,2
2216,T36-E-2,T36-2,20000,minor_type_scaled_T36-C-2,2
2217,M3-E-11,M3-11,20000,minor_type_M3-11,2
2218,M3-B-8,M3-8,2500,minor_type_M3-8,2
2219,T6-7,T6-7,500,minor_type_T6-7,2
2220,M4-C-27,M4-27,5000,minor_type_M4-27,2
2221,H2-D-6,H2-6,10000,minor_type_H2-6,2
2222,T13-6,T13-6,500,minor_type_T13-6,2
2223,M12-1,M12-1,500,minor_type_M12-1,2
2224,F2-C-8,F2-8,5000,minor_type_F2-8,2
2225,H4-E-3,H4-3,20000,minor_type_H4-3,2
2226,M1-E-17,M1-17,20000,minor_type_M1-17,2
2227,M4-E-25,M4-25,20000,minor_type_M4-25,2
2228,M9-D-9,M9-9,10000,minor_type_M9-9,2
2229,T24-D-1,T24-1,10000,minor_type_scaled_T24-C-1,2
2230,M4-B-1,M4-1,2500,minor_type_M4-1,2
2231,T29-2,T29-2,500,minor_type_T29-2,2
2232,T2-B-3,T2-3,2500,minor_type_scaled_T2-C-3,2
2233,T27-B-2,T27-2,2500,minor_type_scaled_T27-C-2,2
2234,M2-C-3,M2-3,5000,minor_type_M2-3,2
2235,M4-B-27,M4-27,2500,minor_type_M4-27,2
2236,M2-13,M2-13,500,minor_type_M2-13,2
2237,M7-4,M7-4,500,minor_type_M7-4,2
2238,M5-C-22,M5-22,5000,minor_type_M5-22,2
2239,T4-C-17,T4-17,5000,minor_type_T4-17,2
2240,M5-E-23,M5-23,20000,minor_type_M5-23,2
2241,T36-E-3,T36-3,20000,minor_type_scaled_T36-C-3,2
2242,V1-29,V1-29,500,minor_type_V1-29,2
2243,T20-E-1,T20-1,20000,minor_type_scaled_T20-C-1,2
2244,M5-C-3,M5-3,5000,minor_type_M5-3,2
2245,V10-2,V10-2,500,minor_type_V10-2,2
2246,M1-C-7,M1-7,5000,minor_type_M1-7,2
2247,M3-11,M3-11,500,minor_type_M3-11,2
2248,M5-C-25,M5-25,5000,minor_type_M5-25,2
2249,T1-75,T1-75,500,minor_type_T1-75,2
2250,T39-E-3,T39-5,20000,minor_type_scaled_T39-C-3,2
2251,T39-E-3,T39-6,20000,,2
2252,L2-D-1,L2-1,10000,minor_type_L2-1,2
2253,M1-B-11,M1-11,2500,minor_type_M1-11,2
2254,M4-28,M4-28,500,minor_type_M4-28,2
2255,T27-B-1,T27-1,2500,minor_type_scaled_T27-C-1,2
2256,T32-B-2,T32-2,2500,minor_type_scaled_T32-C-2,2
2257,F1-E-1,F1-1,20000,minor_type_F1-1,2
2258,V4-2,V4-2,500,minor_type_V4-2,2
2259,M12-B-4,M12-4,2500,minor_type_M12-4,2
2260,M12-D-4,M12-4,10000,minor_type_M12-4,2
2261,T13-C-9,T13-9,5000,minor_type_scaled_T13-C-9,2
2262,L2-D-5,L2-5,10000,minor_type_L2-5,2
2263,L5-D-4,L5-4,10000,minor_type_L5-4,2
2264,M2-5,M2-5,500,minor_type_M2-5,2
2265,M4-B-38,M4-38,2500,minor_type_M4-38,2
2266,T2-B-5,T2-5,2500,minor_type_scaled_T2-C-5,2
2267,T4-C-5,T4-5,5000,minor_type_T4-5,2
2268,F2-D-11,F2-11,10000,minor_type_F2-11,2
2269,T11-C-2,T11-2,5000,minor_type_scaled_T11-C-2,2
2270,T32-3,T32-3,500,minor_type_T32-3,2
2271,T3-D-1,T3-1,10000,minor_type_scaled_T3-C-1,2
2272,V2-D-2,V2-7,10000,,2
2273,V2-D-2,V2-3,10000,minor_type_scaled_V2-C-2,2
2274,V2-D-2,V2-4,10000,,2
2275,F1-D-1,F1-1,10000,minor_type_F1-1,2
2276,M5-C-21,M5-21,5000,minor_type_M5-21,2
2277,M11-B-4,M11-4,2500,minor_type_M11-4,2
2278,M1-D-15,M1-15,10000,minor_type_M1-15,2
2279,M2-4,M2-4,500,minor_type_M2-4,2
2280,T1-32,T1-32,500,minor_type_T1-32,2
2281,T21-1,T21-1,500,minor_type_T21-1,2
2282,T6-5,T6-5,500,minor_type_T6-5,2
2283,M15-D-1,M15-1,10000,minor_type_M15-1,2
2284,T18-D-3,T18-5,10000,minor_type_scaled_T18-C-3,2
2285,F2-D-14,F2-14,10000,minor_type_F2-14,2
2286,T31-7,T31-7,500,minor_type_T31-7,2
2287,V11-D-1,V11-1,10000,minor_type_scaled_V11-C-1,2
2288,M11-D-4,M11-4,10000,minor_type_M11-4,2
2289,M4-D-20,M4-20,10000,minor_type_M4-20,2
2290,T29-D-2,T29-9,10000,minor_type_scaled_T29-C-3,2
2291,T29-D-2,T29-5,10000,minor_type_scaled_T29-C-4,2
2292,T29-D-2,T29-6,10000,minor_type_scaled_T29-C-6,2
2293,T31-B-12,T31-12,2500,minor_type_scaled_T31-C-12,2
2294,F2-E-7,F2-7,20000,minor_type_F2-7,2
2295,F5-B-1,F5-1,2500,minor_type_F5-1,2
2296,M7-C-2,M7-2,5000,minor_type_M7-2,2
2297,T28-C-1,T28-1,5000,minor_type_scaled_T28-C-1,2
2298,T39-5,T39-5,500,minor_type_T39-5,2
2299,L7-3,L7-3,500,minor_type_L7-3,2
2300,M11-E-7,M11-7,20000,minor_type_M11-7,2
2301,T32-C-14,T32-16,5000,minor_type_scaled_T32-C-14,2
2302,M4-D-24,M4-24,10000,minor_type_M4-24,2
2303,T1-4,T1-4,500,minor_type_T1-4,2
2304,M4-C-2,M4-2,5000,minor_type_M4-2,2
2305,T34-D-3,T34-4,10000,minor_type_scaled_T34-C-3,2
2306,T4-6,T4-6,500,minor_type_T4-6,2
2307,T13-B-5,T13-5,2500,minor_type_scaled_T13-C-5,2
2308,T28-C-3,T28-3,5000,minor_type_scaled_T28-C-3,2
2309,L8-B-6,L8-6,2500,minor_type_L8-6,2
2310,H1-D-4,H1-4,10000,minor_type_H1-4,2
2311,M1-E-23,M1-23,20000,minor_type_M1-23,2
2312,T3-D-2,T3-4,10000,minor_type_scaled_T3-C-4,2
2313,M4-B-43,M4-43,2500,minor_type_M4-43,2
2314,F2-9,F2-9,500,minor_type_F2-9,2
2315,T1-33,T1-33,500,minor_type_T1-33,2
2316,V4-9,V4-9,500,minor_type_V4-9,2
2317,T26-4,T26-4,500,minor_type_T26-4,2
2318,V1-B-7,V1-16,2500,minor_type_scaled_V1-C-4,2
2319,V1-B-7,V1-17,2500,,2
2320,V1-B-7,V1-20,2500,,2
2321,V1-B-7,V1-15,2500,,2
2322,V1-B-7,V1-14,2500,,2
2323,V1-B-7,V1-18,2500,,2
2324,V1-B-7,V1-19,2500,,2
2325,L4-3,L4-3,500,minor_type_L4-3,2
2326,F5-E-4,F5-4,20000,minor_type_F5-4,2
2327,L2-D-9,L2-9,10000,minor_type_L2-9,2
2328,V3-2,V3-2,500,minor_type_V3-2,2
2329,M1-D-3,M1-3,10000,minor_type_M1-3,2
2330,T25-B-3,T25-3,2500,minor_type_scaled_T25-C-2,2
2331,T25-B-3,T25-2,2500,,2
2332,M12-C-7,M12-7,5000,minor_type_M12-7,2
2333,M4-D-39,M4-39,10000,minor_type_M4-39,2
2334,T4-18,T4-18,500,minor_type_T4-18,2
2335,L8-D-3,L8-3,10000,minor_type_L8-3,2
2336,M1-B-16,M1-16,2500,minor_type_M1-16,2
2337,L2-14,L2-14,500,minor_type_L2-14,2
2338,M2-B-18,M2-18,2500,minor_type_M2-18,2
2339,V13-C-1,V13-1,5000,,2
2340,V13-C-1,V13-2,5000,minor_type_scaled_V13-C-1,2
2341,M5-D-5,M5-5,10000,minor_type_M5-5,2
2342,T13-C-1,T13-1,5000,minor_type_scaled_T13-C-1,2
2343,V6-B-4,V6-4,2500,minor_type_scaled_V6-C-4,2
2344,V4-B-3,V4-4,2500,,2
2345,V4-B-3,V4-5,2500,minor_type_scaled_V4-C-3,2
2346,M5-E-22,M5-22,20000,minor_type_M5-22,2
2347,T26-1,T26-1,500,minor_type_T26-1,2
2348,T32-4,T32-4,500,minor_type_T32-4,2
2349,M1-C-19,M1-19,5000,minor_type_M1-19,2
2350,M13-C-4,M13-4,5000,minor_type_M13-4,2
2351,V2-5,V2-5,500,minor_type_V2-5,2
2352,L5-C-4,L5-4,5000,minor_type_L5-4,2
2353,M1-D-4,M1-4,10000,minor_type_M1-4,2
2354,V1-D-3,V1-16,10000,minor_type_scaled_V1-C-4,2
2355,V1-D-3,V1-17,10000,,2
2356,V1-D-3,V1-29,10000,minor_type_scaled_V1-C-8,2
2357,V1-D-3,V1-28,10000,minor_type_scaled_V1-C-9,2
2358,V1-D-3,V1-20,10000,,2
2359,V1-D-3,V1-32,10000,,2
2360,V1-D-3,V1-27,10000,,2
2361,V1-D-3,V1-31,10000,,2
2362,V1-D-3,V1-15,10000,,2
2363,V1-D-3,V1-14,10000,,2
2364,V1-D-3,V1-18,10000,,2
2365,V1-D-3,V1-19,10000,,2
2366,V12-D-2,V12-2,10000,minor_type_scaled_V12-C-2,2
2367,M1-D-6,M1-6,10000,minor_type_M1-6,2
2368,H2-D-2,H2-2,10000,minor_type_H2-2,2
2369,M1-B-10,M1-10,2500,minor_type_M1-10,2
2370,M1-E-9,M1-9,20000,minor_type_M1-9,2
2371,V13-D-4,V13-8,10000,,2
2372,V13-D-4,V13-7,10000,minor_type_scaled_V13-C-4,2
2373,T27-C-3,T27-3,5000,minor_type_scaled_T27-C-3,2
2374,V2-4,V2-4,500,minor_type_V2-4,2
2375,T16-C-1,T16-1,5000,minor_type_scaled_T16-C-1,2
2376,L2-13,L2-13,500,minor_type_L2-13,2
2377,F2-C-12,F2-12,5000,minor_type_F2-12,2
2378,M3-17,M3-17,500,minor_type_M3-17,2
2379,M3-2,M3-2,500,minor_type_M3-2,2
2380,T1-D-10,T1-84,10000,minor_type_scaled_T1-C-10,2
2381,T13-E-7,T13-10,20000,minor_type_scaled_T13-C-10,2
2382,T13-E-7,T13-11,20000,minor_type_scaled_T13-C-11,2
2383,T8-4,T8-4,500,minor_type_T8-4,2
2384,M2-2,M2-2,500,minor_type_M2-2,2
2385,M4-E-2,M4-2,20000,minor_type_M4-2,2
2386,T13-D-4,T13-6,10000,minor_type_scaled_T13-C-6,2
2387,M2-17,M2-17,500,minor_type_M2-17,2
2388,M5-B-8,M5-8,2500,minor_type_M5-8,2
2389,T9-C-1,T9-1,5000,minor_type_scaled_T9-C-1,2
2390,V1-B-11,V1-21,2500,,2
2391,V1-B-11,V1-22,2500,minor_type_scaled_V1-C-5,2
2392,F2-C-6,F2-6,5000,minor_type_F2-6,2
2393,M4-44,M4-44,500,minor_type_M4-44,2
2394,H2-C-8,H2-8,5000,minor_type_H2-8,2
2395,M15-E-1,M15-1,20000,minor_type_M15-1,2
2396,H1-1,H1-1,500,minor_type_H1-1,2
2397,F5-E-2,F5-2,20000,minor_type_F5-2,2
2398,T31-2,T31-2,500,minor_type_T31-2,2
2399,L2-9,L2-9,500,minor_type_L2-9,2
2400,M3-C-9,M3-9,5000,minor_type_M3-9,2
2401,M7-C-4,M7-4,5000,minor_type_M7-4,2
2402,M4-B-9,M4-9,2500,minor_type_M4-9,2
2403,T11-2,T11-2,500,minor_type_T11-2,2
2404,F2-B-7,F2-7,2500,minor_type_F2-7,2
2405,T25-2,T25-2,500,minor_type_T25-2,2
2406,T1-18,T1-18,500,minor_type_T1-18,2
2407,L1-C-3,L1-3,5000,minor_type_L1-3,2
2408,M1-B-13,M1-13,2500,minor_type_M1-13,2
2409,M5-22,M5-22,500,minor_type_M5-22,2
2410,F2-5,F2-5,500,minor_type_F2-5,2
2411,L5-E-2,L5-2,20000,minor_type_L5-2,2
2412,M5-B-22,M5-22,2500,minor_type_M5-22,2
2413,M4-16,M4-16,500,minor_type_M4-16,2
2414,F4-1,F4-1,500,minor_type_F4-1,2
2415,T24-D-2,T24-2,10000,minor_type_scaled_T24-C-1,2
2416,T24-D-2,T24-3,10000,,2
2417,L2-4,L2-4,500,minor_type_L2-4,2
2418,V12-E-2,V12-2,20000,minor_type_scaled_V12-C-2,2
2419,L5-C-3,L5-3,5000,minor_type_L5-3,2
2420,M11-B-6,M11-6,2500,minor_type_M11-6,2
2421,L1-E-6,L1-6,20000,minor_type_L1-6,2
2422,T3-3,T3-3,500,minor_type_T3-3,2
2423,F2-B-4,F2-4,2500,minor_type_F2-4,2
2424,H4-C-3,H4-3,5000,minor_type_H4-3,2
2425,M2-B-3,M2-3,2500,minor_type_M2-3,2
2426,T1-E-2,T1-56,20000,minor_type_scaled_T1-C-7,2
2427,T1-E-2,T1-16,20000,minor_type_scaled_T1-C-11,2
2428,T1-E-2,T1-66,20000,minor_type_scaled_T1-C-5,2
2429,T1-E-2,T1-38,20000,minor_type_scaled_T1-C-12,2
2430,T1-E-2,T1-74,20000,,2
2431,T1-E-2,T1-59,20000,minor_type_scaled_T1-C-6,2
2432,T1-E-2,T1-80,20000,minor_type_scaled_T1-C-8,2
2433,T1-E-2,T1-40,20000,,2
2434,T1-E-2,T1-29,20000,,2
2435,T1-E-2,T1-82,20000,,2
2436,T1-E-2,T1-17,20000,,2
2437,T1-E-2,T1-50,20000,,2
2438,T1-E-2,T1-58,20000,,2
2439,T1-E-2,T1-68,20000,,2
2440,T1-E-2,T1-76,20000,,2
2441,T1-E-2,T1-32,20000,,2
2442,T1-E-2,T1-9,20000,,2
2443,T1-E-2,T1-54,20000,,2
2444,T1-E-2,T1-49,20000,,2
2445,T1-E-2,T1-20,20000,,2
2446,T1-E-2,T1-19,20000,,2
2447,T1-E-2,T1-13,20000,,2
2448,T1-E-2,T1-10,20000,,2
2449,T1-E-2,T1-39,20000,,2
2450,T1-E-2,T1-51,20000,,2
2451,T1-E-2,T1-53,20000,,2
2452,T1-E-2,T1-27,20000,,2
2453,T1-E-2,T1-18,20000,,2
2454,T1-E-2,T1-11,20000,,2
2455,T1-E-2,T1-79,20000,,2
2456,T1-E-2,T1-60,20000,,2
2457,T1-E-2,T1-12,20000,,2
2458,T1-E-2,T1-31,20000,,2
2459,T1-E-2,T1-37,20000,,2
2460,T1-E-2,T1-67,20000,,2
2461,T1-E-2,T1-73,20000,,2
2462,T1-E-2,T1-85,20000,,2
2463,T1-E-2,T1-14,20000,,2
2464,T1-E-2,T1-28,20000,,2
2465,T1-E-2,T1-52,20000,,2
2466,T1-E-2,T1-30,20000,,2
2467,T1-E-2,T1-75,20000,,2
2468,T1-E-2,T1-81,20000,,2
2469,T1-E-2,T1-15,20000,,2
2470,T1-E-2,T1-55,20000,,2
2471,T1-E-2,T1-65,20000,,2
2472,T1-E-2,T1-57,20000,,2
2473,V13-D-2,V13-3,10000,,2
2474,V13-D-2,V13-4,10000,minor_type_scaled_V13-C-2,2
2475,M4-E-12,M4-12,20000,minor_type_M4-12,2
2476,M11-C-4,M11-4,5000,minor_type_M11-4,2
2477,T45-B-1,T45-2,2500,,2
2478,T45-B-1,T45-1,2500,minor_type_scaled_T45-C-1,2
2479,T18-E-1,T18-4-3,20000,,2
2480,T18-E-1,T18-1,20000,minor_type_scaled_T18-C-1,2
2481,T18-E-1,T18-4-2,20000,,2
2482,T18-E-1,T18-3,20000,,2
2483,T18-E-1,T18-4-1,20000,,2
2484,T18-E-1,T18-2,20000,,2
2485,T1-48,T1-48,500,minor_type_T1-48,2
2486,V1-D-2,V1-26,10000,minor_type_scaled_V1-C-7,2
2487,V1-D-2,V1-12,10000,minor_type_scaled_V1-C-3,2
2488,V1-D-2,V1-10,10000,,2
2489,V1-D-2,V1-25,10000,,2
2490,V1-D-2,V1-30,10000,,2
2491,V1-D-2,V1-11,10000,,2
2492,V1-D-2,V1-13,10000,,2
2493,T1-B-1,T1-62,2500,,2
2494,T1-B-1,T1-21,2500,minor_type_scaled_T1-C-1,2
2495,T1-B-1,T1-70,2500,,2
2496,T1-B-1,T1-69,2500,,2
2497,T1-B-1,T1-42,2500,,2
2498,T1-B-1,T1-33,2500,,2
2499,T1-B-1,T1-61,2500,,2
2500,T1-B-1,T1-2,2500,,2
2501,T1-B-1,T1-1,2500,,2
2502,T1-B-1,T1-41,2500,,2
2503,F5-E-3,F5-3,20000,minor_type_F5-3,2
2504,T7-9,T7-9,500,minor_type_T7-9,2
2505,T31-C-8,T31-8,5000,minor_type_scaled_T31-C-8,2
2506,M4-D-6,M4-6,10000,minor_type_M4-6,2
2507,M12-4,M12-4,500,minor_type_M12-4,2
2508,T4-8,T4-8,500,minor_type_T4-8,2
2509,M1-B-23,M1-23,2500,minor_type_M1-23,2
2510,T22-B-1,T22-1,2500,minor_type_scaled_T22-C-1,2
2511,T32-C-6,T32-7,5000,minor_type_scaled_T32-C-5,2
2512,M5-E-28,M5-28,20000,minor_type_M5-28,2
2513,T38-C-1,T38-1,5000,minor_type_scaled_T38-C-1,2
2514,L5-C-1,L5-1,5000,minor_type_L5-1,2
2515,T39-B-4,T39-3,2500,minor_type_scaled_T39-C-2,2
2516,T39-B-4,T39-4,2500,,2
2517,V4-B-1,V4-1,2500,minor_type_scaled_V4-C-1,2
2518,T1-53,T1-53,500,minor_type_T1-53,2
2519,M4-E-28,M4-28,20000,minor_type_M4-28,2
2520,V1-31,V1-31,500,minor_type_V1-31,2
2521,M4-B-3,M4-3,2500,minor_type_M4-3,2
2522,M9-E-9,M9-9,20000,minor_type_M9-9,2
2523,T26-B-1,T26-1,2500,minor_type_scaled_T26-C-1,2
2524,T26-B-1,T26-2,2500,,2
2525,L7-B-2,L7-2,2500,minor_type_L7-2,2
2526,V6-1,V6-1,500,minor_type_V6-1,2
2527,M5-E-24,M5-24,20000,minor_type_M5-24,2
2528,L1-C-5,L1-5,5000,minor_type_L1-5,2
2529,T16-D-2,T16-2,10000,minor_type_scaled_T16-C-2,2
2530,T16-D-2,T16-5,10000,minor_type_scaled_T16-C-5,2
2531,M4-E-39,M4-39,20000,minor_type_M4-39,2
2532,L2-C-6,L2-6,5000,minor_type_L2-6,2
2533,M9-B-9,M9-9,2500,minor_type_M9-9,2
2534,T8-B-4,T8-5,2500,minor_type_scaled_T8-C-3,2
2535,M2-B-7,M2-7,2500,minor_type_M2-7,2
2536,T29-C-4,T29-6,5000,minor_type_scaled_T29-C-4,2
2537,T35-1,T35-1,500,minor_type_T35-1,2
2538,F2-14,F2-14,500,minor_type_F2-14,2
2539,M13-E-4,M13-4,20000,minor_type_M13-4,2
2540,T4-C-4,T4-4,5000,minor_type_T4-4,2
2541,T13-C-12,T13-12,5000,minor_type_scaled_T13-C-12,2
2542,V6-C-4,V6-4,5000,minor_type_scaled_V6-C-4,2
2543,M1-E-15,M1-15,20000,minor_type_M1-15,2
2544,L2-B-19,L2-19,2500,minor_type_L2-19,2
2545,H2-E-3,H2-3,20000,minor_type_H2-3,2
2546,T1-B-7,T1-14,2500,minor_type_scaled_T1-C-7,2
2547,T1-B-7,T1-13,2500,,2
2548,T1-B-7,T1-39,2500,,2
2549,T1-B-7,T1-53,2500,,2
2550,T1-B-7,T1-17,2500,,2
2551,T1-B-7,T1-18,2500,,2
2552,T1-B-7,T1-30,2500,,2
2553,T1-B-7,T1-58,2500,,2
2554,T1-B-7,T1-54,2500,,2
2555,T1-B-7,T1-68,2500,,2
2556,T1-B-7,T1-76,2500,,2
2557,T1-B-7,T1-67,2500,,2
2558,T1-B-7,T1-75,2500,,2
2559,T1-B-7,T1-57,2500,,2
2560,M3-E-16,M3-16,20000,minor_type_M3-16,2
2561,T18-B-5,T18-5,2500,minor_type_scaled_T18-C-3,2
2562,M2-D-18,M2-18,10000,minor_type_M2-18,2
2563,M2-E-16,M2-16,20000,minor_type_M2-16,2
2564,V1-C-7,V1-30,5000,minor_type_scaled_V1-C-7,2
2565,V1-C-7,V1-25,5000,,2
2566,V1-C-7,V1-26,5000,,2
2567,T35-E-1,T35-1,20000,minor_type_scaled_T35-C-1,2
2568,L4-1,L4-1,500,minor_type_L4-1,2
2569,T1-50,T1-50,500,minor_type_T1-50,2
2570,T34-B-2,T34-3,2500,minor_type_scaled_T34-C-2,2
2571,T34-B-2,T34-11,2500,,2
2572,T34-B-2,T34-2,2500,,2
2573,T34-B-2,T34-1,2500,,2
2574,T27-2,T27-2,500,minor_type_T27-2,2
2575,V1-3,V1-3,500,minor_type_V1-3,2
2576,L2-E-15,L2-15,20000,minor_type_L2-15,2
2577,T13-B-15,T13-15,2500,minor_type_scaled_T13-C-15,2
2578,L8-B-5,L8-5,2500,minor_type_L8-5,2
2579,T16-C-2,T16-2,5000,minor_type_scaled_T16-C-2,2
2580,T31-B-3,T31-3,2500,minor_type_scaled_T31-C-3,2
2581,V13-C-2,V13-3,5000,,2
2582,V13-C-2,V13-4,5000,minor_type_scaled_V13-C-2,2
2583,M4-C-36,M4-36,5000,minor_type_M4-36,2
2584,V13-C-4,V13-8,5000,,2
2585,V13-C-4,V13-7,5000,minor_type_scaled_V13-C-4,2
2586,M9-C-4,M9-4,5000,minor_type_M9-4,2
2587,M2-9,M2-9,500,minor_type_M2-9,2
2588,F2-C-20,F2-20,5000,minor_type_F2-20,2
2589,T10-B-2,T10-2,2500,minor_type_scaled_T10-C-1,2
2590,T10-B-2,T10-1,2500,,2
2591,L2-E-17,L2-17,20000,minor_type_L2-17,2
2592,V2-B-3,V2-7,2500,,2
2593,V2-B-3,V2-3,2500,minor_type_scaled_V2-C-2,2
2594,V2-B-3,V2-4,2500,,2
2595,V1-27,V1-27,500,minor_type_V1-27,2
2596,T26-B-4,T26-4,2500,,2
2597,T26-B-4,T26-3,2500,minor_type_scaled_T26-C-2,2
2598,T32-D-6,T32-10,10000,minor_type_scaled_T32-C-16,2
2599,T32-D-6,T32-20,10000,minor_type_scaled_T32-C-18,2
2600,T32-D-6,T32-21,10000,minor_type_scaled_T32-C-8,2
2601,T32-D-6,T32-12,10000,minor_type_scaled_T32-C-19,2
2602,T32-D-6,T32-18,10000,minor_type_scaled_T32-C-10,2
2603,V9-E-1,V9-1,20000,minor_type_scaled_V9-C-1,2
2604,T1-C-3,T1-63,5000,,2
2605,T1-C-3,T1-71,5000,minor_type_scaled_T1-C-3,2
2606,T1-C-3,T1-64,5000,,2
2607,T1-C-3,T1-45,5000,,2
2608,T1-C-3,T1-6,5000,,2
2609,T1-C-3,T1-46,5000,,2
2610,T1-C-3,T1-5,5000,,2
2611,T1-C-3,T1-24,5000,,2
2612,T1-C-3,T1-35,5000,,2
2613,T1-C-3,T1-72,5000,,2
2614,T4-B-18,T4-18,2500,minor_type_T4-18,2
2615,T12-B-5,T21-5,2500,minor_type_scaled_T21-C-3,2
2616,T12-B-5,T21-6,2500,,2
2617,T15-2,T15-2,500,minor_type_T15-2,2
2618,M2-E-18,M2-18,20000,minor_type_M2-18,2
2619,M5-20,M5-20,500,minor_type_M5-20,2
2620,T13-E-5,T13-7,20000,minor_type_scaled_T13-C-7,2
2621,T13-E-5,T13-8,20000,minor_type_scaled_T13-C-8,2
2622,M10-C-3,M10-3,5000,minor_type_M10-3,2
2623,M5-E-27,M5-27,20000,minor_type_M5-27,2
2624,L7-1,L7-1,500,minor_type_L7-1,2
2625,T17-E-2,T17-3,20000,,2
2626,T17-E-2,T17-2,20000,minor_type_scaled_T17-C-2,2
2627,M2-B-20,M2-20,2500,minor_type_M2-20,2
2628,L2-10,L2-10,500,minor_type_L2-10,2
2629,F2-D-20,F2-20,10000,minor_type_F2-20,2
2630,L2-D-7,L2-7,10000,minor_type_L2-7,2
2631,T25-C-3,T25-4,5000,minor_type_scaled_T25-C-3,2
2632,V10-B-1,V10-1,2500,minor_type_scaled_V10-C-1,2
2633,T5-D-6,T5-9,10000,minor_type_scaled_T5-C-6,2
2634,L1-C-2,L1-2,5000,minor_type_L1-2,2
2635,M4-B-26,M4-26,2500,minor_type_M4-26,2
2636,M4-C-26,M4-26,5000,minor_type_M4-26,2
2637,T1-72,T1-72,500,minor_type_T1-72,2
2638,V2-3,V2-3,500,minor_type_V2-3,2
2639,V5-E-1,V5-1,20000,minor_type_scaled_V5-C-1,2
2640,T24-2,T24-2,500,minor_type_T24-2,2
2641,M5-35,M5-35,500,minor_type_M5-35,2
2642,T32-C-12,T32-14,5000,minor_type_scaled_T32-C-12,2
2643,T33-D-1,T33-2,10000,minor_type_scaled_T33-C-2,2
2644,T33-D-1,T33-1,10000,minor_type_scaled_T33-C-1,2
2645,L2-E-5,L2-5,20000,minor_type_L2-5,2
2646,F2-C-3,F2-3,5000,minor_type_F2-3,2
2647,M12-C-4,M12-4,5000,minor_type_M12-4,2
2648,M4-D-16,M4-16,10000,minor_type_M4-16,2
2649,M5-23,M5-23,500,minor_type_M5-23,2
2650,T35-B-4,T35-4,2500,minor_type_scaled_T35-C-3,2
2651,T4-3,T4-3,500,minor_type_T4-3,2
2652,L1-D-2,L1-2,10000,minor_type_L1-2,2
2653,T1-B-12,T1-14,2500,minor_type_scaled_T1-C-7,2
2654,T1-B-12,T1-13,2500,,2
2655,T1-B-12,T1-39,2500,,2
2656,T1-B-12,T1-53,2500,,2
2657,T1-B-12,T1-17,2500,,2
2658,T1-B-12,T1-18,2500,,2
2659,T1-B-12,T1-30,2500,,2
2660,T1-B-12,T1-54,2500,,2
2661,T1-B-12,T1-68,2500,,2
2662,T1-B-12,T1-76,2500,,2
2663,T1-B-12,T1-67,2500,,2
2664,T1-B-12,T1-75,2500,,2
2665,T1-B-12,T1-57,2500,,2
2666,V1-B-14,V1-30,2500,minor_type_scaled_V1-C-7,2
