pid,_id,minorType_id,mappingScale_id,detail_id,is_implemented
1211,V7-E-2,V7-2,20000,minor_type_scaled_V7-C-2,2
1212,M5-C-12,M5-12,5000,minor_type_M5-12,2
1213,V10-B-3,V10-3,2500,minor_type_scaled_V10-C-3,2
1214,H1-D-3,H1-3,10000,minor_type_H1-3,2
1215,M3-5,M3-5,500,minor_type_M3-5,2
1216,T1-59,T1-59,500,minor_type_T1-59,2
1217,T13-C-6,T13-6,5000,minor_type_scaled_T13-C-6,2
1218,T22-D-2,T22-3,10000,minor_type_scaled_T22-C-3,2
1219,T22-D-2,T22-4,10000,minor_type_scaled_T22-C-4,2
1220,M3-C-19,M3-19,5000,minor_type_M3-19,2
1221,L2-B-13,L2-13,2500,minor_type_L2-13,2
1222,L4-D-2,L4-2,10000,minor_type_L4-2,2
1223,M1-22,M1-22,500,minor_type_M1-22,2
1224,M3-C-16,M3-16,5000,minor_type_M3-16,2
1225,M4-B-14,M4-14,2500,minor_type_M4-14,2
1226,M5-27,M5-27,500,minor_type_M5-27,2
1227,M5-E-29,M5-29,20000,minor_type_M5-29,2
1228,V10-B-2,V10-2,2500,minor_type_scaled_V10-C-2,2
1229,T35-2,T35-2,500,minor_type_T35-2,2
1230,V6-D-2,V6-4,10000,minor_type_scaled_V6-C-4,2
1231,V6-D-2,V6-2,10000,minor_type_scaled_V6-C-2,2
1232,V6-D-2,V6-8,10000,minor_type_scaled_V6-C-8,2
1233,M4-C-20,M4-20,5000,minor_type_M4-20,2
1234,M11-B-2,M11-2,2500,minor_type_M11-2,2
1235,T7-4,T7-4,500,minor_type_T7-4,2
1236,M3-C-13,M3-13,5000,minor_type_M3-13,2
1237,V11-1,V11-1,500,minor_type_V11-1,2
1238,M3-E-3,M3-3,20000,minor_type_M3-3,2
1239,M5-5,M5-5,500,minor_type_M5-5,2
1240,T1-26,T1-26,500,minor_type_T1-26,2
1241,T39-7,T39-7,500,minor_type_T39-7,2
1242,M2-B-6,M2-6,2500,minor_type_M2-6,2
1243,T3-B-13,T3-13,2500,minor_type_scaled_T3-C-13,2
1244,M1-3,M1-3,500,minor_type_M1-3,2
1245,T1-71,T1-71,500,minor_type_T1-71,2
1246,V3-5,V3-5,500,minor_type_V3-5,2
1247,M10-C-5,M10-5,5000,minor_type_M10-5,2
1248,T5-7,T5-7,500,minor_type_T5-7,2
1249,V10-3,V10-3,500,minor_type_V10-3,2
1250,T1-37,T1-37,500,minor_type_T1-37,2
1251,M12-E-1,M12-1,20000,minor_type_M12-1,2
1252,M4-33,M4-33,500,minor_type_M4-33,2
1253,T1-85,T1-85,500,minor_type_T1-85,2
1254,M5-1,M5-1,500,minor_type_M5-1,2
1255,T1-1,T1-1,500,minor_type_T1-1,2
1256,T5-3,T5-3,500,minor_type_T5-3,2
1257,M5-D-17,M5-17,10000,minor_type_M5-17,2
1258,M3-C-2,M3-2,5000,minor_type_M3-2,2
1259,T34-1,T34-1,500,minor_type_T34-1,2
1260,V6-E-1,V6-3,20000,minor_type_scaled_V6-C-1,2
1261,V6-E-1,V6-1,20000,minor_type_scaled_V6-C-3,2
1262,V6-E-1,V6-7,20000,minor_type_scaled_V6-C-7,2
1263,M13-D-3,M13-3,10000,minor_type_M13-3,2
1264,T1-D-9,T1-83,10000,minor_type_scaled_T1-C-9,2
1265,M5-25,M5-25,500,minor_type_M5-25,2
1266,F5-D-1,F5-1,10000,minor_type_F5-1,2
1267,M13-D-4,M13-4,10000,minor_type_M13-4,2
1268,T5-5,T5-5,500,minor_type_T5-5,2
1269,V6-B-3,V6-3,2500,minor_type_scaled_V6-C-3,2
1270,M4-35,M4-35,500,minor_type_M4-35,2
1271,V7-C-1,V7-1,5000,minor_type_scaled_V7-C-1,2
1272,M4-C-16,M4-16,5000,minor_type_M4-16,2
1273,T15-C-2,T15-2,5000,minor_type_scaled_T15-C-2,2
1274,M9-E-1,M9-1,20000,minor_type_M9-1,2
1275,T34-B-11,T34-3,2500,minor_type_scaled_T34-C-2,2
1276,T34-B-11,T34-11,2500,,2
1277,T34-B-11,T34-2,2500,,2
1278,T34-B-11,T34-1,2500,,2
1279,M2-E-13,M2-13,20000,minor_type_M2-13,2
1280,T45-C-1,T45-2,5000,,2
1281,T45-C-1,T45-1,5000,minor_type_scaled_T45-C-1,2
1282,M4-D-28,M4-28,10000,minor_type_M4-28,2
1283,T32-2,T32-2,500,minor_type_T32-2,2
1284,M12-D-7,M12-7,10000,minor_type_M12-7,2
1285,T3-E-4,T3-3,20000,minor_type_scaled_T3-C-3,2
1286,T3-E-4,T3-2,20000,minor_type_scaled_T3-C-2,2
1287,M5-E-30,M5-30,20000,minor_type_M5-30,2
1288,T30-C-4,T30-7,5000,minor_type_scaled_T30-C-4,2
1289,L1-C-4,L1-4,5000,minor_type_L1-4,2
1290,M11-E-4,M11-4,20000,minor_type_M11-4,2
1291,T25-3,T25-3,500,minor_type_T25-3,2
1292,T26-B-3,T26-4,2500,,2
1293,T26-B-3,T26-3,2500,minor_type_scaled_T26-C-2,2
1294,T45-2,T45-2,500,minor_type_T45-2,2
1295,M2-D-13,M2-13,10000,minor_type_M2-13,2
1296,T32-B-18,T32-18,2500,minor_type_scaled_T32-C-16,2
1297,M5-C-7,M5-7,5000,minor_type_M5-7,2
1298,T4-C-9,T4-9,5000,minor_type_T4-9,2
1299,M10-3,M10-3,500,minor_type_M10-3,2
1300,T41-C-1,T41-1,5000,minor_type_scaled_T41-C-1,2
1301,M12-B-3,M12-3,2500,minor_type_M12-3,2
1302,T1-8,T1-8,500,minor_type_T1-8,2
1303,L2-D-16,L2-16,10000,minor_type_L2-16,2
1304,M11-D-6,M11-6,10000,minor_type_M11-6,2
1305,M4-C-9,M4-9,5000,minor_type_M4-9,2
1306,M9-D-8,M9-8,10000,minor_type_M9-8,2
1307,T16-3,T16-3,500,minor_type_T16-3,2
1308,T34-C-1,T34-1,5000,minor_type_scaled_T34-C-1,2
1309,T44-C-1,T44-1,5000,minor_type_scaled_T44-C-1,2
1310,T1-55,T1-55,500,minor_type_T1-55,2
1311,M4-C-4,M4-4,5000,minor_type_M4-4,2
1312,M14-D-3,M14-3,10000,minor_type_M14-3,2
1313,M3-D-17,M3-17,10000,minor_type_M3-17,2
1314,M5-E-14,M5-14,20000,minor_type_M5-14,2
1315,L1-D-1,L1-1,10000,minor_type_L1-1,2
1316,T36-C-3,T36-3,5000,minor_type_scaled_T36-C-3,2
1317,T32-C-9,T32-11,5000,minor_type_scaled_T32-C-9,2
1318,L8-4,L8-4,500,minor_type_L8-4,2
1319,M12-E-4,M12-4,20000,minor_type_M12-4,2
1320,M4-B-6,M4-6,2500,minor_type_M4-6,2
1321,M3-E-18,M3-18,20000,minor_type_M3-18,2
1322,T1-25,T1-25,500,minor_type_T1-25,2
1323,T33-E-1,T33-2,20000,minor_type_scaled_T33-C-2,2
1324,T33-E-1,T33-1,20000,minor_type_scaled_T33-C-1,2
1325,T1-C-10,T1-84,5000,minor_type_scaled_T1-C-10,2
1326,M5-D-11,M5-11,10000,minor_type_M5-11,2
1327,M1-2,M1-2,500,minor_type_M1-2,2
1328,M3-C-11,M3-11,5000,minor_type_M3-11,2
1329,V2-E-2,V2-7,20000,,2
1330,V2-E-2,V2-3,20000,minor_type_scaled_V2-C-2,2
1331,V2-E-2,V2-4,20000,,2
1332,T1-D-5,T1-10,10000,,2
1333,T1-D-5,T1-27,10000,minor_type_scaled_T1-C-5,2
1334,T1-D-5,T1-66,10000,,2
1335,T1-D-5,T1-37,10000,,2
1336,T1-D-5,T1-50,10000,,2
1337,T1-D-5,T1-74,10000,,2
1338,T1-D-5,T1-73,10000,,2
1339,T1-D-5,T1-65,10000,,2
1340,T1-D-5,T1-9,10000,,2
1341,T1-D-5,T1-49,10000,,2
1342,M5-B-34,M5-34,2500,minor_type_M5-34,2
1343,L4-D-3,L4-3,10000,minor_type_L4-3,2
1344,M14-B-1,M14-1,2500,minor_type_M14-1,2
1345,M1-B-3,M1-3,2500,minor_type_M1-3,2
1346,F2-D-3,F2-3,10000,minor_type_F2-3,2
1347,V4-C-5,V4-9,5000,,2
1348,V4-C-5,V4-8,5000,minor_type_scaled_V4-C-5,2
1349,V4-E-1,V4-1,20000,minor_type_scaled_V4-C-1,2
1350,V4-E-1,V4-3,20000,,2
1351,V4-E-1,V4-2,20000,minor_type_scaled_V4-C-2,2
1352,F2-15,F2-15,500,minor_type_F2-15,2
1353,T2-1,T2-1,500,minor_type_T2-1,2
1354,M4-D-21,M4-21,10000,minor_type_M4-21,2
1355,M2-B-5,M2-5,2500,minor_type_M2-5,2
1356,T12-B-2,T12-1,2500,,2
1357,T12-B-2,T12-2,2500,minor_type_scaled_T12-C-1,2
1358,M1-9,M1-9,500,minor_type_M1-9,2
1359,M4-14,M4-14,500,minor_type_M4-14,2
1360,T13-C-3,T13-3,5000,minor_type_scaled_T13-C-3,2
1361,H2-B-2,H2-2,2500,minor_type_H2-2,2
1362,T-C-11,T1-81,5000,minor_type_scaled_T1-C-11,2
1363,M9-E-2,M9-2,20000,minor_type_M9-2,2
1364,T17-B-1,T17-1,2500,minor_type_scaled_T17-C-1,2
1365,M4-B-42,M4-42,2500,minor_type_M4-42,2
1366,T2-D-3,T2-6,10000,minor_type_scaled_T2-C-6,2
1367,T2-D-3,T2-5,10000,minor_type_scaled_T2-C-5,2
1368,M5-B-31,M5-31,2500,minor_type_M5-31,2
1369,T30-7,T30-7,500,minor_type_T30-7,2
1370,T28-D-1,T28-1,10000,minor_type_scaled_T28-C-1,2
1371,M4-E-9,M4-9,20000,minor_type_M4-9,2
1372,T28-D-2,T28-2,10000,minor_type_scaled_T28-C-2,2
1373,F2-D-7,F2-7,10000,minor_type_F2-7,2
1374,T24-3,T24-3,500,minor_type_T24-3,2
1375,T39-8,T39-8,500,minor_type_T39-8,2
1376,L8-C-2,L8-2,5000,minor_type_L8-2,2
1377,M7-2,M7-2,500,minor_type_M7-2,2
1378,T32-C-1,T32-1,5000,minor_type_scaled_T32-C-1,2
1379,V6-E-3,V6-6,20000,minor_type_scaled_V6-C-5,2
1380,V6-E-3,V6-9,20000,minor_type_scaled_V6-C-9,2
1381,V6-E-3,V6-5,20000,minor_type_scaled_V6-C-6,2
1382,M4-C-43,M4-43,5000,minor_type_M4-43,2
1383,T30-5,T30-5,500,minor_type_T30-5,2
1384,T1-12,T1-12,500,minor_type_T1-12,2
1385,V1-18,V1-18,500,minor_type_V1-18,2
1386,L1-B-5,L1-5,2500,minor_type_L1-5,2
1387,F1-C-5,F1-5,5000,minor_type_F1-5,2
1388,M4-D-27,M4-27,10000,minor_type_M4-27,2
1389,H4-E-4,H4-4,20000,minor_type_H4-4,2
1390,L2-B-1,L2-1,2500,minor_type_L2-1,2
1391,T7-E-5,T7-14,20000,minor_type_scaled_T7-C-8,2
1392,T7-E-5,T7-8,20000,minor_type_scaled_T7-C-14,2
1393,T7-E-5,T7-9,20000,minor_type_scaled_T7-C-9,2
1394,T32-C-5,T32-6,5000,minor_type_scaled_T32-C-5,2
1395,H1-B-2,H1-2,2500,minor_type_H1-2,2
1396,M5-E-34,M5-34,20000,minor_type_M5-34,2
1397,M4-D-22,M4-22,10000,minor_type_M4-22,2
1398,M1-D-19,M1-19,10000,minor_type_M1-19,2
1399,V13-E-2,V13-3,20000,,2
1400,V13-E-2,V13-4,20000,minor_type_scaled_V13-C-2,2
1401,L8-E-7,L8-7,20000,minor_type_L8-7,2
1402,F5-C-3,F5-3,5000,minor_type_F5-3,2
1403,T26-C-2,T26-4,5000,,2
1404,T26-C-2,T26-3,5000,minor_type_scaled_T26-C-2,2
1405,M2-E-5,M2-5,20000,minor_type_M2-5,2
1406,T7-B-9,T7-9,2500,minor_type_scaled_T7-C-9,2
1407,T7-C-12,T7-12,5000,minor_type_scaled_T7-C-12,2
1408,T1-16,T1-16,500,minor_type_T1-16,2
1409,T40-D-1,T40-1,10000,minor_type_scaled_T40-C-1,2
1410,M11-E-2,M11-2,20000,minor_type_M11-2,2
1411,F2-E-13,F2-13,20000,minor_type_F2-13,2
1412,M4-C-30,M4-30,5000,minor_type_M4-30,2
1413,T32-7,T32-7,500,minor_type_T32-7,2
1414,T5-6,T5-6,500,minor_type_T5-6,2
1415,T3-C-3,T3-3,5000,minor_type_scaled_T3-C-3,2
1416,T17-B-4,T17-4,2500,minor_type_scaled_T17-C-3,2
1417,H1-3,H1-3,500,minor_type_H1-3,2
1418,M5-3,M5-3,500,minor_type_M5-3,2
1419,L2-B-14,L2-14,2500,minor_type_L2-14,2
1420,H2-C-3,H2-3,5000,minor_type_H2-3,2
1421,T2-E-2,T2-3,20000,minor_type_scaled_T2-C-3,2
1422,T2-E-2,T2-4,20000,minor_type_scaled_T2-C-4,2
1423,M2-D-1,M2-1,10000,minor_type_M2-1,2
1424,H2-7,H2-7,500,minor_type_H2-7,2
1425,T1-49,T1-49,500,minor_type_T1-49,2
1426,M13-E-1,M13-1,20000,minor_type_M13-1,2
1427,M5-2,M5-2,500,minor_type_M5-2,2
1428,T1-20,T1-20,500,minor_type_T1-20,2
1429,T37-D-1,T37-1,10000,minor_type_scaled_T37-C-1,2
1430,V2-B-4,V2-7,2500,,2
1431,V2-B-4,V2-3,2500,minor_type_scaled_V2-C-2,2
1432,V2-B-4,V2-4,2500,,2
1433,T17-D-2,T17-3,10000,,2
1434,T17-D-2,T17-2,10000,minor_type_scaled_T17-C-2,2
1435,T36-D-2,T36-2,10000,minor_type_scaled_T36-C-2,2
1436,V7-B-2,V7-2,2500,minor_type_scaled_V7-C-2,2
1437,M1-C-23,M1-23,5000,minor_type_M1-23,2
1438,T13-16,T13-16,500,minor_type_T13-16,2
1439,T12-C-3,T21-5,5000,minor_type_scaled_T21-C-3,2
1440,T12-C-3,T21-6,5000,,2
1441,L5-E-1,L5-1,20000,minor_type_L5-1,2
1442,M1-21,M1-21,500,minor_type_M1-21,2
1443,T27-E-3,T27-5,20000,minor_type_scaled_T27-C-5,2
1444,T1-47,T1-47,500,minor_type_T1-47,2
1445,L6-B-1,L6-1,2500,minor_type_L6-1,2
1446,M4-B-31,M4-31,2500,minor_type_M4-31,2
1447,M12-D-5,M12-5,10000,minor_type_M12-5,2
1448,M5-C-11,M5-11,5000,minor_type_M5-11,2
1449,T13-B-3,T13-3,2500,minor_type_scaled_T13-C-3,2
1450,T21-C-4,T21-8,5000,minor_type_scaled_T21-C-4,2
1451,T17-D-3,T17-4,10000,minor_type_scaled_T17-C-3,2
1452,T31-B-9,T31-9,2500,minor_type_scaled_T31-C-9,2
1453,T2-E-4,T2-7,20000,minor_type_scaled_T2-C-7,2
1454,T2-E-4,T2-8,20000,minor_type_scaled_T2-C-8,2
1455,M1-B-4,M1-4,2500,minor_type_M1-4,2
1456,T1-C-8,T1-19,5000,,2
1457,T1-C-8,T1-56,5000,minor_type_scaled_T1-C-8,2
1458,T1-C-8,T1-16,5000,,2
1459,T1-C-8,T1-60,5000,,2
1460,T1-C-8,T1-15,5000,,2
1461,T1-C-8,T1-32,5000,,2
1462,T1-C-8,T1-55,5000,,2
1463,T1-C-8,T1-31,5000,,2
1464,T1-C-8,T1-59,5000,,2
1465,T1-C-8,T1-40,5000,,2
1466,T1-C-8,T1-20,5000,,2
1467,T5-C-2,T5-3,5000,minor_type_scaled_T5-C-2,2
1468,T5-C-2,T5-5,5000,,2
1469,H2-E-7,H2-7,20000,minor_type_H2-7,2
1470,M4-C-31,M4-31,5000,minor_type_M4-31,2
1471,L2-D-10,L2-10,10000,minor_type_L2-10,2
1472,M7-C-1,M7-1,5000,minor_type_M7-1,2
1473,T30-D-1,T30-7,10000,minor_type_scaled_T30-C-3,2
1474,T30-D-1,T30-4,10000,minor_type_scaled_T30-C-1,2
1475,T30-D-1,T30-6,10000,minor_type_scaled_T30-C-2,2
1476,T30-D-1,T30-5,10000,,2
1477,T30-D-1,T30-3,10000,minor_type_scaled_T30-C-4,2
1478,T30-D-1,T30-1,10000,,2
1479,T30-D-1,T30-2,10000,,2
1480,M4-C-1,M4-1,5000,minor_type_M4-1,2
1481,T7-C-6,T7-6,5000,minor_type_scaled_T7-C-6,2
1482,V2-B-6,V2-6,2500,,2
1483,V2-B-6,V2-5,2500,minor_type_scaled_V2-C-3,2
1484,V2-B-6,V2-8,2500,,2
1485,M4-C-33,M4-33,5000,minor_type_M4-33,2
1486,M11-B-1,M11-1,2500,minor_type_M11-1,2
1487,M1-13,M1-13,500,minor_type_M1-13,2
1488,T1-58,T1-58,500,minor_type_T1-58,2
1489,T36-D-3,T36-3,10000,minor_type_scaled_T36-C-3,2
1490,M4-B-30,M4-30,2500,minor_type_M4-30,2
1491,M4-B-12,M4-12,2500,minor_type_M4-12,2
1492,M1-E-28,M1-28,20000,minor_type_M1-28,2
1493,T45-4,T45-4,500,minor_type_T45-4,2
1494,M1-D-16,M1-16,10000,minor_type_M1-16,2
1495,T20-C-1,T20-1,5000,minor_type_scaled_T20-C-1,2
1496,V6-C-1,V6-1,5000,minor_type_scaled_V6-C-1,2
1497,L6-E-2,L6-2,20000,minor_type_L6-2,2
1498,M6-D-2,M6-2,10000,minor_type_M6-2,2
1499,T41-E-1,T41-1,20000,minor_type_scaled_T41-C-1,2
1500,F1-D-5,F1-5,10000,minor_type_F1-5,2
1501,M4-C-8,M4-8,5000,minor_type_M4-8,2
1502,V12-C-1,V12-1,5000,minor_type_scaled_V12-C-1,2
1503,M5-C-29,M5-29,5000,minor_type_M5-29,2
1504,T1-E-1,T1-3,20000,minor_type_scaled_T1-C-2,2
1505,T1-E-1,T1-78,20000,minor_type_scaled_T1-C-9,2
1506,T1-E-1,T1-34,20000,minor_type_scaled_T1-C-10,2
1507,T1-E-1,T1-69,20000,minor_type_scaled_T1-C-4,2
1508,T1-E-1,T1-33,20000,minor_type_scaled_T1-C-3,2
1509,T1-E-1,T1-83,20000,,2
1510,T1-E-1,T1-36,20000,minor_type_scaled_T1-C-1,2
1511,T1-E-1,T1-25,20000,,2
1512,T1-E-1,T1-2,20000,,2
1513,T1-E-1,T1-72,20000,,2
1514,T1-E-1,T1-41,20000,,2
1515,T1-E-1,T1-63,20000,,2
1516,T1-E-1,T1-48,20000,,2
1517,T1-E-1,T1-21,20000,,2
1518,T1-E-1,T1-70,20000,,2
1519,T1-E-1,T1-84,20000,,2
1520,T1-E-1,T1-22,20000,,2
1521,T1-E-1,T1-43,20000,,2
1522,T1-E-1,T1-77,20000,,2
1523,T1-E-1,T1-26,20000,,2
1524,T1-E-1,T1-71,20000,,2
1525,T1-E-1,T1-44,20000,,2
1526,T1-E-1,T1-45,20000,,2
1527,T1-E-1,T1-46,20000,,2
1528,T1-E-1,T1-5,20000,,2
1529,T1-E-1,T1-7,20000,,2
1530,T1-E-1,T1-47,20000,,2
1531,T1-E-1,T1-1,20000,,2
1532,T1-E-1,T1-8,20000,,2
1533,T1-E-1,T1-62,20000,,2
1534,T1-E-1,T1-4,20000,,2
1535,T1-E-1,T1-64,20000,,2
1536,T1-E-1,T1-23,20000,,2
1537,T1-E-1,T1-6,20000,,2
1538,T1-E-1,T1-42,20000,,2
1539,T1-E-1,T1-24,20000,,2
1540,T1-E-1,T1-35,20000,,2
1541,T1-E-1,T1-61,20000,,2
1542,L1-7,L1-7,500,minor_type_L1-7,2
1543,M1-24,M1-24,500,minor_type_M1-24,2
1544,T1-14,T1-14,500,minor_type_T1-14,2
1545,F1-E-6,F1-6,20000,minor_type_F1-6,2
1546,M9-E-5,M9-5,20000,minor_type_M9-5,2
1547,L1-D-7,L1-7,10000,minor_type_L1-7,2
1548,T38-D-1,T38-1,10000,minor_type_scaled_T38-C-1,2
1549,M5-E-12,M5-12,20000,minor_type_M5-12,2
1550,T13-8,T13-8,500,minor_type_T13-8,2
1551,M3-E-14,M3-14,20000,minor_type_M3-14,2
1552,T29-C-1,T29-10,5000,,2
1553,T29-C-1,T29-2,5000,minor_type_scaled_T29-C-2,2
1554,T29-C-1,T29-3,5000,minor_type_scaled_T29-C-1,2
1555,T29-C-1,T29-4,5000,,2
1556,T29-C-1,T29-1,5000,,2
1557,M5-C-2,M5-2,5000,minor_type_M5-2,2
1558,F2-E-21,F2-21,20000,minor_type_F2-21,2
1559,T1-51,T1-51,500,minor_type_T1-51,2
1560,M5-B-28,M5-28,2500,minor_type_M5-28,2
1561,M1-B-28,M1-28,2500,minor_type_M1-28,2
1562,V5-C-1,V5-1,5000,minor_type_scaled_V5-C-1,2
1563,T29-10,T29-10,500,minor_type_T29-10,2
1564,M4-E-3,M4-3,20000,minor_type_M4-3,2
1565,T1-D-8,T1-19,10000,,2
1566,T1-D-8,T1-56,10000,minor_type_scaled_T1-C-8,2
1567,T1-D-8,T1-16,10000,,2
1568,T1-D-8,T1-60,10000,,2
1569,T1-D-8,T1-15,10000,,2
1570,T1-D-8,T1-32,10000,,2
1571,T1-D-8,T1-55,10000,,2
1572,T1-D-8,T1-31,10000,,2
1573,T1-D-8,T1-59,10000,,2
1574,T1-D-8,T1-40,10000,,2
1575,T1-D-8,T1-20,10000,,2
1576,M1-19,M1-19,500,minor_type_M1-19,2
1577,M5-C-14,M5-14,5000,minor_type_M5-14,2
1578,M4-C-28,M4-28,5000,minor_type_M4-28,2
1579,M4-C-40,M4-40,5000,minor_type_M4-40,2
1580,M3-B-11,M3-11,2500,minor_type_M3-11,2
1581,M14-1,M14-1,500,minor_type_M14-1,2
1582,T34-6,T34-6,500,minor_type_T34-6,2
1583,L2-C-1,L2-1,5000,minor_type_L2-1,2
1584,T5-C-5,T5-8,5000,minor_type_scaled_T5-C-5,2
1585,T18-D-1,T18-4-1,10000,,2
1586,T18-D-1,T18-1,10000,minor_type_scaled_T18-C-1,2
1587,T18-D-1,T18-2,10000,,2
1588,T18-D-1,T18-4-2,10000,,2
1589,M4-42,M4-42,500,minor_type_M4-42,2
1590,T8-B-2,T8-2,2500,,2
1591,T8-B-2,T8-3,2500,minor_type_scaled_T8-C-1,2
1592,T8-B-2,T8-1,2500,,2
1593,T32-B-12,T32-12,2500,minor_type_scaled_T32-C-10,2
1594,M2-D-7,M2-7,10000,minor_type_M2-7,2
1595,L8-D-1,L8-1,10000,minor_type_L8-1,2
1596,T7-12,T7-12,500,minor_type_T7-12,2
1597,T34-B-9,T34-10,2500,,2
1598,T34-B-9,T34-9,2500,minor_type_scaled_T34-C-6,2
1599,T7-B-6,T7-6,2500,minor_type_scaled_T7-C-6,2
1600,V11-E-1,V11-1,20000,minor_type_scaled_V11-C-1,2
1601,M9-E-4,M9-4,20000,minor_type_M9-4,2
1602,T11-1,T11-1,500,minor_type_T11-1,2
1603,F2-B-10,F2-10,2500,minor_type_F2-10,2
1604,L2-18,L2-18,500,minor_type_L2-18,2
1605,V13-D-1,V13-1,10000,,2
1606,V13-D-1,V13-2,10000,minor_type_scaled_V13-C-1,2
1607,M1-B-22,M1-22,2500,minor_type_M1-22,2
1608,T1-62,T1-62,500,minor_type_T1-62,2
1609,T9-1,T9-1,500,minor_type_T9-1,2
1610,T34-E-4,T34-10,20000,,2
1611,T34-E-4,T34-9,20000,minor_type_scaled_T34-C-6,2
1612,T4-B-16,T4-16,2500,minor_type_T4-16,2
1613,V1-23,V1-23,500,minor_type_V1-23,2
1614,V4-7,V4-7,500,minor_type_V4-7,2
1615,T13-B-4,T13-4,2500,minor_type_scaled_T13-C-4,2
1616,M5-D-18,M5-18,10000,minor_type_M5-18,2
1617,F5-D-4,F5-4,10000,minor_type_F5-4,2
1618,M13-3,M13-3,500,minor_type_M13-3,2
1619,M3-D-7,M3-7,10000,minor_type_M3-7,2
1620,L3-E-1,L3-1,20000,minor_type_L3-1,2
1621,T1-57,T1-57,500,minor_type_T1-57,2
1622,M5-D-15,M5-15,10000,minor_type_M5-15,2
1623,T44-E-1,T44-1,20000,minor_type_scaled_T44-C-1,2
1624,M4-39,M4-39,500,minor_type_M4-39,2
1625,V13-B-4,V13-3,2500,,2
1626,V13-B-4,V13-4,2500,minor_type_scaled_V13-C-2,2
1627,M5-B-18,M5-18,2500,minor_type_M5-18,2
1628,T29-C-3,T29-5,5000,minor_type_scaled_T29-C-3,2
1629,T30-6,T30-6,500,minor_type_T30-6,2
1630,T6-2,T6-2,500,minor_type_T6-2,2
1631,T10-E-1,T10-2,20000,minor_type_scaled_T10-C-1,2
1632,T10-E-1,T10-1,20000,,2
1633,M2-B-11,M2-11,2500,minor_type_M2-11,2
1634,F5-C-1,F5-1,5000,minor_type_F5-1,2
1635,V6-D-1,V6-3,10000,minor_type_scaled_V6-C-1,2
1636,V6-D-1,V6-1,10000,minor_type_scaled_V6-C-3,2
1637,V6-D-1,V6-7,10000,minor_type_scaled_V6-C-7,2
1638,M1-E-26,M1-26,20000,minor_type_M1-26,2
1639,T7-C-7,T7-7,5000,minor_type_scaled_T7-C-7,2
1640,V4-C-3,V4-4,5000,,2
1641,V4-C-3,V4-5,5000,minor_type_scaled_V4-C-3,2
1642,T22-B-2,T22-2,2500,minor_type_scaled_T22-C-2,2
1643,L2-B-17,L2-17,2500,minor_type_L2-17,2
1644,T11-B-2,T11-2,2500,minor_type_scaled_T11-C-2,2
1645,M5-36,M5-36,500,minor_type_M5-36,2
1646,T30-B-4,T30-3,2500,minor_type_scaled_T30-C-2,2
1647,T30-B-4,T30-4,2500,,2
1648,F2-3,F2-3,500,minor_type_F2-3,2
1649,T37-3,T37-3,500,minor_type_T37-3,2
1650,T32-B-6,T32-6,2500,minor_type_scaled_T32-C-5,2
1651,T13-C-7,T13-7,5000,minor_type_scaled_T13-C-7,2
1652,M2-B-19,M2-19,2500,minor_type_M2-19,2
1653,M1-D-26,M1-26,10000,minor_type_M1-26,2
1654,M1-E-3,M1-3,20000,minor_type_M1-3,2
1655,M2-D-17,M2-17,10000,minor_type_M2-17,2
1656,T35-3,T35-3,500,minor_type_T35-3,2
1657,V12-E-1,V12-1,20000,minor_type_scaled_V12-C-1,2
1658,L2-15,L2-15,500,minor_type_L2-15,2
1659,T29-B-7,T29-8,2500,minor_type_scaled_T29-C-5,2
1660,T29-B-7,T29-7,2500,,2
1661,T3-12,T3-12,500,minor_type_T3-12,2
1662,M4-9,M4-9,500,minor_type_M4-9,2
1663,F2-E-20,F2-20,20000,minor_type_F2-20,2
1664,T4-B-9,T4-9,2500,minor_type_T4-9,2
1665,M4-17,M4-17,500,minor_type_M4-17,2
1666,M5-D-20,M5-20,10000,minor_type_M5-20,2
1667,V4-D-1,V4-1,10000,minor_type_scaled_V4-C-1,2
1668,V4-D-1,V4-3,10000,,2
1669,V4-D-1,V4-2,10000,minor_type_scaled_V4-C-2,2
1670,T13-E-2,T13-3,20000,minor_type_scaled_T13-C-3,2
1671,L1-B-3,L1-3,2500,minor_type_L1-3,2
1672,T2-C-5,T2-5,5000,minor_type_scaled_T2-C-5,2
1673,L2-C-15,L2-15,5000,minor_type_L2-15,2
1674,M2-6,M2-6,500,minor_type_M2-6,2
1675,T39-D-4,T39-7,10000,minor_type_scaled_T39-C-4,2
1676,T39-D-4,T39-8,10000,,2
1677,T1-C-1,T1-62,5000,,2
1678,T1-C-1,T1-21,5000,minor_type_scaled_T1-C-1,2
1679,T1-C-1,T1-70,5000,,2
1680,T1-C-1,T1-69,5000,,2
1681,T1-C-1,T1-42,5000,,2
1682,T1-C-1,T1-33,5000,,2
1683,T1-C-1,T1-61,5000,,2
1684,T1-C-1,T1-2,5000,,2
1685,T1-C-1,T1-1,5000,,2
1686,T1-C-1,T1-41,5000,,2
1687,V2-D-3,V2-6,10000,,2
1688,V2-D-3,V2-5,10000,minor_type_scaled_V2-C-3,2
1689,V2-D-3,V2-8,10000,,2
1690,M5-C-31,M5-31,5000,minor_type_M5-31,2
1691,L7-C-2,L7-2,5000,minor_type_L7-2,2
1692,T1-69,T1-69,500,minor_type_T1-69,2
