,pid,standardSegment_id,elementarySegment_id
718,719,F2-SM.ghi,SM.i
719,720,F2-SM.¤,SM.¤
720,721,F2-KA.ab,KA.a
721,722,F2-KA.ab,KA.b
722,723,F2-KA.cde,KA.c
723,724,F2-KA.cde,KA.d
724,725,F2-KA.cde,KA.e
725,726,F2-KA.fghi,KA.f
726,727,F2-KA.fghi,KA.g
727,728,F2-KA.fghi,KA.h
728,729,F2-KA.fghi,KA.i
729,730,F2-TU.0,TU.0
730,731,F2-TU.a,TU.a
731,732,F2-HU.0a,HU.0
732,733,F2-HU.0a,HU.a
733,734,F2-HU.bcd,HU.b
734,735,F2-HU.bcd,HU.c
735,736,F2-HU.bcd,HU.d
736,737,F2-KO.0,KO.0
737,738,F2-KO.+,KO.+
738,739,H1-DM.0,DM.0
739,740,H1-DM.a,DM.a
740,741,H1-DM.bcd,DM.b
741,742,H1-DM.bcd,DM.c
742,743,H1-DM.bcd,DM.d
743,744,H1-DM.ef,DM.e
744,745,H1-DM.ef,DM.f
745,746,H1-KY.0,KY.0
746,747,H1-KY.a,KY.a
747,748,H1-JV.0a,JV.0
748,749,H1-JV.0a,JV.a
749,750,H1-JV.bcde¤,JV.b
750,751,H1-JV.bcde¤,JV.c
751,752,H1-JV.bcde¤,JV.d
752,753,H1-JV.bcde¤,JV.e
753,754,H1-JV.bcde¤,JV.¤
754,755,M9-SM.gh,SM.g
755,756,M9-SM.gh,SM.h
756,757,M9-SM.i,SM.i
757,758,M9-SM.¤,SM.¤
758,759,M9-TV.cdefgh,TV.c
759,760,M9-TV.cdefgh,TV.d
760,761,M9-TV.cdefgh,TV.e
761,762,M9-TV.cdefgh,TV.f
762,763,M9-TV.cdefgh,TV.g
763,764,M9-TV.cdefgh,TV.h
764,765,M9-TV.ij,TV.i
765,766,M9-TV.ij,TV.j
766,767,M9-TV.k,TV.k
767,768,M9-SE.0a,SE.0
768,769,M9-SE.0a,SE.a
769,770,M9-SE.b,SE.b
770,771,T7-KA.a,KA.a
771,772,T7-KA.bc,KA.b
772,773,T7-KA.bc,KA.c
773,774,T7-KA.de,KA.d
774,775,T7-KA.de,KA.e
775,776,T7-KA.fg,KA.f
776,777,T7-KA.fg,KA.g
777,778,T7-KA.hi,KA.h
778,779,T7-KA.hi,KA.i
779,780,T7-SV.ab,SV.a
780,781,T7-SV.ab,SV.b
781,782,T7-SV.cd,SV.c
782,783,T7-SV.cd,SV.d
783,784,T7-SV.ef,SV.e
784,785,T7-SV.ef,SV.f
785,786,T7-SV.g,SV.g
786,787,T7-KI.0a,KI.0
787,788,T7-KI.0a,KI.a
788,789,T7-KI.bc,KI.b
789,790,T7-KI.bc,KI.c
790,791,T7-VM.0a,VM.0
791,792,T7-VM.0a,VM.a
792,793,T7-VM.b,VM.b
793,794,T7-HI.0,HI.0
794,795,T7-HI.a,HI.a
795,796,T7-S1.bc,S1.b
796,797,T7-S1.bc,S1.c
797,798,T7-S1.defg,S1.d
798,799,T7-S1.defg,S1.e
799,800,T7-S1.defg,S1.f
800,801,T7-S1.defg,S1.g
801,802,T32-KA.bc,KA.b
802,803,T32-KA.bc,KA.c
803,804,T32-KA.de,KA.d
804,805,T32-KA.de,KA.e
805,806,T32-KA.fg,KA.f
806,807,T32-KA.fg,KA.g
807,808,T32-KA.hi,KA.h
808,809,T32-KA.hi,KA.i
809,810,T32-HI.b,HI.b
810,811,T32-HI.cd,HI.c
811,812,T32-HI.cd,HI.d
812,813,T32-HI.e,HI.e
813,814,T32-KI.0a,KI.0
814,815,T32-KI.0a,KI.a
815,816,T32-KI.bc,KI.b
816,817,T32-KI.bc,KI.c
817,818,T32-UF.ab,UF.a
818,819,T32-UF.ab,UF.b
819,820,T32-UF.cde,UF.c
820,821,T32-UF.cde,UF.d
821,822,T32-UF.cde,UF.e
822,823,T32-SS.fghi,SS.f
823,824,T32-SS.fghi,SS.g
824,825,T32-SS.fghi,SS.h
825,826,T32-SS.fghi,SS.i
826,827,T32-SS.jk+,SS.j
827,828,T32-SS.jk+,SS.k
828,829,T32-SS.jk+,SS.+
829,830,T32-SP.0,SP.0
830,831,T32-SP.a,SP.a
831,832,T32-VM.0a,VM.0
832,833,T32-VM.0a,VM.a
833,834,T32-VM.b,VM.b
834,835,T44-KA.cde,KA.c
835,836,T44-KA.cde,KA.d
836,837,T44-KA.cde,KA.e
837,838,T44-KA.fgh,KA.f
838,839,T44-KA.fgh,KA.g
839,840,T44-KA.fgh,KA.h
840,841,T44-S1.0,S1.0
841,842,T44-S1.efg,S1.e
842,843,T44-S1.efg,S1.f
843,844,T44-S1.efg,S1.g
844,845,T44-S1.hi,S1.h
845,846,T44-S1.hi,S1.i
846,847,T44-VM.0a,VM.0
847,848,T44-VM.0a,VM.a
848,849,T44-VM.b,VM.b
849,850,V4-KA.cd,KA.c
850,851,V4-KA.cd,KA.d
851,852,V4-KA.ef,KA.e
852,853,V4-KA.ef,KA.f
853,854,V4-KA.ghi,KA.g
854,855,V4-KA.ghi,KA.h
855,856,V4-KA.ghi,KA.i
856,857,V4-KI.de,KI.d
857,858,V4-KI.de,KI.e
858,859,V4-KI.¤,KI.¤
859,860,V4-KT.a,KT.a
860,861,V4-KT.b,KT.b
861,862,V4-HI.0,HI.0
862,863,V4-HI.a,HI.a
863,864,V13-HS-V13.A,HS-V13.A
864,865,V13-HS-V13.B,HS-V13.B
865,866,V13-HS-V13.C,HS-V13.C
866,867,V13-HS-V13.D,HS-V13.D
867,868,V13-IO.0a,IO.0
868,869,V13-IO.0a,IO.a
869,870,V13-IO.b¤,IO.b
870,871,V13-IO.b¤,IO.¤
871,872,V13-KA.abcd,KA.a
872,873,V13-KA.abcd,KA.b
873,874,V13-KA.abcd,KA.c
874,875,V13-KA.abcd,KA.d
875,876,V13-KA.efgh,KA.e
876,877,V13-KA.efgh,KA.f
877,878,V13-KA.efgh,KA.g
878,879,V13-KA.efgh,KA.h
879,880,V1-KA.ab,KA.a
880,881,V1-KA.ab,KA.b
881,882,V1-KA.cd,KA.c
882,883,V1-KA.cd,KA.d
883,884,V1-KA.ef,KA.e
884,885,V1-KA.ef,KA.f
885,886,V1-KA.gh,KA.g
886,887,V1-KA.gh,KA.h
887,888,V1-KA.i,KA.i
888,889,V1-TV.cd,TV.c
889,890,V1-TV.cd,TV.d
890,891,V1-TV.ef,TV.e
891,892,V1-TV.ef,TV.f
892,893,V1-TV.gh,TV.g
893,894,V1-TV.gh,TV.h
894,895,V1-TV.ij,TV.i
895,896,V1-TV.ij,TV.j
896,897,V1-TV.k,TV.k
897,898,V1-MF.cd,MF.c
898,899,V1-MF.cd,MF.d
899,900,V1-MF.ef,MF.e
900,901,V1-MF.ef,MF.f
901,902,V1-KI.0,KI.0
902,903,V1-KI.bc,KI.b
903,904,V1-KI.bc,KI.c
904,905,V1-SA.0a,SA.0
905,906,V1-SA.0a,SA.a
906,907,V1-SA.bcd,SA.b
907,908,V1-SA.bcd,SA.c
908,909,V1-SA.bcd,SA.d
909,910,V1-VT.0,VT.0
910,911,V1-VT.b,VT.b
911,912,V1-TE.0,TE.0
912,913,V1-TE.¤,TE.¤
913,914,T35-S1.0,S1.0
914,915,T35-S1.cde,S1.c
915,916,T35-S1.cde,S1.d
916,917,T35-S1.cde,S1.e
917,918,T35-S1.fg,S1.f
918,919,T35-S1.fg,S1.g
919,920,T35-S1.hi,S1.h
920,921,T35-S1.hi,S1.i
921,922,T35-KA.bcde,KA.b
922,923,T35-KA.bcde,KA.c
923,924,T35-KA.bcde,KA.d
924,925,T35-KA.bcde,KA.e
925,926,T35-KA.fgh,KA.f
926,927,T35-KA.fgh,KA.g
927,928,T35-KA.fgh,KA.h
928,929,T10-VI.0,VI.0
929,930,T10-VI.abc,VI.a
930,931,T10-VI.abc,VI.b
931,932,T10-VI.abc,VI.c
932,933,T22-KA.bcde,KA.b
933,934,T22-KA.bcde,KA.c
934,935,T22-KA.bcde,KA.d
935,936,T22-KA.bcde,KA.e
936,937,T22-KA.fgh,KA.f
937,938,T22-KA.fgh,KA.g
938,939,T22-KA.fgh,KA.h
939,940,T22-SV.0,SV.0
940,941,T22-SV.ab,SV.a
941,942,T22-SV.ab,SV.b
942,943,T22-VM.0a,VM.0
943,944,T22-VM.0a,VM.a
944,945,T22-VM.b,VM.b
945,946,V10-KA.cde,KA.c
946,947,V10-KA.cde,KA.d
947,948,V10-KA.cde,KA.e
948,949,V10-KA.fgh,KA.f
949,950,V10-KA.fgh,KA.g
950,951,V10-KA.fgh,KA.h
951,952,V10-KI.0a,KI.0
952,953,V10-KI.0a,KI.a
953,954,V10-KI.bc,KI.b
954,955,V10-KI.bc,KI.c
955,956,V10-SP.0,SP.0
956,957,V10-SP.a,SP.a
957,958,T13-KA.abc,KA.a
958,959,T13-KA.abc,KA.b
959,960,T13-KA.abc,KA.c
960,961,T13-KA.defg,KA.d
961,962,T13-KA.defg,KA.e
962,963,T13-KA.defg,KA.f
963,964,T13-KA.defg,KA.g
964,965,T13-KA.hi,KA.h
965,966,T13-KA.hi,KA.i
966,967,T13-S1.b,S1.b
967,968,T13-S1.c,S1.c
968,969,T13-S1.def,S1.d
969,970,T13-S1.def,S1.e
970,971,T13-S1.def,S1.f
971,972,T13-UE.abc,UE.a
972,973,T13-UE.abc,UE.b
973,974,T13-UE.abc,UE.c
974,975,T13-UE.defg,UE.d
975,976,T13-UE.defg,UE.e
976,977,T13-UE.defg,UE.f
977,978,T13-UE.defg,UE.g
978,979,T13-RU.bcde,RU.b
979,980,T13-RU.bcde,RU.c
980,981,T13-RU.bcde,RU.d
981,982,T13-RU.bcde,RU.e
982,983,T13-RU.¤,RU.¤
983,984,T13-BK.0,BK.0
984,985,T13-BK.a,BK.a
985,986,T13-VI.0a,VI.0
986,987,T13-VI.0a,VI.a
987,988,T13-VI.bc,VI.b
988,989,T13-VI.bc,VI.c
989,990,T16-KA.abc,KA.a
990,991,T16-KA.abc,KA.b
991,992,T16-KA.abc,KA.c
992,993,T16-KA.de,KA.d
993,994,T16-KA.de,KA.e
994,995,T16-KA.fg,KA.f
995,996,T16-KA.fg,KA.g
996,997,T16-KA.hi,KA.h
997,998,T16-KA.hi,KA.i
998,999,T16-RU.bc,RU.b
999,1000,T16-RU.bc,RU.c
1000,1001,T16-RU.de,RU.d
1001,1002,T16-RU.de,RU.e
1002,1003,T16-KI.0a,KI.0
1003,1004,T16-KI.0a,KI.a
1004,1005,T16-KI.bc,KI.b
1005,1006,T16-KI.bc,KI.c
1006,1007,T16-UF.bcd,UF.b
1007,1008,T16-UF.bcd,UF.c
1008,1009,T16-UF.bcd,UF.d
1009,1010,T16-UF.efgh,UF.e
1010,1011,T16-UF.efgh,UF.f
1011,1012,T16-UF.efgh,UF.g
1012,1013,T16-UF.efgh,UF.h
1013,1014,T16-HI.0,HI.0
1014,1015,T16-HI.a,HI.a
1015,1016,T16-BK.0,BK.0
1016,1017,T16-BK.a,BK.a
1017,1018,T16-VI.0a,VI.0
1018,1019,T16-VI.0a,VI.a
1019,1020,T16-VI.bc,VI.b
1020,1021,T16-VI.bc,VI.c
1021,1022,T16-VM.a0,VM.a
1022,1023,T16-VM.a0,VM.0
1023,1024,T16-VM.b,VM.b
1024,1025,T17-S1.0,S1.0
1025,1026,T17-S1.de,S1.d
1026,1027,T17-S1.de,S1.e
1027,1028,T17-S1.fg,S1.f
1028,1029,T17-S1.fg,S1.g
1029,1030,T17-S1.hi,S1.h
1030,1031,T17-S1.hi,S1.i
1031,1032,T17-SU.b,SU.b
1032,1033,T17-SU.c,SU.c
1033,1034,T17-KA.bcde,KA.b
1034,1035,T17-KA.bcde,KA.c
1035,1036,T17-KA.bcde,KA.d
1036,1037,T17-KA.bcde,KA.e
1037,1038,T17-KA.fgh,KA.f
1038,1039,T17-KA.fgh,KA.g
1039,1040,T17-KA.fgh,KA.h
1040,1041,T17-KI.0a,KI.0
1041,1042,T17-KI.0a,KI.a
1042,1043,T17-KI.bc,KI.b
1043,1044,T17-KI.bc,KI.c
1044,1045,M15-S3E.0abcd,S3E.0
1045,1046,M15-S3E.0abcd,S3E.a
1046,1047,M15-S3E.0abcd,S3E.b
1047,1048,M15-S3E.0abcd,S3E.c
1048,1049,M15-S3E.0abcd,S3E.d
1049,1050,M15-S3E.e,S3E.e
1050,1051,M15-S3F.0ab,S3F.0
1051,1052,M15-S3F.0ab,S3F.a
1052,1053,M15-S3F.0ab,S3F.b
1053,1054,M15-S3F.c¤,S3F.c
1054,1055,M15-S3F.c¤,S3F.¤
1055,1056,M15-HS-M15.A,HS-M15.A
1056,1057,M15-HS-M15.B,HS-M15.B
1057,1058,M15-DL.0,DL.0
1058,1059,M15-DL.abcd,DL.a
1059,1060,M15-DL.abcd,DL.b
1060,1061,M15-DL.abcd,DL.c
1061,1062,M15-DL.abcd,DL.d
1062,1063,M15-DL.e+,DL.e
1063,1064,M15-DL.e+,DL.+
1064,1065,M15-SA.abc,SA.a
1065,1066,M15-SA.abc,SA.b
1066,1067,M15-SA.abc,SA.c
1067,1068,M15-SA.def,SA.d
1068,1069,M15-SA.def,SA.e
1069,1070,M15-SA.def,SA.f
1070,1071,T6-TV.i,TV.i
1071,1072,T6-TV.j,TV.j
1072,1073,T6-TV.k,TV.k
1073,1074,T6-KA.bcde,KA.b
1074,1075,T6-KA.bcde,KA.c
1075,1076,T6-KA.bcde,KA.d
1076,1077,T6-KA.bcde,KA.e
1077,1078,T6-KA.fghi,KA.f
1078,1079,T6-KA.fghi,KA.g
1079,1080,T6-KA.fghi,KA.h
1080,1081,T6-KA.fghi,KA.i
1081,1082,T6-VF.0abcde,VF.0
1082,1083,T6-VF.0abcde,VF.a
1083,1084,T6-VF.0abcde,VF.b
1084,1085,T6-VF.0abcde,VF.c
1085,1086,T6-VF.0abcde,VF.d
1086,1087,T6-VF.0abcde,VF.e
1087,1088,T6-VF.fgh¤,VF.f
1088,1089,T6-VF.fgh¤,VF.g
1089,1090,T6-VF.fgh¤,VF.h
1090,1091,T6-VF.fgh¤,VF.¤
1091,1092,T6-HF.0ab,HF.0
1092,1093,T6-HF.0ab,HF.a
1093,1094,T6-HF.0ab,HF.b
1094,1095,T6-HF.+,HF.+
1095,1096,T6-IF.0ab,IF.0
1096,1097,T6-IF.0ab,IF.a
1097,1098,T6-IF.0ab,IF.b
1098,1099,T6-IF.¤,IF.¤
1099,1100,V7-KA.cdef,KA.c
1100,1101,V7-KA.cdef,KA.d
1101,1102,V7-KA.cdef,KA.e
1102,1103,V7-KA.cdef,KA.f
1103,1104,V7-KA.ghi,KA.g
1104,1105,V7-KA.ghi,KA.h
1105,1106,V7-KA.ghi,KA.i
1106,1107,V7-TV.c,TV.c
1107,1108,V7-TV.d,TV.d
1108,1109,M4-S3E.0a,S3E.0
1109,1110,M4-S3E.0a,S3E.a
1110,1111,M4-S3E.b,S3E.b
1111,1112,M4-S3E.c,S3E.c
1112,1113,M4-S3E.d,S3E.d
1113,1114,M4-S3E.e,S3E.e
1114,1115,M4-S3F.0a,S3F.0
1115,1116,M4-S3F.0a,S3F.a
1116,1117,M4-S3F.bc,S3F.b
1117,1118,M4-S3F.bc,S3F.c
1118,1119,M4-S3F.¤,S3F.¤
1119,1120,M4-S3S.0,S3S.0
1120,1121,M4-S3S.a,S3S.a
1121,1122,M4-S3S.b,S3S.b
1122,1123,M4-DL.abc,DL.a
1123,1124,M4-DL.abc,DL.b
1124,1125,M4-DL.abc,DL.c
1125,1126,M4-DL.d,DL.d
1126,1127,M4-SA.abc,SA.a
1127,1128,M4-SA.abc,SA.b
1128,1129,M4-SA.abc,SA.c
1129,1130,M4-SA.de,SA.d
1130,1131,M4-SA.de,SA.e
1131,1132,M4-TV.0,TV.0
1132,1133,M4-TV.ab,TV.a
1133,1134,M4-TV.ab,TV.b
1134,1135,M4-IO.0ab,IO.0
1135,1136,M4-IO.0ab,IO.a
1136,1137,M4-IO.0ab,IO.b
1137,1138,M4-IO.¤,IO.¤
1138,1139,M4-KA.efg,KA.e
1139,1140,M4-KA.efg,KA.f
1140,1141,M4-KA.efg,KA.g
1141,1142,M4-KA.hi,KA.h
1142,1143,M4-KA.hi,KA.i
1143,1144,M4-SE.0ab,SE.0
1144,1145,M4-SE.0ab,SE.a
1145,1146,M4-SE.0ab,SE.b
1146,1147,M4-SE.¤,SE.¤
1147,1148,T39-HS-T39.A,HS-T39.A
1148,1149,T39-HS-T39.B,HS-T39.B
1149,1150,T39-HS-T39.C,HS-T39.C
1150,1151,T39-HS-T39.D,HS-T39.D
1151,1152,T39-KA.0ab,KA.0
1152,1153,T39-KA.0ab,KA.a
1153,1154,T39-KA.0ab,KA.b
1154,1155,T39-KA.cdef,KA.c
1155,1156,T39-KA.cdef,KA.d
1156,1157,T39-KA.cdef,KA.e
1157,1158,T39-KA.cdef,KA.f
1158,1159,L7-HS-L7.A,HS-L7.A
1159,1160,L7-HS-L7.B,HS-L7.B
1160,1161,L7-HS-L7.C,HS-L7.C
1161,1162,L7-DL.abc,DL.a
1162,1163,L7-DL.abc,DL.b
1163,1164,L7-DL.abc,DL.c
1164,1165,L7-DL.de+,DL.d
1165,1166,L7-DL.de+,DL.e
1166,1167,L7-DL.de+,DL.+
1167,1168,V2-KA.abcd,KA.a
1168,1169,V2-KA.abcd,KA.b
1169,1170,V2-KA.abcd,KA.c
1170,1171,V2-KA.abcd,KA.d
1171,1172,V2-KA.ef,KA.e
1172,1173,V2-KA.ef,KA.f
1173,1174,V2-KA.ghi,KA.g
1174,1175,V2-KA.ghi,KA.h
1175,1176,V2-KA.ghi,KA.i
1176,1177,V2-TV.cdef,TV.c
1177,1178,V2-TV.cdef,TV.d
1178,1179,V2-TV.cdef,TV.e
1179,1180,V2-TV.cdef,TV.f
1180,1181,V2-TV.ghijk,TV.g
1181,1182,V2-TV.ghijk,TV.h
1182,1183,V2-TV.ghijk,TV.i
1183,1184,V2-TV.ghijk,TV.j
1184,1185,V2-TV.ghijk,TV.k
1185,1186,V2-KI.0a,KI.0
1186,1187,V2-KI.0a,KI.a
1187,1188,V2-KI.bc,KI.b
1188,1189,V2-KI.bc,KI.c
1189,1190,M12-JV.ab,JV.a
1190,1191,M12-JV.ab,JV.b
1191,1192,M12-JV.cd,JV.c
1192,1193,M12-JV.cd,JV.d
1193,1194,M12-JV.e¤,JV.e
1194,1195,M12-JV.e¤,JV.¤
1195,1196,M12-DM.0,DM.0
1196,1197,M12-DM.a,DM.a
1197,1198,M12-DM.bcdef,DM.b
1198,1199,M12-DM.bcdef,DM.c
1199,1200,M12-DM.bcdef,DM.d
1200,1201,M12-DM.bcdef,DM.e
1201,1202,M12-DM.bcdef,DM.f
1202,1203,F4-SY.a,SY.a
1203,1204,F4-SY.b,SY.b
1204,1205,F4-SY.c,SY.c
1205,1206,F4-VF.bcde,VF.b
1206,1207,F4-VF.bcde,VF.c
1207,1208,F4-VF.bcde,VF.d
1208,1209,F4-VF.bcde,VF.e
1209,1210,F4-VF.fgh¤,VF.f
1210,1211,F4-VF.fgh¤,VF.g
1211,1212,F4-VF.fgh¤,VF.h
1212,1213,F4-VF.fgh¤,VF.¤
1213,1214,F4-HU.0a,HU.0
1214,1215,F4-HU.0a,HU.a
1215,1216,F4-HU.bcd,HU.b
1216,1217,F4-HU.bcd,HU.c
1217,1218,F4-HU.bcd,HU.d
1218,1219,F4-KA.abcde,KA.a
1219,1220,F4-KA.abcde,KA.b
1220,1221,F4-KA.abcde,KA.c
1221,1222,F4-KA.abcde,KA.d
1222,1223,F4-KA.abcde,KA.e
1223,1224,F4-KA.fghi,KA.f
1224,1225,F4-KA.fghi,KA.g
1225,1226,F4-KA.fghi,KA.h
1226,1227,F4-KA.fghi,KA.i
1227,1228,F4-TU.0,TU.0
1228,1229,F4-TU.a,TU.a
1229,1230,T34-KA.abc,KA.a
1230,1231,T34-KA.abc,KA.b
1231,1232,T34-KA.abc,KA.c
1232,1233,T34-KA.de,KA.d
1233,1234,T34-KA.de,KA.e
1234,1235,T34-KA.fg,KA.f
1235,1236,T34-KA.fg,KA.g
1236,1237,T34-KA.hi,KA.h
1237,1238,T34-KA.hi,KA.i
1238,1239,T34-UF.bc,UF.b
1239,1240,T34-UF.bc,UF.c
1240,1241,T34-UF.de,UF.d
1241,1242,T34-UF.de,UF.e
1242,1243,T34-UF.fgh,UF.f
1243,1244,T34-UF.fgh,UF.g
1244,1245,T34-UF.fgh,UF.h
1245,1246,T34-VM.0,VM.0
1246,1247,T34-VM.ab,VM.a
1247,1248,T34-VM.ab,VM.b
1248,1249,T34-BK.0,BK.0
1249,1250,T34-BK.a,BK.a
1250,1251,L8-HS-L8.A,HS-L8.A
1251,1252,L8-HS-L8.B,HS-L8.B
1252,1253,L8-HS-L8.C,HS-L8.C
1253,1254,L8-HS-L8.D,HS-L8.D
1254,1255,L8-HS-L8.E,HS-L8.E
1255,1256,L8-HS-L8.F,HS-L8.F
1256,1257,L8-HS-L8.G,HS-L8.G
1257,1258,L8-HS-L8.H,HS-L8.H
1258,1259,L8-DL.abc,DL.a
1259,1260,L8-DL.abc,DL.b
1260,1261,L8-DL.abc,DL.c
1261,1262,L8-DL.de+,DL.d
1262,1263,L8-DL.de+,DL.e
1263,1264,L8-DL.de+,DL.+
1264,1265,T2-KA.abc,KA.a
1265,1266,T2-KA.abc,KA.b
1266,1267,T2-KA.abc,KA.c
1267,1268,T2-KA.de,KA.d
1268,1269,T2-KA.de,KA.e
1269,1270,T2-KA.fg,KA.f
1270,1271,T2-KA.fg,KA.g
1271,1272,T2-KA.hi,KA.h
1272,1273,T2-KA.hi,KA.i
1273,1274,T2-UF.def,UF.d
1274,1275,T2-UF.def,UF.e
1275,1276,T2-UF.def,UF.f
1276,1277,T2-UF.gh,UF.g
1277,1278,T2-UF.gh,UF.h
1278,1279,T2-VM.0a,VM.0
1279,1280,T2-VM.0a,VM.a
1280,1281,T2-VM.b,VM.b
1281,1282,T2-HI.0,HI.0
1282,1283,T2-HI.a,HI.a
1283,1284,T2-BK.0,BK.0
1284,1285,T2-BK.a,BK.a
1285,1286,T25-S1.0,S1.0
1286,1287,T25-S1.de,S1.d
1287,1288,T25-S1.de,S1.e
1288,1289,T25-S1.fg,S1.f
1289,1290,T25-S1.fg,S1.g
1290,1291,T25-S1.hi,S1.h
1291,1292,T25-S1.hi,S1.i
1292,1293,T25-KA.bcde,KA.b
1293,1294,T25-KA.bcde,KA.c
1294,1295,T25-KA.bcde,KA.d
1295,1296,T25-KA.bcde,KA.e
1296,1297,T25-KA.fgh,KA.f
1297,1298,T25-KA.fgh,KA.g
1298,1299,T25-KA.fgh,KA.h
1299,1300,T25-KI.0a,KI.0
1300,1301,T25-KI.0a,KI.a
1301,1302,T25-KI.bc,KI.b
1302,1303,T25-KI.bc,KI.c
1303,1304,T24-VF.cd,VF.c
1304,1305,T24-VF.cd,VF.d
1305,1306,T24-VF.e,VF.e
1306,1307,T24-VF.f,VF.f
1307,1308,T24-VM.0a,VM.0
1308,1309,T24-VM.0a,VM.a
1309,1310,T24-VM.b,VM.b
1310,1311,V9-KA.bcd,KA.b
1311,1312,V9-KA.bcd,KA.c
1312,1313,V9-KA.bcd,KA.d
1313,1314,V9-KA.ef,KA.e
1314,1315,V9-KA.ef,KA.f
1315,1316,V9-KA.ghi,KA.g
1316,1317,V9-KA.ghi,KA.h
1317,1318,V9-KA.ghi,KA.i
1318,1319,V9-TV.def,TV.d
1319,1320,V9-TV.def,TV.e
1320,1321,V9-TV.def,TV.f
1321,1322,V9-TV.ghi,TV.g
1322,1323,V9-TV.ghi,TV.h
1323,1324,V9-TV.ghi,TV.i
1324,1325,V9-KI.0a,KI.0
1325,1326,V9-KI.0a,KI.a
1326,1327,V9-KI.bc,KI.b
1327,1328,V9-KI.bc,KI.c
1328,1329,V9-SP.0,SP.0
1329,1330,V9-SP.a,SP.a
1330,1331,T29-S1.c,S1.c
1331,1332,T29-S1.de,S1.d
1332,1333,T29-S1.de,S1.e
1333,1334,T29-S1.j,S1.j
1334,1335,T29-LA.0ab,LA.0
1335,1336,T29-LA.0ab,LA.a
1336,1337,T29-LA.0ab,LA.b
1337,1338,T29-LA.cdef,LA.c
1338,1339,T29-LA.cdef,LA.d
1339,1340,T29-LA.cdef,LA.e
1340,1341,T29-LA.cdef,LA.f
1341,1342,T29-TV.ijk,TV.i
1342,1343,T29-TV.ijk,TV.j
1343,1344,T29-TV.ijk,TV.k
1344,1345,T29-TV.l+,TV.l
1345,1346,T29-TV.l+,TV.+
1346,1347,T29-VI.abc,VI.a
1347,1348,T29-VI.abc,VI.b
1348,1349,T29-VI.abc,VI.c
1349,1350,T29-VI.¤,VI.¤
1350,1351,T29-HI.0,HI.0
1351,1352,T29-HI.a,HI.a
1352,1353,T1-KA.ab,KA.a
1353,1354,T1-KA.ab,KA.b
1354,1355,T1-KA.cd,KA.c
1355,1356,T1-KA.cd,KA.d
1356,1357,T1-KA.ef,KA.e
1357,1358,T1-KA.ef,KA.f
1358,1359,T1-KA.gh,KA.g
1359,1360,T1-KA.gh,KA.h
1360,1361,T1-KA.i,KA.i
1361,1362,T1-UE.0a,UE.0
1362,1363,T1-UE.0a,UE.a
1363,1364,T1-UE.bc,UE.b
1364,1365,T1-UE.bc,UE.c
1365,1366,T1-UE.de,UE.d
1366,1367,T1-UE.de,UE.e
1367,1368,T1-UE.fg,UE.f
1368,1369,T1-UE.fg,UE.g
1369,1370,T1-OR.0,OR.0
1370,1371,T1-OR.ab,OR.a
1371,1372,T1-OR.ab,OR.b
1372,1373,T1-OR.c,OR.c
1373,1374,T1-HF.0ab,HF.0
1374,1375,T1-HF.0ab,HF.a
1375,1376,T1-HF.0ab,HF.b
1376,1377,T1-HF.+,HF.+
1377,1378,T1-VF.a,VF.a
1378,1379,T1-VF.bcdef,VF.b
1379,1380,T1-VF.bcdef,VF.c
1380,1381,T1-VF.bcdef,VF.d
1381,1382,T1-VF.bcdef,VF.e
1382,1383,T1-VF.bcdef,VF.f
1383,1384,T1-VS.0abcd,VS.0
1384,1385,T1-VS.0abcd,VS.a
1385,1386,T1-VS.0abcd,VS.b
1386,1387,T1-VS.0abcd,VS.c
1387,1388,T1-VS.0abcd,VS.d
1388,1389,T1-VS.+,VS.+
1389,1390,T1-LA.0abcd,LA.0
1390,1391,T1-LA.0abcd,LA.a
1391,1392,T1-LA.0abcd,LA.b
1392,1393,T1-LA.0abcd,LA.c
1393,1394,T1-LA.0abcd,LA.d
1394,1395,T1-LA.ef+,LA.e
1395,1396,T1-LA.ef+,LA.f
1396,1397,T1-LA.ef+,LA.+
1397,1398,T1-NG.0a,NG.0
1398,1399,T1-NG.0a,NG.a
1399,1400,T1-NG.bcd¤,NG.b
1400,1401,T1-NG.bcd¤,NG.c
1401,1402,T1-NG.bcd¤,NG.d
1402,1403,T1-NG.bcd¤,NG.¤
1403,1404,T1-VI.0a,VI.0
1404,1405,T1-VI.0a,VI.a
1405,1406,T1-VI.bc,VI.b
1406,1407,T1-VI.bc,VI.c
1407,1408,T1-SV.0,SV.0
1408,1409,T1-SV.abcd,SV.a
1409,1410,T1-SV.abcd,SV.b
1410,1411,T1-SV.abcd,SV.c
1411,1412,T1-SV.abcd,SV.d
1412,1413,T1-IF.0a,IF.0
1413,1414,T1-IF.0a,IF.a
1414,1415,T1-IF.b¤,IF.b
1415,1416,T1-IF.b¤,IF.¤
1416,1417,T1-BK.0,BK.0
1417,1418,T1-BK.a,BK.a
1418,1419,T1-BK.b,BK.b
1419,1420,T1-BK.c,BK.c
1420,1421,T1-BK.d,BK.d
1421,1422,T40-KA.cde,KA.c
1422,1423,T40-KA.cde,KA.d
1423,1424,T40-KA.cde,KA.e
1424,1425,T40-KA.fgh,KA.f
1425,1426,T40-KA.fgh,KA.g
1426,1427,T40-KA.fgh,KA.h
