pid,_id,elementarySegment_id,majorType_id,lec_id,standardSegment_id
1038,UE.bc,UE.b,T-1,UE,T1-UE.bc
1039,UE.bc,UE.c,T-1,UE,T1-UE.bc
1040,UE.de,UE.d,T-1,UE,T1-UE.de
1041,UE.de,UE.e,T-1,UE,T1-UE.de
1042,UE.fg,UE.f,T-1,UE,T1-UE.fg
1043,UE.fg,UE.g,T-1,UE,T1-UE.fg
1044,VF.0,VF.0,T-1,VF,
1045,VF.a,VF.a,T-1,VF,T1-VF.a
1046,VF.b,VF.b,T-1,VF,T1-VF.bcdef
1047,VF.cd,VF.c,T-1,VF,T1-VF.bcdef
1048,VF.cd,VF.d,T-1,VF,T1-VF.bcdef
1049,VF.e,VF.e,T-1,VF,T1-VF.bcdef
1050,VF.f,VF.f,T-1,VF,T1-VF.bcdef
1051,VF.g,VF.g,T-1,VF,
1052,VF.h,VF.h,T-1,VF,
1053,VF.¤,VF.¤,T-1,VF,
1054,VI.0,VI.0,T-1,VI,T1-VI.0a
1055,VI.a,VI.a,T-1,VI,T1-VI.0a
1056,VI.bc,VI.b,T-1,VI,T1-VI.bc
1057,VI.bc,VI.c,T-1,VI,T1-VI.bc
1058,VI.¤,VI.¤,T-1,VI,
1059,VS.0,VS.0,T-1,VS,T1-VS.0abcd
1060,VS.a,VS.a,T-1,VS,T1-VS.0abcd
1061,VS.b,VS.b,T-1,VS,T1-VS.0abcd
1062,VS.c,VS.c,T-1,VS,T1-VS.0abcd
1063,VS.d,VS.d,T-1,VS,T1-VS.0abcd
1064,VS.+,VS.+,T-1,VS,T1-VS.+
1065,BK.0,BK.0,T-2,BK,T2-BK.0
1066,BK.a,BK.a,T-2,BK,T2-BK.a
1067,BK.b,BK.b,T-2,BK,
1068,BK.c,BK.c,T-2,BK,
1069,BK.d,BK.d,T-2,BK,
1070,HI.0,HI.0,T-2,HI,T2-HI.0
1071,HI.a,HI.a,T-2,HI,T2-HI.a
1072,HI.b,HI.b,T-2,HI,
1073,HI.e,HI.e,T-2,HI,
1074,HI.j,HI.j,T-2,HI,
1075,HI.c,HI.c,T-2,HI,
1076,HI.d,HI.d,T-2,HI,
1077,HI.f,HI.f,T-2,HI,
1078,HI.g,HI.g,T-2,HI,
1079,HI.h,HI.h,T-2,HI,
1080,HI.i,HI.i,T-2,HI,
1081,KA.ab,KA.a,T-2,KA,T2-KA.abc
1082,KA.ab,KA.b,T-2,KA,T2-KA.abc
1083,KA.c,KA.c,T-2,KA,T2-KA.abc
1084,KA.d,KA.d,T-2,KA,T2-KA.de
1085,KA.e,KA.e,T-2,KA,T2-KA.de
1086,KA.f,KA.f,T-2,KA,T2-KA.fg
1087,KA.g,KA.g,T-2,KA,T2-KA.fg
1088,KA.h,KA.h,T-2,KA,T2-KA.hi
1089,KA.i,KA.i,T-2,KA,T2-KA.hi
1090,UF.a,UF.a,T-2,UF,
1091,UF.b,UF.b,T-2,UF,
1092,UF.c,UF.c,T-2,UF,
1093,UF.d,UF.d,T-2,UF,T2-UF.def
1094,UF.e,UF.e,T-2,UF,T2-UF.def
1095,UF.f,UF.f,T-2,UF,T2-UF.def
1096,UF.g,UF.g,T-2,UF,T2-UF.gh
1097,UF.h,UF.h,T-2,UF,T2-UF.gh
1098,VM.0,VM.0,T-2,VM,T2-VM.0a
1099,VM.a,VM.a,T-2,VM,T2-VM.0a
1100,VM.b,VM.b,T-2,VM,T2-VM.b
1101,VM.+,VM.+,T-2,VM,
1102,BK.0,BK.0,T-3,BK,T3-BK.0
1103,BK.a,BK.a,T-3,BK,T3-BK.a
1104,BK.b,BK.b,T-3,BK,
1105,BK.c,BK.c,T-3,BK,
1106,BK.d,BK.d,T-3,BK,
1107,HI.0,HI.0,T-3,HI,T3-HI.0
1108,HI.a,HI.a,T-3,HI,T3-HI.a
1109,HI.b,HI.b,T-3,HI,
1110,HI.e,HI.e,T-3,HI,
1111,HI.j,HI.j,T-3,HI,
1112,HI.c,HI.c,T-3,HI,
1113,HI.d,HI.d,T-3,HI,
1114,HI.f,HI.f,T-3,HI,
1115,HI.g,HI.g,T-3,HI,
1116,HI.h,HI.h,T-3,HI,
1117,HI.i,HI.i,T-3,HI,
1118,KA.ab,KA.a,T-3,KA,T3-KA.abc
1119,KA.ab,KA.b,T-3,KA,T3-KA.abc
1120,KA.c,KA.c,T-3,KA,T3-KA.abc
1121,KA.d,KA.d,T-3,KA,T3-KA.de
1122,KA.e,KA.e,T-3,KA,T3-KA.de
1123,KA.f,KA.f,T-3,KA,T3-KA.fg
1124,KA.g,KA.g,T-3,KA,T3-KA.fg
1125,KA.h,KA.h,T-3,KA,T3-KA.hi
1126,KA.i,KA.i,T-3,KA,T3-KA.hi
1127,KI.0a,KI.0,T-3,KI,T3-KI.0a
1128,KI.0a,KI.a,T-3,KI,T3-KI.0a
1129,KI.bc,KI.b,T-3,KI,T3-KI.bc
1130,KI.bc,KI.c,T-3,KI,T3-KI.bc
1131,KI.d,KI.d,T-3,KI,
1132,KI.e,KI.e,T-3,KI,
1133,KI.¤,KI.¤,T-3,KI,
1134,RU.0,RU.0,T-3,RU,T3-RU.0
1135,RU.a,RU.a,T-3,RU,T3-RU.a
1136,RU.b,RU.b,T-3,RU,
1137,RU.c,RU.c,T-3,RU,
1138,RU.¤,RU.¤,T-3,RU,
1139,RU.d,RU.d,T-3,RU,
1140,RU.e,RU.e,T-3,RU,
1141,UF.a,UF.a,T-3,UF,
1142,UF.b,UF.b,T-3,UF,T3-UF.bc
1143,UF.c,UF.c,T-3,UF,T3-UF.bc
1144,UF.d,UF.d,T-3,UF,T3-UF.de
1145,UF.e,UF.e,T-3,UF,T3-UF.de
1146,UF.f,UF.f,T-3,UF,T3-UF.fg
1147,UF.g,UF.g,T-3,UF,T3-UF.fg
1148,UF.h,UF.h,T-3,UF,
1149,VM.0,VM.0,T-3,VM,T3-VM.0a
1150,VM.a,VM.a,T-3,VM,T3-VM.0a
1151,VM.b,VM.b,T-3,VM,T3-VM.b
1152,VM.+,VM.+,T-3,VM,
1153,BK.0,BK.0,T-4,BK,T4-BK.0
1154,BK.a,BK.a,T-4,BK,T4-BK.a
1155,BK.b,BK.b,T-4,BK,
1156,BK.c,BK.c,T-4,BK,
1157,BK.d,BK.d,T-4,BK,
1158,HI.0,HI.0,T-4,HI,T4-HI.0
1159,HI.a,HI.a,T-4,HI,T4-HI.a
1160,HI.b,HI.b,T-4,HI,
1161,HI.e,HI.e,T-4,HI,
1162,HI.j,HI.j,T-4,HI,
1163,HI.c,HI.c,T-4,HI,
1164,HI.d,HI.d,T-4,HI,
1165,HI.f,HI.f,T-4,HI,
1166,HI.g,HI.g,T-4,HI,
1167,HI.h,HI.h,T-4,HI,
1168,HI.i,HI.i,T-4,HI,
1169,KA.ab,KA.a,T-4,KA,T4-KA.abc
1170,KA.ab,KA.b,T-4,KA,T4-KA.abc
1171,KA.c,KA.c,T-4,KA,T4-KA.abc
1172,KA.d,KA.d,T-4,KA,T4-KA.de
1173,KA.e,KA.e,T-4,KA,T4-KA.de
1174,KA.f,KA.f,T-4,KA,T4-KA.fg
1175,KA.g,KA.g,T-4,KA,T4-KA.fg
1176,KA.h,KA.h,T-4,KA,T4-KA.hi
1177,KA.i,KA.i,T-4,KA,T4-KA.hi
1178,KI.0a,KI.0,T-4,KI,T4-KI.0a
1179,KI.0a,KI.a,T-4,KI,T4-KI.0a
1180,KI.bc,KI.b,T-4,KI,T4-KI.bc
1181,KI.bc,KI.c,T-4,KI,T4-KI.bc
1182,KI.d,KI.d,T-4,KI,
1183,KI.e,KI.e,T-4,KI,
1184,KI.¤,KI.¤,T-4,KI,
1185,RU.0,RU.0,T-4,RU,T4-RU.0
1186,RU.a,RU.a,T-4,RU,T4-RU.a
1187,RU.b,RU.b,T-4,RU,
1188,RU.c,RU.c,T-4,RU,
1189,RU.¤,RU.¤,T-4,RU,
1190,RU.d,RU.d,T-4,RU,
1191,RU.e,RU.e,T-4,RU,
1192,SA.0,SA.0,T-4,SA,T4-SA.0
1193,SA.a,SA.a,T-4,SA,T4-SA.ab
1194,SA.f,SA.f,T-4,SA,
1195,SA.+,SA.+,T-4,SA,
1196,SA.b,SA.b,T-4,SA,T4-SA.ab
1197,SA.c,SA.c,T-4,SA,
1198,SA.d,SA.d,T-4,SA,
1199,SA.e,SA.e,T-4,SA,
1200,SS.0,SS.0,T-4,SS,
1201,SS.a,SS.a,T-4,SS,
1202,SS.b,SS.b,T-4,SS,
1203,SS.c,SS.c,T-4,SS,
1204,SS.d,SS.d,T-4,SS,
1205,SS.i,SS.i,T-4,SS,T4-SS.i
1206,SS.j,SS.j,T-4,SS,
1207,SS.k,SS.k,T-4,SS,
1208,SS.+,SS.+,T-4,SS,T4-SS.+
1209,SS.e,SS.e,T-4,SS,
1210,SS.f,SS.f,T-4,SS,
1211,SS.g,SS.g,T-4,SS,
1212,SS.h,SS.h,T-4,SS,T4-SS.h
1213,UF.a,UF.a,T-4,UF,T4-UF.ab
1214,UF.b,UF.b,T-4,UF,T4-UF.ab
1215,UF.c,UF.c,T-4,UF,T4-UF.cd
1216,UF.d,UF.d,T-4,UF,T4-UF.cd
1217,UF.e,UF.e,T-4,UF,T4-UF.ef
1218,UF.f,UF.f,T-4,UF,T4-UF.ef
1219,UF.g,UF.g,T-4,UF,T4-UF.gh
1220,UF.h,UF.h,T-4,UF,T4-UF.gh
1221,SU.0,SU.0,T-4,SU,T4-SU.0
1222,SU.a,SU.a,T-4,SU,T4-SU.a
1223,SU.b,SU.b,T-4,SU,
1224,SU.c,SU.c,T-4,SU,
1225,SU.¤,SU.¤,T-4,SU,
1226,S1.0,S1.0,T-4,S1,T4-S1.0
1227,S1.a,S1.a,T-4,S1,
1228,S1.b,S1.b,T-4,S1,T4-S1.bc
1229,S1.c,S1.c,T-4,S1,T4-S1.bc
1230,S1.d,S1.d,T-4,S1,T4-S1.de
1231,S1.e,S1.e,T-4,S1,T4-S1.de
1232,S1.f,S1.f,T-4,S1,T4-S1.fg
1233,S1.g,S1.g,T-4,S1,T4-S1.fg
1234,S1.h,S1.h,T-4,S1,T4-S1.hi
1235,S1.i,S1.i,T-4,S1,T4-S1.hi
1236,S1.j,S1.j,T-4,S1,
1237,UE.0,UE.0,T-4,UE,T4-UE.0a
1238,UE.a,UE.a,T-4,UE,T4-UE.0a
1239,UE.bc,UE.b,T-4,UE,T4-UE.bcdefg
1240,UE.bc,UE.c,T-4,UE,T4-UE.bcdefg
1241,UE.de,UE.d,T-4,UE,T4-UE.bcdefg
1242,UE.de,UE.e,T-4,UE,T4-UE.bcdefg
1243,UE.fg,UE.f,T-4,UE,T4-UE.bcdefg
1244,UE.fg,UE.g,T-4,UE,T4-UE.bcdefg
1245,VM.0,VM.0,T-4,VM,T4-VM.0a
1246,VM.a,VM.a,T-4,VM,T4-VM.0a
1247,VM.b,VM.b,T-4,VM,T4-VM.b
1248,VM.+,VM.+,T-4,VM,
1249,VS.0,VS.0,T-4,VS,T4-VS.0
1250,VS.a,VS.a,T-4,VS,T4-VS.a
1251,VS.b,VS.b,T-4,VS,
1252,VS.c,VS.c,T-4,VS,
1253,VS.d,VS.d,T-4,VS,
1254,VS.+,VS.+,T-4,VS,
1255,BK.0,BK.0,T-5,BK,T5-BK.0
1256,BK.a,BK.a,T-5,BK,T5-BK.a
1257,BK.b,BK.b,T-5,BK,T5-BK.b
1258,BK.c,BK.c,T-5,BK,T5-BK.c
1259,BK.d,BK.d,T-5,BK,
1260,GS.0,GS.0,T-5,GS,
1261,GS.a,GS.a,T-5,GS,T5-GS.a
1262,GS.b,GS.b,T-5,GS,T5-GS.bcd
1263,GS.c,GS.c,T-5,GS,T5-GS.bcd
1264,GS.d,GS.d,T-5,GS,T5-GS.bcd
1265,GS.¤,GS.¤,T-5,GS,T5-GS.¤
1266,KA.ab,KA.a,T-5,KA,T5-KA.abc
1267,KA.ab,KA.b,T-5,KA,T5-KA.abc
1268,KA.c,KA.c,T-5,KA,T5-KA.abc
1269,KA.d,KA.d,T-5,KA,T5-KA.defg
1270,KA.e,KA.e,T-5,KA,T5-KA.defg
1271,KA.f,KA.f,T-5,KA,T5-KA.defg
1272,KA.g,KA.g,T-5,KA,T5-KA.defg
1273,KA.h,KA.h,T-5,KA,T5-KA.hi
1274,KA.i,KA.i,T-5,KA,T5-KA.hi
1275,LA.0,LA.0,T-5,LA,T5-LA.0abcd
1276,LA.+,LA.+,T-5,LA,T5-LA.ef+
1277,LA.a,LA.a,T-5,LA,T5-LA.0abcd
1278,LA.b,LA.b,T-5,LA,T5-LA.0abcd
1279,LA.c,LA.c,T-5,LA,T5-LA.0abcd
1280,LA.d,LA.d,T-5,LA,T5-LA.0abcd
1281,LA.e,LA.e,T-5,LA,T5-LA.ef+
1282,LA.f,LA.f,T-5,LA,T5-LA.ef+
1283,UE.0,UE.0,T-5,UE,T5-UE.0abc
1284,UE.a,UE.a,T-5,UE,T5-UE.0abc
1285,UE.bc,UE.b,T-5,UE,T5-UE.0abc
1286,UE.bc,UE.c,T-5,UE,T5-UE.0abc
1287,UE.de,UE.d,T-5,UE,T5-UE.defg
1288,UE.de,UE.e,T-5,UE,T5-UE.defg
1289,UE.fg,UE.f,T-5,UE,T5-UE.defg
1290,UE.fg,UE.g,T-5,UE,T5-UE.defg
1291,HF.0,HF.0,T-6,HF,T6-HF.0ab
1292,HF.a,HF.a,T-6,HF,T6-HF.0ab
1293,HF.b,HF.b,T-6,HF,T6-HF.0ab
1294,HF.+,HF.+,T-6,HF,T6-HF.+
1295,IF.0,IF.0,T-6,IF,T6-IF.0ab
1296,IF.a,IF.a,T-6,IF,T6-IF.0ab
1297,IF.b,IF.b,T-6,IF,T6-IF.0ab
1298,IF.¤,IF.¤,T-6,IF,T6-IF.¤
1299,KA.ab,KA.a,T-6,KA,
1300,KA.ab,KA.b,T-6,KA,T6-KA.bcde
1301,KA.c,KA.c,T-6,KA,T6-KA.bcde
1302,KA.d,KA.d,T-6,KA,T6-KA.bcde
1303,KA.e,KA.e,T-6,KA,T6-KA.bcde
1304,KA.f,KA.f,T-6,KA,T6-KA.fghi
1305,KA.g,KA.g,T-6,KA,T6-KA.fghi
1306,KA.h,KA.h,T-6,KA,T6-KA.fghi
1307,KA.i,KA.i,T-6,KA,T6-KA.fghi
1308,SA.0,SA.0,T-6,SA,
1309,SA.a,SA.a,T-6,SA,T6-SA.abcdef+
1310,SA.f,SA.f,T-6,SA,T6-SA.abcdef+
1311,SA.+,SA.+,T-6,SA,T6-SA.abcdef+
1312,SA.b,SA.b,T-6,SA,T6-SA.abcdef+
1313,SA.c,SA.c,T-6,SA,T6-SA.abcdef+
1314,SA.d,SA.d,T-6,SA,T6-SA.abcdef+
1315,SA.e,SA.e,T-6,SA,T6-SA.abcdef+
1316,TV.0,TV.0,T-6,TV,T6-TV.0abcdefghijk
1317,TV.a,TV.a,T-6,TV,T6-TV.0abcdefghijk
1318,TV.b,TV.b,T-6,TV,T6-TV.0abcdefghijk
1319,TV.c,TV.c,T-6,TV,T6-TV.0abcdefghijk
1320,TV.d,TV.d,T-6,TV,T6-TV.0abcdefghijk
1321,TV.e,TV.e,T-6,TV,T6-TV.0abcdefghijk
1322,TV.f,TV.f,T-6,TV,T6-TV.0abcdefghijk
1323,TV.g,TV.g,T-6,TV,T6-TV.0abcdefghijk
1324,TV.h,TV.h,T-6,TV,T6-TV.0abcdefghijk
1325,TV.i,TV.i,T-6,TV,T6-TV.i
1326,TV.j,TV.j,T-6,TV,T6-TV.j
1327,TV.k,TV.k,T-6,TV,T6-TV.k
1328,TV.l,TV.l,T-6,TV,
1329,TV.+,TV.+,T-6,TV,
1330,VF.0,VF.0,T-6,VF,T6-VF.0abcde
1331,VF.a,VF.a,T-6,VF,T6-VF.0abcde
1332,VF.b,VF.b,T-6,VF,T6-VF.0abcde
1333,VF.cd,VF.c,T-6,VF,T6-VF.0abcde
1334,VF.cd,VF.d,T-6,VF,T6-VF.0abcde
1335,VF.e,VF.e,T-6,VF,T6-VF.0abcde
1336,VF.f,VF.f,T-6,VF,T6-VF.fgh¤
1337,VF.g,VF.g,T-6,VF,T6-VF.fgh¤
1338,VF.h,VF.h,T-6,VF,T6-VF.fgh¤
1339,VF.¤,VF.¤,T-6,VF,T6-VF.fgh¤
1340,HI.0,HI.0,T-7,HI,T7-HI.0
1341,HI.a,HI.a,T-7,HI,T7-HI.a
1342,HI.b,HI.b,T-7,HI,
1343,HI.e,HI.e,T-7,HI,
1344,HI.j,HI.j,T-7,HI,
1345,HI.c,HI.c,T-7,HI,
1346,HI.d,HI.d,T-7,HI,
1347,HI.f,HI.f,T-7,HI,
1348,HI.g,HI.g,T-7,HI,
1349,HI.h,HI.h,T-7,HI,
1350,HI.i,HI.i,T-7,HI,
1351,KA.ab,KA.a,T-7,KA,T7-KA.a
1352,KA.ab,KA.b,T-7,KA,T7-KA.bc
1353,KA.c,KA.c,T-7,KA,T7-KA.bc
1354,KA.d,KA.d,T-7,KA,T7-KA.de
1355,KA.e,KA.e,T-7,KA,T7-KA.de
1356,KA.f,KA.f,T-7,KA,T7-KA.fg
1357,KA.g,KA.g,T-7,KA,T7-KA.fg
1358,KA.h,KA.h,T-7,KA,T7-KA.hi
1359,KA.i,KA.i,T-7,KA,T7-KA.hi
1360,KI.0a,KI.0,T-7,KI,T7-KI.0a
1361,KI.0a,KI.a,T-7,KI,T7-KI.0a
1362,KI.bc,KI.b,T-7,KI,T7-KI.bc
1363,KI.bc,KI.c,T-7,KI,T7-KI.bc
1364,KI.d,KI.d,T-7,KI,
1365,KI.e,KI.e,T-7,KI,
1366,KI.¤,KI.¤,T-7,KI,
1367,SV.0,SV.0,T-7,SV,
1368,SV.ab,SV.a,T-7,SV,T7-SV.ab
1369,SV.ab,SV.b,T-7,SV,T7-SV.ab
1370,SV.cd,SV.c,T-7,SV,T7-SV.cd
1371,SV.cd,SV.d,T-7,SV,T7-SV.cd
1372,SV.ef,SV.e,T-7,SV,T7-SV.ef
1373,SV.ef,SV.f,T-7,SV,T7-SV.ef
1374,SV.g,SV.g,T-7,SV,T7-SV.g
1375,SV.¤,SV.¤,T-7,SV,T7-SV.abcdefg¤
1376,S1.0,S1.0,T-7,S1,
1377,S1.a,S1.a,T-7,S1,
1378,S1.b,S1.b,T-7,S1,T7-S1.bc
1379,S1.c,S1.c,T-7,S1,T7-S1.bc
1380,S1.d,S1.d,T-7,S1,T7-S1.defg
1381,S1.e,S1.e,T-7,S1,T7-S1.defg
1382,S1.f,S1.f,T-7,S1,T7-S1.defg
1383,S1.g,S1.g,T-7,S1,T7-S1.defg
1384,S1.h,S1.h,T-7,S1,
1385,S1.i,S1.i,T-7,S1,
1386,S1.j,S1.j,T-7,S1,
1387,VM.0,VM.0,T-7,VM,T7-VM.0a
1388,VM.a,VM.a,T-7,VM,T7-VM.0a
1389,VM.b,VM.b,T-7,VM,T7-VM.b
1390,VM.+,VM.+,T-7,VM,
1391,HI.0,HI.0,T-8,HI,T8-HI.0
1392,HI.a,HI.a,T-8,HI,T8-HI.a
1393,HI.b,HI.b,T-8,HI,
1394,HI.e,HI.e,T-8,HI,
1395,HI.j,HI.j,T-8,HI,
1396,HI.c,HI.c,T-8,HI,
1397,HI.d,HI.d,T-8,HI,
1398,HI.f,HI.f,T-8,HI,
1399,HI.g,HI.g,T-8,HI,
1400,HI.h,HI.h,T-8,HI,
1401,HI.i,HI.i,T-8,HI,
1402,KA.ab,KA.a,T-8,KA,
1403,KA.ab,KA.b,T-8,KA,
1404,KA.c,KA.c,T-8,KA,T8-KA.cde
1405,KA.d,KA.d,T-8,KA,T8-KA.cde
1406,KA.e,KA.e,T-8,KA,T8-KA.cde
1407,KA.f,KA.f,T-8,KA,T8-KA.fghi
1408,KA.g,KA.g,T-8,KA,T8-KA.fghi
1409,KA.h,KA.h,T-8,KA,T8-KA.fghi
1410,KA.i,KA.i,T-8,KA,T8-KA.fghi
1411,KI.0a,KI.0,T-8,KI,T8-KI.0a
1412,KI.0a,KI.a,T-8,KI,T8-KI.0a
1413,KI.bc,KI.b,T-8,KI,T8-KI.bc
1414,KI.bc,KI.c,T-8,KI,T8-KI.bc
1415,KI.d,KI.d,T-8,KI,
1416,KI.e,KI.e,T-8,KI,
1417,KI.¤,KI.¤,T-8,KI,
1418,NG.0,NG.0,T-8,NG,
1419,NG.a,NG.a,T-8,NG,T8-NG.ab
1420,NG.b,NG.b,T-8,NG,T8-NG.ab
1421,NG.c,NG.c,T-8,NG,T8-NG.cd
1422,NG.d,NG.d,T-8,NG,T8-NG.cd
1423,NG.¤,NG.¤,T-8,NG,T8-NG.¤
1424,UF.a,UF.a,T-8,UF,T8-UF.abcd
1425,UF.b,UF.b,T-8,UF,T8-UF.abcd
1426,UF.c,UF.c,T-8,UF,T8-UF.abcd
1427,UF.d,UF.d,T-8,UF,T8-UF.abcd
1428,UF.e,UF.e,T-8,UF,T8-UF.efgh
1429,UF.f,UF.f,T-8,UF,T8-UF.efgh
1430,UF.g,UF.g,T-8,UF,T8-UF.efgh
1431,UF.h,UF.h,T-8,UF,T8-UF.efgh
1432,IO.0,IO.0,T-9,IO,
1433,IO.a,IO.a,T-9,IO,
1434,IO.b,IO.b,T-9,IO,T9-IO.b¤
1435,IO.¤,IO.¤,T-9,IO,T9-IO.b¤
1436,KA.ab,KA.a,T-9,KA,
1437,KA.ab,KA.b,T-9,KA,
1438,KA.c,KA.c,T-9,KA,T9-KA.cde
1439,KA.d,KA.d,T-9,KA,T9-KA.cde
1440,KA.e,KA.e,T-9,KA,T9-KA.cde
1441,KA.f,KA.f,T-9,KA,T9-KA.fghi
1442,KA.g,KA.g,T-9,KA,T9-KA.fghi
1443,KA.h,KA.h,T-9,KA,T9-KA.fghi
1444,KA.i,KA.i,T-9,KA,T9-KA.fghi
1445,NG.0,NG.0,T-9,NG,
1446,NG.a,NG.a,T-9,NG,T9-NG.ab
1447,NG.b,NG.b,T-9,NG,T9-NG.ab
1448,NG.c,NG.c,T-9,NG,
1449,NG.d,NG.d,T-9,NG,
1450,NG.¤,NG.¤,T-9,NG,
1451,PF.0,PF.0,T-9,PF,
1452,PF.a,PF.a,T-9,PF,T9-PF.a
1453,VM.0,VM.0,T-9,VM,T9-VM.0a
1454,VM.a,VM.a,T-9,VM,T9-VM.0a
1455,VM.b,VM.b,T-9,VM,T9-VM.b
1456,VM.+,VM.+,T-9,VM,
1457,AS.0,AS.0,T-10,AS,
1458,AS.a,AS.a,T-10,AS,T10-AS.a
1459,VI.0,VI.0,T-10,VI,T10-VI.0
1460,VI.a,VI.a,T-10,VI,T10-VI.abc
1461,VI.bc,VI.b,T-10,VI,T10-VI.abc
1462,VI.bc,VI.c,T-10,VI,T10-VI.abc
1463,VI.¤,VI.¤,T-10,VI,
1464,SF.0,SF.0,T-11,SF,
1465,SF.a,SF.a,T-11,SF,
1466,SF.b,SF.b,T-11,SF,T11-SF.b¤
1467,SF.¤,SF.¤,T-11,SF,T11-SF.b¤
1468,S1.0,S1.0,T-11,S1,
1469,S1.a,S1.a,T-11,S1,
1470,S1.b,S1.b,T-11,S1,
1471,S1.c,S1.c,T-11,S1,
1472,S1.d,S1.d,T-11,S1,T11-S1.de
1473,S1.e,S1.e,T-11,S1,T11-S1.de
1474,S1.f,S1.f,T-11,S1,
1475,S1.g,S1.g,T-11,S1,
1476,S1.h,S1.h,T-11,S1,T11-S1.hi
1477,S1.i,S1.i,T-11,S1,T11-S1.hi
1478,S1.j,S1.j,T-11,S1,
1479,TV.0,TV.0,T-11,TV,T11-TV.0abcdefghijk
1480,TV.a,TV.a,T-11,TV,T11-TV.0abcdefghijk
1481,TV.b,TV.b,T-11,TV,T11-TV.0abcdefghijk
1482,TV.cd,TV.c,T-11,TV,T11-TV.cdefgh
1483,TV.cd,TV.d,T-11,TV,T11-TV.cdefgh
1484,TV.ef,TV.e,T-11,TV,T11-TV.cdefgh
1485,TV.ef,TV.f,T-11,TV,T11-TV.cdefgh
1486,TV.gh,TV.g,T-11,TV,T11-TV.cdefgh
1487,TV.gh,TV.h,T-11,TV,T11-TV.cdefgh
1488,TV.ij,TV.i,T-11,TV,T11-TV.ijk
1489,TV.ij,TV.j,T-11,TV,T11-TV.ijk
1490,TV.k,TV.k,T-11,TV,T11-TV.ijk
1491,TV.l,TV.l,T-11,TV,
1492,TV.+,TV.+,T-11,TV,
1493,HI.0,HI.0,T-12,HI,T12-HI.0
1494,HI.a,HI.a,T-12,HI,T12-HI.a
1495,HI.b,HI.b,T-12,HI,
1496,HI.e,HI.e,T-12,HI,
1497,HI.j,HI.j,T-12,HI,
1498,HI.c,HI.c,T-12,HI,
1499,HI.d,HI.d,T-12,HI,
1500,HI.f,HI.f,T-12,HI,
1501,HI.g,HI.g,T-12,HI,
1502,HI.h,HI.h,T-12,HI,
1503,HI.i,HI.i,T-12,HI,
1504,SA.0,SA.0,T-12,SA,
1505,SA.a,SA.a,T-12,SA,T12-SA.abc
1506,SA.f,SA.f,T-12,SA,T12-SA.def
1507,SA.+,SA.+,T-12,SA,T12-SA.abcdef+
1508,SA.b,SA.b,T-12,SA,T12-SA.abc
1509,SA.c,SA.c,T-12,SA,T12-SA.abc
1510,SA.d,SA.d,T-12,SA,T12-SA.def
1511,SA.e,SA.e,T-12,SA,T12-SA.def
1512,S1.0,S1.0,T-12,S1,
1513,S1.a,S1.a,T-12,S1,
1514,S1.b,S1.b,T-12,S1,
1515,S1.c,S1.c,T-12,S1,
1516,S1.d,S1.d,T-12,S1,T12-S1.de
1517,S1.e,S1.e,T-12,S1,T12-S1.de
1518,S1.f,S1.f,T-12,S1,
1519,S1.g,S1.g,T-12,S1,
1520,S1.h,S1.h,T-12,S1,T12-S1.hi
1521,S1.i,S1.i,T-12,S1,T12-S1.hi
1522,S1.j,S1.j,T-12,S1,
1523,TV.0,TV.0,T-12,TV,T12-TV.0abcdefghijk
1524,TV.a,TV.a,T-12,TV,T12-TV.0abcdefghijk
1525,TV.b,TV.b,T-12,TV,T12-TV.0abcdefghijk
1526,TV.cd,TV.c,T-12,TV,T12-TV.cd
1527,TV.cd,TV.d,T-12,TV,T12-TV.cd
1528,TV.ef,TV.e,T-12,TV,T12-TV.ef
1529,TV.ef,TV.f,T-12,TV,T12-TV.ef
1530,TV.gh,TV.g,T-12,TV,T12-TV.gh
1531,TV.gh,TV.h,T-12,TV,T12-TV.gh
1532,TV.ij,TV.i,T-12,TV,T12-TV.ijk
1533,TV.ij,TV.j,T-12,TV,T12-TV.ijk
1534,TV.k,TV.k,T-12,TV,T12-TV.ijk
1535,TV.l,TV.l,T-12,TV,
1536,TV.+,TV.+,T-12,TV,
1537,VM.0,VM.0,T-12,VM,T12-VM.0a
1538,VM.a,VM.a,T-12,VM,T12-VM.0a
1539,VM.b,VM.b,T-12,VM,T12-VM.b
1540,VM.+,VM.+,T-12,VM,
1541,BK.0,BK.0,T-13,BK,T13-BK.0
1542,BK.a,BK.a,T-13,BK,T13-BK.a
1543,BK.b,BK.b,T-13,BK,
1544,BK.c,BK.c,T-13,BK,
1545,BK.d,BK.d,T-13,BK,
1546,KA.ab,KA.a,T-13,KA,T13-KA.abc
1547,KA.ab,KA.b,T-13,KA,T13-KA.abc
1548,KA.c,KA.c,T-13,KA,T13-KA.abc
1549,KA.d,KA.d,T-13,KA,T13-KA.defg
1550,KA.e,KA.e,T-13,KA,T13-KA.defg
1551,KA.f,KA.f,T-13,KA,T13-KA.defg
1552,KA.g,KA.g,T-13,KA,T13-KA.defg
1553,KA.h,KA.h,T-13,KA,T13-KA.hi
1554,KA.i,KA.i,T-13,KA,T13-KA.hi
1555,RU.0,RU.0,T-13,RU,
1556,RU.a,RU.a,T-13,RU,
1557,RU.b,RU.b,T-13,RU,T13-RU.bcde
