pid,_id,elementarySegment_id,majorType_id,lec_id,standardSegment_id
504,S1.i,S1.i,M-1,S1,
505,S1.j,S1.j,M-1,S1,
506,VF.0,VF.0,M-1,VF,M1-VF.0ab
507,VF.a,VF.a,M-1,VF,M1-VF.0ab
508,VF.b,VF.b,M-1,VF,M1-VF.0ab
509,VF.cd,VF.c,M-1,VF,M1-VF.cd
510,VF.cd,VF.d,M-1,VF,M1-VF.cd
511,VF.e,VF.e,M-1,VF,M1-VF.ef
512,VF.f,VF.f,M-1,VF,M1-VF.ef
513,VF.g,VF.g,M-1,VF,M1-VF.gh
514,VF.h,VF.h,M-1,VF,M1-VF.gh
515,VF.¤,VF.¤,M-1,VF,
516,VR.a,VR.a,M-1,VR,M1-VR.a
517,VR.b,VR.b,M-1,VR,M1-VR.b
518,BK.0,BK.0,M-2,BK,M2-BK.0
519,BK.a,BK.a,M-2,BK,M2-BK.a
520,BK.b,BK.b,M-2,BK,
521,BK.c,BK.c,M-2,BK,
522,BK.d,BK.d,M-2,BK,
523,DD.0,DD.0,M-2,DD,M2-DD.0
524,DD.a,DD.a,M-2,DD,M2-DD.a
525,DM.0,DM.0,M-2,DM,M2-DM.0
526,DM.a,DM.a,M-2,DM,M2-DM.a
527,DM.b,DM.b,M-2,DM,M2-DM.b
528,DM.c,DM.c,M-2,DM,M2-DM.cd
529,DM.d,DM.d,M-2,DM,M2-DM.cd
530,DM.e,DM.e,M-2,DM,M2-DM.ef
531,DM.f,DM.f,M-2,DM,M2-DM.ef
532,HF.0,HF.0,M-2,HF,M2-HF.0ab
533,HF.a,HF.a,M-2,HF,M2-HF.0ab
534,HF.b,HF.b,M-2,HF,M2-HF.0ab
535,HF.+,HF.+,M-2,HF,M2-HF.+
536,RU.0,RU.0,M-2,RU,M2-RU.0ab
537,RU.a,RU.a,M-2,RU,M2-RU.0ab
538,RU.b,RU.b,M-2,RU,M2-RU.0ab
539,RU.c,RU.c,M-2,RU,M2-RU.cde
540,RU.¤,RU.¤,M-2,RU,
541,RU.d,RU.d,M-2,RU,M2-RU.cde
542,RU.e,RU.e,M-2,RU,M2-RU.cde
543,SA.0,SA.0,M-2,SA,
544,SA.a,SA.a,M-2,SA,
545,SA.f,SA.f,M-2,SA,M2-SA.def
546,SA.+,SA.+,M-2,SA,
547,SA.b,SA.b,M-2,SA,M2-SA.bc
548,SA.c,SA.c,M-2,SA,M2-SA.bc
549,SA.d,SA.d,M-2,SA,M2-SA.def
550,SA.e,SA.e,M-2,SA,M2-SA.def
551,S1.0,S1.0,M-2,S1,
552,S1.a,S1.a,M-2,S1,M2-S1.a
553,S1.b,S1.b,M-2,S1,M2-S1.b
554,S1.c,S1.c,M-2,S1,
555,S1.d,S1.d,M-2,S1,
556,S1.e,S1.e,M-2,S1,
557,S1.f,S1.f,M-2,S1,
558,S1.g,S1.g,M-2,S1,
559,S1.h,S1.h,M-2,S1,
560,S1.i,S1.i,M-2,S1,
561,S1.j,S1.j,M-2,S1,
562,VF.0,VF.0,M-2,VF,
563,VF.a,VF.a,M-2,VF,M2-VF.a
564,VF.b,VF.b,M-2,VF,M2-VF.bc
565,VF.cd,VF.c,M-2,VF,M2-VF.bc
566,VF.cd,VF.d,M-2,VF,
567,VF.e,VF.e,M-2,VF,
568,VF.f,VF.f,M-2,VF,
569,VF.g,VF.g,M-2,VF,
570,VF.h,VF.h,M-2,VF,
571,VF.¤,VF.¤,M-2,VF,
572,HF.0,HF.0,M-3,HF,M3-HF.0ab
573,HF.a,HF.a,M-3,HF,M3-HF.0ab
574,HF.b,HF.b,M-3,HF,M3-HF.0ab
575,HF.+,HF.+,M-3,HF,M3-HF.+
576,IF.0,IF.0,M-3,IF,M3-IF.0ab
577,IF.a,IF.a,M-3,IF,M3-IF.0ab
578,IF.b,IF.b,M-3,IF,M3-IF.0ab
579,IF.¤,IF.¤,M-3,IF,M3-IF.¤
580,RU.0,RU.0,M-3,RU,M3-RU.0ab
581,RU.a,RU.a,M-3,RU,M3-RU.0ab
582,RU.b,RU.b,M-3,RU,M3-RU.0ab
583,RU.c,RU.c,M-3,RU,M3-RU.cde
584,RU.¤,RU.¤,M-3,RU,
585,RU.d,RU.d,M-3,RU,M3-RU.cde
586,RU.e,RU.e,M-3,RU,M3-RU.cde
587,SA.0,SA.0,M-3,SA,
588,SA.a,SA.a,M-3,SA,M3-SA.a
589,SA.f,SA.f,M-3,SA,M3-SA.def
590,SA.+,SA.+,M-3,SA,
591,SA.b,SA.b,M-3,SA,M3-SA.bc
592,SA.c,SA.c,M-3,SA,M3-SA.bc
593,SA.d,SA.d,M-3,SA,M3-SA.def
594,SA.e,SA.e,M-3,SA,M3-SA.def
595,S1.0,S1.0,M-3,S1,
596,S1.a,S1.a,M-3,S1,M3-S1.a
597,S1.b,S1.b,M-3,S1,M3-S1.b
598,S1.c,S1.c,M-3,S1,
599,S1.d,S1.d,M-3,S1,
600,S1.e,S1.e,M-3,S1,
601,S1.f,S1.f,M-3,S1,
602,S1.g,S1.g,M-3,S1,
603,S1.h,S1.h,M-3,S1,
604,S1.i,S1.i,M-3,S1,
605,S1.j,S1.j,M-3,S1,
606,TV.0,TV.0,M-3,TV,
607,TV.a,TV.a,M-3,TV,M3-TV.ab
608,TV.b,TV.b,M-3,TV,M3-TV.ab
609,TV.c,TV.c,M-3,TV,M3-TV.cde
610,TV.d,TV.d,M-3,TV,M3-TV.cde
611,TV.e,TV.e,M-3,TV,M3-TV.cde
612,TV.f,TV.h,M-3,TV,M3-TV.fgh
613,TV.g,TV.f,M-3,TV,M3-TV.fgh
614,TV.h,TV.g,M-3,TV,M3-TV.fgh
615,VF.0,VF.0,M-3,VF,M3-VF.0ab
616,VF.a,VF.a,M-3,VF,M3-VF.0ab
617,VF.b,VF.b,M-3,VF,M3-VF.0ab
618,VF.cd,VF.c,M-3,VF,M3-VF.cd
619,VF.cd,VF.d,M-3,VF,M3-VF.cd
620,VF.e,VF.e,M-3,VF,M3-VF.efg
621,VF.f,VF.f,M-3,VF,M3-VF.efg
622,VF.g,VF.g,M-3,VF,M3-VF.efg
623,VF.h,VF.h,M-3,VF,M3-VF.h
624,VF.¤,VF.¤,M-3,VF,
625,VR.a,VR.a,M-3,VR,M3-VR.a
626,VR.b,VR.b,M-3,VR,M3-VR.b
627,DL.0,DL.0,M-4,DL,
628,DL.a,DL.a,M-4,DL,M4-DL.abc
629,DL.b,DL.b,M-4,DL,M4-DL.abc
630,DL.c,DL.c,M-4,DL,M4-DL.abc
631,DL.d,DL.d,M-4,DL,M4-DL.d
632,DL.e,DL.e,M-4,DL,
633,DL.+,DL.+,M-4,DL,
634,IO.0,IO.0,M-4,IO,M4-IO.0ab
635,IO.a,IO.a,M-4,IO,M4-IO.0ab
636,IO.b,IO.b,M-4,IO,M4-IO.0ab
637,IO.¤,IO.¤,M-4,IO,M4-IO.¤
638,KA.ab,KA.a,M-4,KA,
639,KA.ab,KA.b,M-4,KA,
640,KA.c,KA.c,M-4,KA,
641,KA.d,KA.d,M-4,KA,
642,KA.e,KA.e,M-4,KA,M4-KA.efg
643,KA.f,KA.f,M-4,KA,M4-KA.efg
644,KA.g,KA.g,M-4,KA,M4-KA.efg
645,KA.h,KA.h,M-4,KA,M4-KA.hi
646,KA.i,KA.i,M-4,KA,M4-KA.hi
647,SA.0,SA.0,M-4,SA,
648,SA.a,SA.a,M-4,SA,M4-SA.abc
649,SA.f,SA.f,M-4,SA,
650,SA.+,SA.+,M-4,SA,
651,SA.b,SA.b,M-4,SA,M4-SA.abc
652,SA.c,SA.c,M-4,SA,M4-SA.abc
653,SA.d,SA.d,M-4,SA,M4-SA.de
654,SA.e,SA.e,M-4,SA,M4-SA.de
655,SE.0,SE.0,M-4,SE,M4-SE.0ab
656,SE.a,SE.a,M-4,SE,M4-SE.0ab
657,SE.b,SE.b,M-4,SE,M4-SE.0ab
658,SE.¤,SE.¤,M-4,SE,M4-SE.¤
659,S3E.0,S3E.0,M-4,S3E,M4-S3E.0a
660,S3E.a,S3E.a,M-4,S3E,M4-S3E.0a
661,S3E.b,S3E.b,M-4,S3E,M4-S3E.b
662,S3E.c,S3E.c,M-4,S3E,M4-S3E.c
663,S3E.d,S3E.d,M-4,S3E,M4-S3E.d
664,S3E.e,S3E.e,M-4,S3E,M4-S3E.e
665,S3E.f,S3E.f,M-4,S3E,
666,S3E.+,S3E.+,M-4,S3E,
667,S3F.0,S3F.0,M-4,S3F,M4-S3F.0a
668,S3F.a,S3F.a,M-4,S3F,M4-S3F.0a
669,S3F.b,S3F.b,M-4,S3F,M4-S3F.bc
670,S3F.c,S3F.c,M-4,S3F,M4-S3F.bc
671,S3F.¤,S3F.¤,M-4,S3F,M4-S3F.¤
672,S3S.0,S3S.0,M-4,S3S,M4-S3S.0
673,S3S.a,S3S.a,M-4,S3S,M4-S3S.a
674,S3S.b,S3S.b,M-4,S3S,M4-S3S.b
675,S3S.c,S3S.c,M-4,S3S,
676,S3S.d,S3S.d,M-4,S3S,
677,S3S.e,S3S.e,M-4,S3S,
678,TV.0,TV.0,M-4,TV,M4-TV.0
679,TV.a,TV.a,M-4,TV,M4-TV.ab
680,TV.b,TV.b,M-4,TV,M4-TV.ab
681,TV.cd,TV.c,M-4,TV,
682,TV.cd,TV.d,M-4,TV,
683,TV.ef,TV.e,M-4,TV,
684,TV.ef,TV.f,M-4,TV,
685,TV.gh,TV.g,M-4,TV,
686,TV.gh,TV.h,M-4,TV,
687,TV.ij,TV.i,M-4,TV,
688,TV.ij,TV.j,M-4,TV,
689,TV.k,TV.k,M-4,TV,
690,TV.l,TV.l,M-4,TV,
691,TV.+,TV.+,M-4,TV,
692,DD.0,DD.0,M-5,DD,M5-DD.0
693,DD.a,DD.a,M-5,DD,M5-DD.a
694,DM.0,DM.0,M-5,DM,M5-DM.0
695,DM.a,DM.a,M-5,DM,M5-DM.a
696,DM.b,DM.b,M-5,DM,M5-DM.b
697,DM.c,DM.c,M-5,DM,M5-DM.cd
698,DM.d,DM.d,M-5,DM,M5-DM.cd
699,DM.e,DM.e,M-5,DM,M5-DM.ef
700,DM.f,DM.f,M-5,DM,M5-DM.ef
701,IO.0,IO.0,M-5,IO,M5-IO.0ab
702,IO.a,IO.a,M-5,IO,M5-IO.0ab
703,IO.b,IO.b,M-5,IO,M5-IO.0ab
704,IO.¤,IO.¤,M-5,IO,M5-IO.¤
705,S3E.0,S3E.0,M-5,S3E,M5-S3E.0a
706,S3E.a,S3E.a,M-5,S3E,M5-S3E.0a
707,S3E.b,S3E.b,M-5,S3E,M5-S3E.b
708,S3E.c,S3E.c,M-5,S3E,M5-S3E.cd
709,S3E.d,S3E.d,M-5,S3E,M5-S3E.cd
710,S3E.e,S3E.e,M-5,S3E,M5-S3E.e
711,S3E.f,S3E.f,M-5,S3E,
712,S3E.+,S3E.+,M-5,S3E,
713,S3F.0,S3F.0,M-5,S3F,M5-S3F.0a
714,S3F.a,S3F.a,M-5,S3F,M5-S3F.0a
715,S3F.b,S3F.b,M-5,S3F,M5-S3F.bc
716,S3F.c,S3F.c,M-5,S3F,M5-S3F.bc
717,S3F.¤,S3F.¤,M-5,S3F,M5-S3F.¤
718,S3S.0,S3S.0,M-5,S3S,M5-S3S.0
719,S3S.a,S3S.a,M-5,S3S,M5-S3S.a
720,S3S.b,S3S.b,M-5,S3S,
721,S3S.c,S3S.c,M-5,S3S,M5-S3S.c
722,S3S.d,S3S.d,M-5,S3S,M5-S3S.d
723,S3S.e,S3S.e,M-5,S3S,
724,VF.0,VF.0,M-5,VF,
725,VF.a,VF.a,M-5,VF,M5-VF.a
726,VF.b,VF.b,M-5,VF,M5-VF.bc
727,VF.cd,VF.c,M-5,VF,M5-VF.bc
728,VF.cd,VF.d,M-5,VF,
729,VF.e,VF.e,M-5,VF,
730,VF.f,VF.f,M-5,VF,
731,VF.g,VF.g,M-5,VF,
732,VF.h,VF.h,M-5,VF,
733,VF.¤,VF.¤,M-5,VF,
734,DM.0,DM.0,M-6,DM,M6-DM.0
735,DM.a,DM.a,M-6,DM,M6-DM.a
736,DM.b,DM.b,M-6,DM,
737,DM.c,DM.c,M-6,DM,
738,DM.d,DM.d,M-6,DM,
739,DM.e,DM.e,M-6,DM,
740,DM.f,DM.f,M-6,DM,
741,KY.0,KY.0,M-6,KY,M6-KY.0
742,KY.a,KY.a,M-6,KY,M6-KY.a
743,LK.0,LK.0,M-6,LK,M6-LK.0
744,LK.+,LK.+,M-6,LK,M6-LK.+
745,SA.0,SA.0,M-7,SA,
746,SA.a,SA.a,M-7,SA,M7-SA.abc
747,SA.f,SA.f,M-7,SA,M7-SA.def
748,SA.+,SA.+,M-7,SA,
749,SA.b,SA.b,M-7,SA,M7-SA.abc
750,SA.c,SA.c,M-7,SA,M7-SA.abc
751,SA.d,SA.d,M-7,SA,M7-SA.def
752,SA.e,SA.e,M-7,SA,M7-SA.def
753,S3E.0,S3E.0,M-7,S3E,M7-S3E.0a
754,S3E.a,S3E.a,M-7,S3E,M7-S3E.0a
755,S3E.b,S3E.b,M-7,S3E,M7-S3E.b
756,S3E.c,S3E.c,M-7,S3E,
757,S3E.d,S3E.d,M-7,S3E,
758,S3E.e,S3E.e,M-7,S3E,
759,S3E.f,S3E.f,M-7,S3E,
760,S3E.+,S3E.+,M-7,S3E,
761,S3F.0,S3F.0,M-7,S3F,
762,S3F.a,S3F.a,M-7,S3F,
763,S3F.b,S3F.b,M-7,S3F,M7-S3F.bc
764,S3F.c,S3F.c,M-7,S3F,M7-S3F.bc
765,S3F.¤,S3F.¤,M-7,S3F,M7-S3F.¤
766,TV.0,TV.0,M-7,TV,M7-TV.0
767,TV.a,TV.a,M-7,TV,M7-TV.ab
768,TV.b,TV.b,M-7,TV,M7-TV.ab
769,TV.cd,TV.c,M-7,TV,
770,TV.cd,TV.d,M-7,TV,
771,TV.ef,TV.e,M-7,TV,
772,TV.ef,TV.f,M-7,TV,
773,TV.gh,TV.g,M-7,TV,
774,TV.gh,TV.h,M-7,TV,
775,TV.ij,TV.i,M-7,TV,
776,TV.ij,TV.j,M-7,TV,
777,TV.k,TV.k,M-7,TV,
778,TV.l,TV.l,M-7,TV,
779,TV.+,TV.+,M-7,TV,
780,IO.0,IO.0,M-8,IO,M8-IO.0a
781,IO.a,IO.a,M-8,IO,M8-IO.0a
782,IO.b,IO.b,M-8,IO,M8-IO.b¤
783,IO.¤,IO.¤,M-8,IO,M8-IO.b¤
784,SA.0,SA.0,M-8,SA,
785,SA.a,SA.a,M-8,SA,M8-SA.ab
786,SA.f,SA.f,M-8,SA,M8-SA.cdef
787,SA.+,SA.+,M-8,SA,
788,SA.b,SA.b,M-8,SA,M8-SA.ab
789,SA.c,SA.c,M-8,SA,M8-SA.cdef
790,SA.d,SA.d,M-8,SA,M8-SA.cdef
791,SA.e,SA.e,M-8,SA,M8-SA.cdef
792,TV.0,TV.0,M-8,TV,M8-TV.0
793,TV.a,TV.a,M-8,TV,M8-TV.ab
794,TV.b,TV.b,M-8,TV,M8-TV.ab
795,TV.cd,TV.c,M-8,TV,
796,TV.cd,TV.d,M-8,TV,
797,TV.ef,TV.e,M-8,TV,
798,TV.ef,TV.f,M-8,TV,
799,TV.gh,TV.g,M-8,TV,
800,TV.gh,TV.h,M-8,TV,
801,TV.ij,TV.i,M-8,TV,
802,TV.ij,TV.j,M-8,TV,
803,TV.k,TV.k,M-8,TV,
804,TV.l,TV.l,M-8,TV,
805,TV.+,TV.+,M-8,TV,
806,SE.0,SE.0,M-9,SE,M9-SE.0a
807,SE.a,SE.a,M-9,SE,M9-SE.0a
808,SE.b,SE.b,M-9,SE,M9-SE.b
809,SE.¤,SE.¤,M-9,SE,
810,SM.0,SM.0,M-9,SM,
811,SM.a,SM.a,M-9,SM,
812,SM.b,SM.b,M-9,SM,
813,SM.c,SM.c,M-9,SM,
814,SM.d,SM.d,M-9,SM,
815,SM.g,SM.g,M-9,SM,M9-SM.gh
816,SM.h,SM.h,M-9,SM,M9-SM.gh
817,SM.i,SM.i,M-9,SM,M9-SM.i
818,SM.¤,SM.¤,M-9,SM,M9-SM.¤
819,SM.e,SM.e,M-9,SM,
820,SM.f,SM.f,M-9,SM,
821,TV.0,TV.0,M-9,TV,
822,TV.a,TV.a,M-9,TV,
823,TV.b,TV.b,M-9,TV,
824,TV.cd,TV.c,M-9,TV,M9-TV.cdefgh
825,TV.cd,TV.d,M-9,TV,M9-TV.cdefgh
826,TV.ef,TV.e,M-9,TV,M9-TV.cdefgh
827,TV.ef,TV.f,M-9,TV,M9-TV.cdefgh
828,TV.gh,TV.g,M-9,TV,M9-TV.cdefgh
829,TV.gh,TV.h,M-9,TV,M9-TV.cdefgh
830,TV.ij,TV.i,M-9,TV,M9-TV.ij
831,TV.ij,TV.j,M-9,TV,M9-TV.ij
832,TV.k,TV.k,M-9,TV,M9-TV.k
833,TV.l,TV.l,M-9,TV,
834,TV.+,TV.+,M-9,TV,
835,DL.0,DL.0,M-10,DL,M10-DL.0
836,DL.a,DL.a,M-10,DL,M10-DL.abcd
837,DL.b,DL.b,M-10,DL,M10-DL.abcd
838,DL.c,DL.c,M-10,DL,M10-DL.abcd
839,DL.d,DL.d,M-10,DL,M10-DL.abcd
840,DL.e,DL.e,M-10,DL,M10-DL.e+
841,DL.+,DL.+,M-10,DL,M10-DL.e+
842,GS.0,GS.0,M-10,GS,
843,GS.a,GS.a,M-10,GS,M10-GS.ab
844,GS.b,GS.b,M-10,GS,M10-GS.ab
845,GS.c,GS.c,M-10,GS,M10-GS.cd¤
846,GS.d,GS.d,M-10,GS,M10-GS.cd¤
847,GS.¤,GS.¤,M-10,GS,M10-GS.cd¤
848,DM.0,DM.0,M-11,DM,M11-DM.0
849,DM.a,DM.a,M-11,DM,M11-DM.a
850,DM.b,DM.b,M-11,DM,M11-DM.bcdef
851,DM.c,DM.c,M-11,DM,M11-DM.bcdef
852,DM.d,DM.d,M-11,DM,M11-DM.bcdef
853,DM.e,DM.e,M-11,DM,M11-DM.bcdef
854,DM.f,DM.f,M-11,DM,M11-DM.bcdef
855,KI.0a,KI.0,M-11,KI,
856,KI.0a,KI.a,M-11,KI,
857,KI.bc,KI.b,M-11,KI,
858,KI.bc,KI.c,M-11,KI,
859,KI.d,KI.d,M-11,KI,
860,KI.e,KI.e,M-11,KI,M11-KI.e
861,KI.¤,KI.¤,M-11,KI,M11-KI.¤
862,KT.a,KT.a,M-11,KT,
863,KT.b,KT.b,M-11,KT,
864,KT.c,KT.c,M-11,KT,
865,KT.d,KT.d,M-11,KT,M11-KT.d
866,KT.e,KT.e,M-11,KT,M11-KT.e
867,KT.f,KT.f,M-11,KT,
868,DM.0,DM.0,M-12,DM,M12-DM.0
869,DM.a,DM.a,M-12,DM,M12-DM.a
870,DM.b,DM.b,M-12,DM,M12-DM.bcdef
871,DM.c,DM.c,M-12,DM,M12-DM.bcdef
872,DM.d,DM.d,M-12,DM,M12-DM.bcdef
873,DM.e,DM.e,M-12,DM,M12-DM.bcdef
874,DM.f,DM.f,M-12,DM,M12-DM.bcdef
875,JV.0,JV.0,M-12,JV,
876,JV.a,JV.a,M-12,JV,M12-JV.ab
877,JV.b,JV.b,M-12,JV,M12-JV.ab
878,JV.c,JV.c,M-12,JV,M12-JV.cd
879,JV.¤,JV.¤,M-12,JV,M12-JV.e¤
880,JV.d,JV.d,M-12,JV,M12-JV.cd
881,JV.e,JV.e,M-12,JV,M12-JV.e¤
882,KI.0a,KI.0,M-12,KI,
883,KI.0a,KI.a,M-12,KI,
884,KI.bc,KI.b,M-12,KI,
885,KI.bc,KI.c,M-12,KI,
886,KI.d,KI.d,M-12,KI,
887,KI.e,KI.e,M-12,KI,M12-KI.e¤
888,KI.¤,KI.¤,M-12,KI,M12-KI.e¤
889,DL.0,DL.0,M-13,DL,
890,DL.a,DL.a,M-13,DL,M13-DL.abcd
891,DL.b,DL.b,M-13,DL,M13-DL.abcd
892,DL.c,DL.c,M-13,DL,M13-DL.abcd
893,DL.d,DL.d,M-13,DL,M13-DL.abcd
894,DL.e,DL.e,M-13,DL,M13-DL.e+
895,DL.+,DL.+,M-13,DL,M13-DL.e+
896,OM.0,OM.0,M-13,OM,
897,OM.a,OM.a,M-13,OM,
898,OM.b,OM.b,M-13,OM,M13-OM.b
899,OM.¤,OM.¤,M-13,OM,M13-OM.¤
900,DL.0,DL.0,M-14,DL,M14-DL.0
901,DL.a,DL.a,M-14,DL,M14-DL.abcd
902,DL.b,DL.b,M-14,DL,M14-DL.abcd
903,DL.c,DL.c,M-14,DL,M14-DL.abcd
904,DL.d,DL.d,M-14,DL,M14-DL.abcd
905,DL.e,DL.e,M-14,DL,M14-DL.e+
906,DL.+,DL.+,M-14,DL,M14-DL.e+
907,SA.0,SA.0,M-14,SA,
908,SA.a,SA.a,M-14,SA,M14-SA.abc
909,SA.f,SA.f,M-14,SA,M14-SA.def
910,SA.+,SA.+,M-14,SA,
911,SA.b,SA.b,M-14,SA,M14-SA.abc
912,SA.c,SA.c,M-14,SA,M14-SA.abc
913,SA.d,SA.d,M-14,SA,M14-SA.def
914,SA.e,SA.e,M-14,SA,M14-SA.def
915,SX.0,SX.0,M-14,SX,
916,SX.a,SX.a,M-14,SX,M14-SX.a
917,SX.b,SX.b,M-14,SX,
918,SX.c,SX.c,M-14,SX,
919,SX.d,SX.d,M-14,SX,
920,SX.e,SX.e,M-14,SX,
921,SX.f,SX.f,M-14,SX,
922,SX.g,SX.g,M-14,SX,
923,SX.h,SX.h,M-14,SX,
924,SX.i,SX.i,M-14,SX,
925,SX.j,SX.j,M-14,SX,
926,SX.k,SX.k,M-14,SX,
927,SX.l,SX.l,M-14,SX,
928,SX.m,SX.m,M-14,SX,
929,SX.n,SX.n,M-14,SX,
930,SX.o,SX.o,M-14,SX,
931,VF.0,VF.0,M-14,VF,M14-VF.0abcd
932,VF.a,VF.a,M-14,VF,M14-VF.0abcd
933,VF.b,VF.b,M-14,VF,M14-VF.0abcd
934,VF.cd,VF.c,M-14,VF,M14-VF.0abcd
935,VF.cd,VF.d,M-14,VF,M14-VF.0abcd
936,VF.e,VF.e,M-14,VF,M14-VF.efgh¤
937,VF.f,VF.f,M-14,VF,M14-VF.efgh¤
938,VF.g,VF.g,M-14,VF,M14-VF.efgh¤
939,VF.h,VF.h,M-14,VF,M14-VF.efgh¤
940,VF.¤,VF.¤,M-14,VF,M14-VF.efgh¤
941,DL.0,DL.0,M-15,DL,M15-DL.0
942,DL.a,DL.a,M-15,DL,M15-DL.abcd
943,DL.b,DL.b,M-15,DL,M15-DL.abcd
944,DL.c,DL.c,M-15,DL,M15-DL.abcd
945,DL.d,DL.d,M-15,DL,M15-DL.abcd
946,DL.e,DL.e,M-15,DL,M15-DL.e+
947,DL.+,DL.+,M-15,DL,M15-DL.e+
948,SA.0,SA.0,M-15,SA,
949,SA.a,SA.a,M-15,SA,M15-SA.abc
950,SA.f,SA.f,M-15,SA,M15-SA.def
951,SA.+,SA.+,M-15,SA,
952,SA.b,SA.b,M-15,SA,M15-SA.abc
953,SA.c,SA.c,M-15,SA,M15-SA.abc
954,SA.d,SA.d,M-15,SA,M15-SA.def
955,SA.e,SA.e,M-15,SA,M15-SA.def
956,SX.0,SX.0,M-15,SX,
957,SX.a,SX.a,M-15,SX,
958,SX.b,SX.b,M-15,SX,M15-SX.b
959,SX.c,SX.c,M-15,SX,
960,SX.d,SX.d,M-15,SX,
961,SX.e,SX.e,M-15,SX,
962,SX.f,SX.f,M-15,SX,
963,SX.g,SX.g,M-15,SX,
964,SX.h,SX.h,M-15,SX,
965,SX.i,SX.i,M-15,SX,
966,SX.j,SX.j,M-15,SX,
967,SX.k,SX.k,M-15,SX,
968,SX.l,SX.l,M-15,SX,
969,SX.m,SX.m,M-15,SX,
970,SX.n,SX.n,M-15,SX,
971,SX.o,SX.o,M-15,SX,
972,S3E.0,S3E.0,M-15,S3E,M15-S3E.0abcd
973,S3E.a,S3E.a,M-15,S3E,M15-S3E.0abcd
974,S3E.b,S3E.b,M-15,S3E,M15-S3E.0abcd
975,S3E.c,S3E.c,M-15,S3E,M15-S3E.0abcd
976,S3E.d,S3E.d,M-15,S3E,M15-S3E.0abcd
977,S3E.e,S3E.e,M-15,S3E,M15-S3E.e
978,S3E.f,S3E.f,M-15,S3E,
979,S3E.+,S3E.+,M-15,S3E,
980,S3F.0,S3F.0,M-15,S3F,M15-S3F.0ab
981,S3F.a,S3F.a,M-15,S3F,M15-S3F.0ab
982,S3F.b,S3F.b,M-15,S3F,M15-S3F.0ab
983,S3F.c,S3F.c,M-15,S3F,M15-S3F.c¤
984,S3F.¤,S3F.¤,M-15,S3F,M15-S3F.c¤
985,HS-M15.A,HS-M15.A,M-15,HS-M15,M15-HS-M15.A
986,HS-M15.B,HS-M15.B,M-15,HS-M15,M15-HS-M15.B
987,BK.0,BK.0,T-1,BK,T1-BK.0
988,BK.a,BK.a,T-1,BK,T1-BK.a
989,BK.b,BK.b,T-1,BK,T1-BK.b
990,BK.c,BK.c,T-1,BK,T1-BK.c
991,BK.d,BK.d,T-1,BK,T1-BK.d
992,HF.0,HF.0,T-1,HF,T1-HF.0ab
993,HF.a,HF.a,T-1,HF,T1-HF.0ab
994,HF.b,HF.b,T-1,HF,T1-HF.0ab
995,HF.+,HF.+,T-1,HF,T1-HF.+
996,IF.0,IF.0,T-1,IF,T1-IF.0a
997,IF.a,IF.a,T-1,IF,T1-IF.0a
998,IF.b,IF.b,T-1,IF,T1-IF.b¤
999,IF.¤,IF.¤,T-1,IF,T1-IF.b¤
1000,KA.ab,KA.a,T-1,KA,T1-KA.ab
1001,KA.ab,KA.b,T-1,KA,T1-KA.ab
1002,KA.c,KA.c,T-1,KA,T1-KA.cd
1003,KA.d,KA.d,T-1,KA,T1-KA.cd
1004,KA.e,KA.e,T-1,KA,T1-KA.ef
1005,KA.f,KA.f,T-1,KA,T1-KA.ef
1006,KA.g,KA.g,T-1,KA,T1-KA.gh
1007,KA.h,KA.h,T-1,KA,T1-KA.gh
1008,KA.i,KA.i,T-1,KA,T1-KA.i
1009,LA.0,LA.0,T-1,LA,T1-LA.0abcd
1010,LA.+,LA.+,T-1,LA,T1-LA.ef+
1011,LA.a,LA.a,T-1,LA,T1-LA.0abcd
1012,LA.b,LA.b,T-1,LA,T1-LA.0abcd
1013,LA.c,LA.c,T-1,LA,T1-LA.0abcd
1014,LA.d,LA.d,T-1,LA,T1-LA.0abcd
1015,LA.e,LA.e,T-1,LA,T1-LA.ef+
1016,LA.f,LA.f,T-1,LA,T1-LA.ef+
1017,NG.0,NG.0,T-1,NG,T1-NG.0a
1018,NG.a,NG.a,T-1,NG,T1-NG.0a
1019,NG.b,NG.b,T-1,NG,T1-NG.bcd¤
1020,NG.c,NG.c,T-1,NG,T1-NG.bcd¤
1021,NG.d,NG.d,T-1,NG,T1-NG.bcd¤
1022,NG.¤,NG.¤,T-1,NG,T1-NG.bcd¤
1023,OR.0,OR.0,T-1,OR,T1-OR.0
1024,OR.c,OR.c,T-1,OR,T1-OR.c
1025,OR.a,OR.a,T-1,OR,T1-OR.ab
1026,OR.b,OR.b,T-1,OR,T1-OR.ab
1027,SV.0,SV.0,T-1,SV,T1-SV.0
1028,SV.ab,SV.a,T-1,SV,T1-SV.abcd
1029,SV.ab,SV.b,T-1,SV,T1-SV.abcd
1030,SV.cd,SV.c,T-1,SV,T1-SV.abcd
1031,SV.cd,SV.d,T-1,SV,T1-SV.abcd
1032,SV.ef,SV.e,T-1,SV,
1033,SV.ef,SV.f,T-1,SV,
1034,SV.g,SV.g,T-1,SV,
1035,SV.¤,SV.¤,T-1,SV,
1036,UE.0,UE.0,T-1,UE,T1-UE.0a
1037,UE.a,UE.a,T-1,UE,T1-UE.0a
