pid,minorType_id,standardSegment_id
869,L2-6,L2-KA.ab
870,L2-6,L2-S3S.e
871,L2-6,L2-S3F.c¤
872,L2-6,L2-VT.c
873,L2-7,L2-KA.cde
874,L2-7,L2-S3E.0abc
875,L2-7,L2-S3E.d
876,L2-7,L2-S3F.0ab
877,L2-8,L2-KA.cde
878,L2-8,L2-S3E.0abc
879,L2-8,L2-S3F.c¤
880,L2-9,L2-KA.cde
881,L2-9,L2-S3E.d
882,L2-9,L2-S3F.c¤
883,L2-10,L2-KA.cde
884,L2-10,L2-S3E.e
885,L2-10,L2-S3F.0ab
886,L2-11,L2-KA.cde
887,L2-11,L2-S3E.0abc
888,L2-11,L2-S3F.c¤
889,L2-11,L2-IO.b¤
890,L2-12,L2-KA.cde
891,L2-12,L2-S3S.e
892,L2-12,L2-S3F.c¤
893,L2-13,L2-KA.fghi
894,L2-13,L2-S3E.0abc
895,L2-13,L2-S3E.d
896,L2-13,L2-S3F.0ab
897,L2-14,L2-KA.fghi
898,L2-14,L2-S3E.0abc
899,L2-14,L2-S3F.c¤
900,L2-15,L2-KA.fghi
901,L2-15,L2-S3E.d
902,L2-15,L2-S3F.c¤
903,L2-16,L2-KA.fghi
904,L2-16,L2-S3E.e
905,L2-16,L2-S3F.0ab
906,L2-17,L2-KA.fghi
907,L2-17,L2-S3E.0abc
908,L2-17,L2-S3E.d
909,L2-17,L2-S3F.0ab
910,L2-17,L2-SE.¤
911,L2-18,L2-KA.fghi
912,L2-18,L2-S3E.0abc
913,L2-18,L2-S3F.c¤
914,L2-18,L2-IO.b¤
915,L2-19,L2-KA.fghi
916,L2-19,L2-S3S.e
917,L2-19,L2-S3F.c¤
918,L3-1,L3-KA.abcde
919,L3-2,L3-KA.fghi
920,L4-1,L4-KA.ab
921,L4-2,L4-KA.cde
922,L4-3,L4-KA.fghi
923,L5-1,L5-KA.cde
924,L5-1,L5-KT.a
925,L5-2,L5-KA.cde
926,L5-2,L5-KT.b
927,L5-3,L5-KA.cde
928,L5-3,L5-KT.c
929,L5-4,L5-KA.fghi
930,L5-4,L5-KT.a
931,L6-1,L6-OM.b
932,L6-2,L6-OM.¤
933,L7-1,L7-HS-L7.A
934,L7-2,L7-HS-L7.B
935,L7-3,L7-HS-L7.C
936,L8-1,L8-HS-L8.A
937,L8-2,L8-HS-L8.B
938,L8-3,L8-HS-L8.C
939,L8-4,L8-HS-L8.D
940,L8-5,L8-HS-L8.E
941,L8-6,L8-HS-L8.F
942,L8-7,L8-HS-L8.G
943,L8-8,L8-HS-L8.H
944,T1-1,T1-OR.0
945,T1-1,T1-HF.+
946,T1-1,T1-KA.ab
947,T1-1,T1-UE.0a
948,T1-2,T1-OR.0
949,T1-2,T1-HF.+
950,T1-2,T1-KA.ab
951,T1-2,T1-UE.bc
952,T1-3,T1-OR.0
953,T1-3,T1-HF.+
954,T1-3,T1-KA.ab
955,T1-3,T1-UE.de
956,T1-4,T1-OR.0
957,T1-4,T1-HF.+
958,T1-4,T1-KA.ab
959,T1-4,T1-UE.fg
960,T1-5,T1-OR.0
961,T1-5,T1-HF.+
962,T1-5,T1-KA.cd
963,T1-5,T1-UE.0a
964,T1-6,T1-OR.0
965,T1-6,T1-HF.+
966,T1-6,T1-KA.cd
967,T1-6,T1-UE.bc
968,T1-7,T1-OR.0
969,T1-7,T1-HF.+
970,T1-7,T1-KA.cd
971,T1-7,T1-UE.de
972,T1-8,T1-OR.0
973,T1-8,T1-HF.+
974,T1-8,T1-KA.cd
975,T1-8,T1-UE.fg
976,T1-9,T1-OR.0
977,T1-9,T1-HF.+
978,T1-9,T1-KA.ef
979,T1-9,T1-UE.0a
980,T1-10,T1-OR.0
981,T1-10,T1-HF.+
982,T1-10,T1-KA.ef
983,T1-10,T1-UE.bc
984,T1-11,T1-OR.0
985,T1-11,T1-HF.+
986,T1-11,T1-KA.ef
987,T1-11,T1-UE.de
988,T1-12,T1-OR.0
989,T1-12,T1-HF.+
990,T1-12,T1-KA.ef
991,T1-12,T1-UE.fg
992,T1-13,T1-OR.0
993,T1-13,T1-HF.+
994,T1-13,T1-KA.gh
995,T1-13,T1-UE.0a
996,T1-14,T1-OR.0
997,T1-14,T1-HF.+
998,T1-14,T1-KA.gh
999,T1-14,T1-UE.bc
1000,T1-15,T1-OR.0
1001,T1-15,T1-HF.+
1002,T1-15,T1-KA.gh
1003,T1-15,T1-UE.de
1004,T1-16,T1-OR.0
1005,T1-16,T1-HF.+
1006,T1-16,T1-KA.gh
1007,T1-16,T1-UE.fg
1008,T1-17,T1-OR.0
1009,T1-17,T1-HF.+
1010,T1-17,T1-KA.i
1011,T1-17,T1-UE.0a
1012,T1-18,T1-OR.0
1013,T1-18,T1-HF.+
1014,T1-18,T1-KA.i
1015,T1-18,T1-UE.bc
1016,T1-19,T1-OR.0
1017,T1-19,T1-HF.+
1018,T1-19,T1-KA.i
1019,T1-19,T1-UE.de
1020,T1-20,T1-OR.0
1021,T1-20,T1-HF.+
1022,T1-20,T1-KA.i
1023,T1-20,T1-UE.fg
1024,T1-21,T1-OR.ab
1025,T1-21,T1-HF.0ab
1026,T1-21,T1-HF.+
1027,T1-21,T1-KA.ab
1028,T1-21,T1-UE.0a
1029,T1-21,T1-UE.bc
1030,T1-22,T1-OR.ab
1031,T1-22,T1-HF.0ab
1032,T1-22,T1-HF.+
1033,T1-22,T1-KA.ab
1034,T1-22,T1-UE.de
1035,T1-23,T1-OR.ab
1036,T1-23,T1-HF.0ab
1037,T1-23,T1-HF.+
1038,T1-23,T1-KA.ab
1039,T1-23,T1-UE.fg
1040,T1-24,T1-OR.ab
1041,T1-24,T1-HF.0ab
1042,T1-24,T1-HF.+
1043,T1-24,T1-KA.cd
1044,T1-24,T1-UE.0a
1045,T1-24,T1-UE.bc
1046,T1-25,T1-OR.ab
1047,T1-25,T1-HF.0ab
1048,T1-25,T1-HF.+
1049,T1-25,T1-KA.cd
1050,T1-25,T1-UE.de
1051,T1-26,T1-OR.ab
1052,T1-26,T1-HF.0ab
1053,T1-26,T1-HF.+
1054,T1-26,T1-KA.cd
1055,T1-26,T1-UE.fg
1056,T1-27,T1-OR.ab
1057,T1-27,T1-HF.0ab
1058,T1-27,T1-HF.+
1059,T1-27,T1-KA.ef
1060,T1-27,T1-UE.0a
1061,T1-27,T1-UE.bc
1062,T1-28,T1-OR.ab
1063,T1-28,T1-HF.0ab
1064,T1-28,T1-HF.+
1065,T1-28,T1-KA.ef
1066,T1-28,T1-UE.de
1067,T1-29,T1-OR.ab
1068,T1-29,T1-HF.0ab
1069,T1-29,T1-HF.+
1070,T1-29,T1-KA.ef
1071,T1-29,T1-UE.fg
1072,T1-30,T1-OR.ab
1073,T1-30,T1-HF.0ab
1074,T1-30,T1-HF.+
1075,T1-30,T1-KA.gh
1076,T1-30,T1-KA.i
1077,T1-30,T1-UE.0a
1078,T1-30,T1-UE.bc
1079,T1-31,T1-OR.ab
1080,T1-31,T1-HF.0ab
1081,T1-31,T1-HF.+
1082,T1-31,T1-KA.gh
1083,T1-31,T1-KA.i
1084,T1-31,T1-UE.de
1085,T1-32,T1-OR.ab
1086,T1-32,T1-HF.0ab
1087,T1-32,T1-HF.+
1088,T1-32,T1-KA.gh
1089,T1-32,T1-KA.i
1090,T1-32,T1-UE.fg
1091,T1-33,T1-OR.c
1092,T1-33,T1-HF.0ab
1093,T1-33,T1-HF.+
1094,T1-33,T1-KA.ab
1095,T1-33,T1-UE.0a
1096,T1-33,T1-UE.bc
1097,T1-34,T1-OR.c
1098,T1-34,T1-HF.0ab
1099,T1-34,T1-HF.+
1100,T1-34,T1-KA.ab
1101,T1-34,T1-UE.de
1102,T1-34,T1-UE.fg
1103,T1-35,T1-OR.c
1104,T1-35,T1-HF.0ab
1105,T1-35,T1-HF.+
1106,T1-35,T1-KA.cd
1107,T1-35,T1-UE.0a
1108,T1-35,T1-UE.bc
1109,T1-36,T1-OR.c
1110,T1-36,T1-HF.0ab
1111,T1-36,T1-HF.+
1112,T1-36,T1-KA.cd
1113,T1-36,T1-UE.de
1114,T1-36,T1-UE.fg
1115,T1-37,T1-OR.c
1116,T1-37,T1-HF.0ab
1117,T1-37,T1-HF.+
1118,T1-37,T1-KA.ef
1119,T1-37,T1-UE.0a
1120,T1-37,T1-UE.bc
1121,T1-38,T1-OR.c
1122,T1-38,T1-HF.0ab
1123,T1-38,T1-HF.+
1124,T1-38,T1-KA.ef
1125,T1-38,T1-UE.de
1126,T1-38,T1-UE.fg
1127,T1-39,T1-OR.c
1128,T1-39,T1-HF.0ab
1129,T1-39,T1-HF.+
1130,T1-39,T1-KA.gh
1131,T1-39,T1-KA.i
1132,T1-39,T1-UE.0a
1133,T1-39,T1-UE.bc
1134,T1-40,T1-OR.c
1135,T1-40,T1-HF.0ab
1136,T1-40,T1-HF.+
1137,T1-40,T1-KA.gh
1138,T1-40,T1-KA.i
1139,T1-40,T1-UE.de
1140,T1-40,T1-UE.fg
1141,T1-41,T1-OR.0
1142,T1-41,T1-HF.0ab
1143,T1-41,T1-KA.ab
1144,T1-41,T1-UE.0a
1145,T1-42,T1-OR.0
1146,T1-42,T1-HF.0ab
1147,T1-42,T1-KA.ab
1148,T1-42,T1-UE.bc
1149,T1-43,T1-OR.0
1150,T1-43,T1-HF.0ab
1151,T1-43,T1-KA.ab
1152,T1-43,T1-UE.de
1153,T1-44,T1-OR.0
1154,T1-44,T1-HF.0ab
1155,T1-44,T1-KA.ab
1156,T1-44,T1-UE.fg
1157,T1-45,T1-OR.0
1158,T1-45,T1-HF.0ab
1159,T1-45,T1-KA.cd
1160,T1-45,T1-UE.0a
1161,T1-46,T1-OR.0
1162,T1-46,T1-HF.0ab
1163,T1-46,T1-KA.cd
1164,T1-46,T1-UE.bc
1165,T1-47,T1-OR.0
1166,T1-47,T1-HF.0ab
1167,T1-47,T1-KA.cd
1168,T1-47,T1-UE.de
1169,T1-48,T1-OR.0
1170,T1-48,T1-HF.0ab
1171,T1-48,T1-KA.cd
1172,T1-48,T1-UE.fg
1173,T1-49,T1-OR.0
1174,T1-49,T1-HF.0ab
1175,T1-49,T1-KA.ef
1176,T1-49,T1-UE.0a
1177,T1-50,T1-OR.0
1178,T1-50,T1-HF.0ab
1179,T1-50,T1-KA.ef
1180,T1-50,T1-UE.bc
1181,T1-51,T1-OR.0
1182,T1-51,T1-HF.0ab
1183,T1-51,T1-KA.ef
1184,T1-51,T1-UE.de
1185,T1-52,T1-OR.0
1186,T1-52,T1-HF.0ab
1187,T1-52,T1-KA.ef
1188,T1-52,T1-UE.fg
1189,T1-53,T1-OR.0
1190,T1-53,T1-HF.+
1191,T1-53,T1-KA.gh
1192,T1-53,T1-UE.0a
1193,T1-54,T1-OR.0
1194,T1-54,T1-HF.+
1195,T1-54,T1-KA.gh
1196,T1-54,T1-UE.bc
1197,T1-55,T1-OR.0
1198,T1-55,T1-HF.+
1199,T1-55,T1-KA.gh
1200,T1-55,T1-UE.de
1201,T1-56,T1-OR.0
1202,T1-56,T1-HF.+
1203,T1-56,T1-KA.gh
1204,T1-56,T1-UE.fg
1205,T1-57,T1-OR.0
1206,T1-57,T1-HF.+
1207,T1-57,T1-KA.i
1208,T1-57,T1-UE.0a
1209,T1-58,T1-OR.0
1210,T1-58,T1-HF.+
1211,T1-58,T1-KA.i
1212,T1-58,T1-UE.bc
1213,T1-59,T1-OR.0
1214,T1-59,T1-HF.+
1215,T1-59,T1-KA.i
1216,T1-59,T1-UE.de
1217,T1-60,T1-OR.0
1218,T1-60,T1-HF.+
1219,T1-60,T1-KA.i
1220,T1-60,T1-UE.fg
1221,T1-61,T1-VF.bcdef
1222,T1-61,T1-KA.ab
1223,T1-61,T1-HF.0ab
1224,T1-62,T1-VF.bcdef
1225,T1-62,T1-KA.ab
1226,T1-62,T1-HF.+
1227,T1-63,T1-VF.bcdef
1228,T1-63,T1-KA.cd
1229,T1-63,T1-HF.0ab
1230,T1-64,T1-VF.bcdef
1231,T1-64,T1-KA.cd
1232,T1-64,T1-HF.+
1233,T1-65,T1-VF.bcdef
1234,T1-65,T1-KA.ef
1235,T1-65,T1-HF.0ab
1236,T1-66,T1-VF.bcdef
1237,T1-66,T1-KA.ef
1238,T1-66,T1-HF.+
1239,T1-67,T1-VF.bcdef
1240,T1-67,T1-KA.gh
1241,T1-67,T1-KA.i
1242,T1-67,T1-HF.0ab
1243,T1-68,T1-VF.bcdef
1244,T1-68,T1-KA.gh
1245,T1-68,T1-KA.i
1246,T1-68,T1-HF.+
1247,T1-69,T1-VS.+
1248,T1-69,T1-KA.ab
1249,T1-69,T1-HF.0ab
1250,T1-70,T1-VS.+
1251,T1-70,T1-KA.ab
1252,T1-70,T1-HF.+
1253,T1-71,T1-VS.+
1254,T1-71,T1-KA.cd
1255,T1-71,T1-HF.0ab
1256,T1-72,T1-VS.+
1257,T1-72,T1-KA.cd
1258,T1-72,T1-HF.+
1259,T1-73,T1-VS.+
1260,T1-73,T1-KA.ef
1261,T1-73,T1-HF.0ab
1262,T1-74,T1-VS.+
1263,T1-74,T1-KA.ef
1264,T1-74,T1-HF.+
1265,T1-75,T1-VS.+
1266,T1-75,T1-KA.gh
1267,T1-75,T1-KA.i
1268,T1-75,T1-HF.0ab
1269,T1-76,T1-VS.+
1270,T1-76,T1-KA.gh
1271,T1-76,T1-KA.i
1272,T1-76,T1-HF.+
1273,T1-77,T1-KA.ab
1274,T1-77,T1-KA.cd
1275,T1-77,T1-UE.0a
1276,T1-77,T1-UE.bc
1277,T1-77,T1-LA.0abcd
1278,T1-78,T1-KA.ab
1279,T1-78,T1-KA.cd
1280,T1-78,T1-UE.de
1281,T1-78,T1-UE.fg
1282,T1-78,T1-LA.0abcd
1283,T1-79,T1-KA.ef
1284,T1-79,T1-KA.gh
1285,T1-79,T1-UE.0a
1286,T1-79,T1-UE.bc
1287,T1-79,T1-LA.0abcd
1288,T1-80,T1-KA.ef
1289,T1-80,T1-KA.gh
1290,T1-80,T1-UE.de
1291,T1-80,T1-UE.fg
1292,T1-80,T1-LA.0abcd
1293,T1-81,T1-KA.ab
1294,T1-81,T1-KA.cd
1295,T1-81,T1-UE.0a
1296,T1-81,T1-UE.bc
1297,T1-81,T1-UE.de
1298,T1-81,T1-SV.abcd
1299,T1-82,T1-KA.ef
1300,T1-82,T1-KA.gh
1301,T1-82,T1-UE.0a
1302,T1-82,T1-UE.bc
1303,T1-82,T1-UE.de
1304,T1-82,T1-SV.abcd
1305,T1-83,T1-KA.ab
1306,T1-83,T1-KA.cd
1307,T1-83,T1-UE.0a
1308,T1-83,T1-UE.bc
1309,T1-83,T1-UE.de
1310,T1-83,T1-VI.bc
1311,T1-84,T1-KA.ef
1312,T1-84,T1-KA.gh
1313,T1-84,T1-UE.0a
1314,T1-84,T1-UE.bc
1315,T1-84,T1-UE.de
1316,T1-84,T1-VI.bc
1317,T1-85,T1-KA.ab
1318,T1-85,T1-KA.cd
1319,T1-85,T1-KA.ef
1320,T1-85,T1-KA.gh
1321,T1-85,T1-UE.0a
1322,T1-85,T1-UE.bc
1323,T1-85,T1-UE.de
1324,T1-85,T1-NG.bcd¤
1325,T2-1,T2-KA.abc
1326,T2-1,T2-UF.def
1327,T2-2,T2-KA.abc
1328,T2-2,T2-UF.gh
1329,T2-3,T2-KA.de
1330,T2-3,T2-UF.def
1331,T2-4,T2-KA.de
1332,T2-4,T2-UF.gh
1333,T2-5,T2-KA.fg
1334,T2-5,T2-UF.def
1335,T2-6,T2-KA.fg
1336,T2-6,T2-UF.gh
1337,T2-7,T2-KA.hi
1338,T2-7,T2-UF.def
1339,T2-8,T2-KA.hi
1340,T2-8,T2-UF.gh
1341,T3-1,T3-KA.abc
1342,T3-1,T3-UF.bc
1343,T3-2,T3-KA.abc
1344,T3-2,T3-UF.de
1345,T3-3,T3-KA.abc
1346,T3-3,T3-UF.fg
1347,T3-4,T3-KA.de
1348,T3-4,T3-UF.bc
1349,T3-5,T3-KA.de
1350,T3-5,T3-UF.de
1351,T3-6,T3-KA.de
1352,T3-6,T3-UF.fg
1353,T3-7,T3-KA.fg
1354,T3-7,T3-UF.bc
1355,T3-8,T3-KA.fg
1356,T3-8,T3-UF.de
1357,T3-9,T3-KA.fg
1358,T3-9,T3-UF.fg
1359,T3-10,T3-KA.hi
1360,T3-10,T3-UF.bc
1361,T3-11,T3-KA.hi
1362,T3-11,T3-UF.de
1363,T3-12,T3-KA.hi
1364,T3-12,T3-UF.fg
1365,T3-13,T3-KA.de
1366,T3-13,T3-UF.bc
1367,T3-13,T3-KI.bc
1368,T3-14,T3-KA.fg
1369,T3-14,T3-KA.hi
1370,T3-14,T3-UF.bc
1371,T3-14,T3-KI.bc
1372,T5-1,T5-GS.a
1373,T5-1,T5-KA.abc
1374,T5-2,T5-GS.a
1375,T5-2,T5-KA.defg
1376,T5-3,T5-GS.a
1377,T5-3,T5-KA.hi
1378,T5-4,T5-GS.bcd
1379,T5-4,T5-KA.abc
1380,T5-4,T5-KA.defg
1381,T5-5,T5-GS.bcd
1382,T5-5,T5-KA.hi
1383,T5-6,T5-GS.¤
1384,T5-6,T5-KA.abc
1385,T5-6,T5-KA.defg
1386,T5-7,T5-GS.¤
1387,T5-7,T5-KA.hi
1388,T5-8,T5-GS.a
1389,T5-8,T5-KA.abc
1390,T5-8,T5-UE.defg
1391,T5-9,T5-GS.a
1392,T5-9,T5-KA.defg
1393,T5-9,T5-UE.defg
1394,T5-10,T5-GS.a
1395,T5-10,T5-KA.hi
1396,T5-10,T5-UE.defg
1397,T6-1,T6-TV.i
1398,T6-1,T6-KA.bcde
1399,T6-1,T6-VF.0abcde
1400,T6-1,T6-HF.0ab
1401,T6-1,T6-IF.0ab
1402,T6-2,T6-TV.j
1403,T6-2,T6-KA.bcde
1404,T6-2,T6-VF.0abcde
1405,T6-2,T6-HF.0ab
1406,T6-2,T6-IF.0ab
1407,T6-3,T6-TV.k
1408,T6-3,T6-KA.bcde
1409,T6-3,T6-VF.0abcde
1410,T6-3,T6-HF.0ab
1411,T6-3,T6-IF.0ab
1412,T6-4,T6-TV.k
1413,T6-4,T6-KA.fghi
1414,T6-4,T6-VF.0abcde
1415,T6-4,T6-HF.0ab
1416,T6-4,T6-IF.0ab
1417,T6-5,T6-TV.i
1418,T6-5,T6-KA.bcde
1419,T6-5,T6-VF.fgh¤
1420,T6-5,T6-HF.0ab
1421,T6-5,T6-IF.0ab
1422,T6-6,T6-TV.j
1423,T6-6,T6-KA.bcde
1424,T6-6,T6-VF.0abcde
1425,T6-6,T6-HF.+
1426,T6-6,T6-IF.0ab
1427,T6-7,T6-TV.k
1428,T6-7,T6-KA.bcde
1429,T6-7,T6-VF.0abcde
1430,T6-7,T6-HF.0ab
1431,T6-7,T6-IF.¤
1432,T7-1,T7-KA.a
1433,T7-1,T7-SV.ab
1434,T7-2,T7-KA.bc
1435,T7-2,T7-SV.ab
1436,T7-3,T7-KA.de
1437,T7-3,T7-SV.ab
1438,T7-4,T7-KA.bc
1439,T7-4,T7-KA.de
1440,T7-4,T7-SV.cd
1441,T7-5,T7-KA.bc
1442,T7-5,T7-KA.de
1443,T7-5,T7-SV.ef
1444,T7-6,T7-KA.fg
1445,T7-6,T7-SV.ab
1446,T7-7,T7-KA.fg
1447,T7-7,T7-SV.cd
1448,T7-8,T7-KA.hi
1449,T7-8,T7-SV.ab
1450,T7-9,T7-KA.hi
1451,T7-9,T7-SV.cd
1452,T7-10,T7-KA.fg
1453,T7-10,T7-KA.hi
1454,T7-10,T7-SV.ef
1455,T7-11,T7-KA.bc
1456,T7-11,T7-KA.de
1457,T7-11,T7-KA.fg
1458,T7-11,T7-SV.g
1459,T7-12,T7-KA.de
1460,T7-12,T7-SV.ab
1461,T7-12,T7-KI.bc
1462,T7-13,T7-KA.fg
1463,T7-13,T7-SV.ab
1464,T7-13,T7-KI.bc
1465,T7-14,T7-KA.hi
1466,T7-14,T7-SV.ab
1467,T7-14,T7-KI.bc
1468,T8-1,T8-UF.abcd
1469,T8-1,T8-NG.ab
1470,T8-2,T8-UF.abcd
1471,T8-2,T8-NG.cd
1472,T8-3,T8-UF.abcd
1473,T8-3,T8-NG.¤
1474,T8-4,T8-UF.abcd
1475,T8-4,T8-NG.ab
1476,T8-4,T8-KI.bc
1477,T8-5,T8-UF.efgh
1478,T8-5,T8-NG.ab
1479,T9-1,T9-KA.cde
1480,T9-2,T9-KA.fghi
1481,T10-1,T10-VI.0
1482,T10-2,T10-VI.abc
1483,T11-1,T11-S1.de
1484,T11-1,T11-TV.cdefgh
1485,T11-2,T11-S1.de
1486,T11-2,T11-TV.ijk
1487,T11-3,T11-S1.hi
1488,T11-3,T11-TV.cdefgh
1489,T12-1,T12-TV.cd
1490,T12-2,T12-TV.ef
1491,T12-3,T12-TV.gh
1492,T12-4,T12-TV.ijk
1493,T13-1,T13-UE.defg
1494,T13-1,T13-KA.abc
1495,T13-1,T13-S1.b
1496,T13-2,T13-UE.defg
1497,T13-2,T13-KA.abc
1498,T13-2,T13-S1.c
1499,T13-3,T13-UE.defg
1500,T13-3,T13-KA.abc
1501,T13-3,T13-S1.def
1502,T13-4,T13-UE.defg
1503,T13-4,T13-KA.defg
1504,T13-4,T13-S1.b
1505,T13-5,T13-UE.defg
1506,T13-5,T13-KA.defg
1507,T13-5,T13-S1.c
1508,T13-6,T13-UE.defg
1509,T13-6,T13-KA.defg
1510,T13-6,T13-S1.def
1511,T13-7,T13-UE.defg
1512,T13-7,T13-KA.hi
1513,T13-7,T13-S1.b
1514,T13-8,T13-UE.defg
1515,T13-8,T13-KA.hi
1516,T13-8,T13-S1.c
1517,T13-9,T13-UE.defg
1518,T13-9,T13-KA.hi
1519,T13-9,T13-S1.def
1520,T13-10,T13-UE.abc
1521,T13-10,T13-KA.abc
1522,T13-10,T13-S1.b
1523,T13-11,T13-UE.abc
1524,T13-11,T13-KA.abc
1525,T13-11,T13-S1.c
1526,T13-12,T13-UE.abc
1527,T13-12,T13-KA.defg
1528,T13-12,T13-S1.b
1529,T13-13,T13-UE.abc
1530,T13-13,T13-KA.defg
1531,T13-13,T13-S1.c
1532,T13-14,T13-UE.abc
1533,T13-14,T13-KA.hi
1534,T13-14,T13-S1.b
1535,T13-15,T13-UE.abc
1536,T13-15,T13-KA.hi
1537,T13-15,T13-S1.c
1538,T13-16,T13-UE.abc
1539,T13-16,T13-KA.abc
1540,T13-16,T13-KA.defg
1541,T13-16,T13-S1.b
1542,T13-16,T13-RU.¤
1543,T13-17,T13-UE.abc
1544,T13-17,T13-KA.abc
1545,T13-17,T13-KA.defg
1546,T13-17,T13-S1.c
1547,T13-17,T13-RU.¤
1548,T13-18,T13-UE.abc
1549,T13-18,T13-KA.abc
1550,T13-18,T13-KA.defg
1551,T13-18,T13-S1.def
1552,T13-18,T13-RU.¤
1553,T14-1,T14-VI.abc
1554,T14-1,T14-KA.abcde
1555,T14-2,T14-VI.abc
1556,T14-2,T14-KA.fghi
1557,T14-3,T14-VI.¤
1558,T14-3,T14-KA.abcde
1559,T14-3,T14-KA.fghi
1560,T15-1,T15-KA.cde
1561,T15-2,T15-KA.fgh
1562,T16-1,T16-KA.abc
1563,T16-1,T16-KI.0a
1564,T16-2,T16-KA.de
1565,T16-2,T16-KI.0a
1566,T16-3,T16-KA.fg
1567,T16-3,T16-KI.0a
1568,T16-4,T16-KA.hi
1569,T16-4,T16-KI.0a
1570,T16-5,T16-KA.de
1571,T16-5,T16-KI.bc
1572,T16-6,T16-KA.fg
1573,T16-6,T16-KA.hi
1574,T16-6,T16-KI.bc
1575,T16-7,T16-KA.abc
1576,T16-7,T16-KA.de
1577,T16-7,T16-KA.fg
1578,T16-7,T16-KI.0a
1579,T16-7,T16-RU.de
1580,T17-1,T17-S1.0
1581,T17-2,T17-S1.de
1582,T17-3,T17-S1.fg
1583,T17-4,T17-S1.hi
1584,T18-1,T18-S1.cde
1585,T18-1,T18-VF.f
1586,T18-2,T18-S1.fg
1587,T18-2,T18-VF.f
1588,T18-3,T18-S1.hi
1589,T18-3,T18-VF.f
1590,T18-4,T18-S1.cde
1591,T18-4,T18-S1.fg
1592,T18-4,T18-S1.hi
1593,T18-4,T18-VF.gh¤
1594,T18-5,T18-S1.cde
1595,T18-5,T18-VF.f
1596,T18-5,T18-KA.fgh
1597,T18-6,T18-S1.fg
1598,T18-6,T18-VF.f
1599,T18-6,T18-FR.a
1600,T19-1,T19-S1.cd
1601,T19-1,T19-KA.bcde
1602,T19-2,T19-S1.cd
1603,T19-2,T19-KA.fgh
1604,T19-3,T19-S1.h
1605,T20-1,T20-KA.cde
1606,T20-2,T20-KA.fgh
1607,T21-1,T21-SS.a
1608,T21-2,T21-SS.bc
1609,T21-3,T21-SS.d
1610,T21-4,T21-SS.ef
1611,T21-5,T21-SS.gh
1612,T21-6,T21-SS.i
1613,T21-7,T21-SS.ef
1614,T21-7,T21-SS.gh
1615,T21-7,T21-VI.¤
1616,T21-8,T21-SS.gh
1617,T21-8,T21-SS.i
1618,T21-8,T21-VM.b
1619,T22-1,T22-KA.bcde
1620,T22-1,T22-SV.0
1621,T22-2,T22-KA.bcde
1622,T22-2,T22-SV.ab
1623,T22-3,T22-KA.fgh
1624,T22-3,T22-SV.0
1625,T22-4,T22-KA.fgh
1626,T22-4,T22-SV.ab
1627,T24-1,T24-VF.cd
1628,T24-2,T24-VF.e
1629,T24-3,T24-VF.f
1630,T25-1,T25-S1.0
1631,T25-2,T25-S1.de
1632,T25-3,T25-S1.fg
1633,T25-4,T25-S1.hi
1634,T26-1,T26-SV.0
1635,T26-1,T26-VM.0a
1636,T26-2,T26-SV.0
1637,T26-2,T26-VM.b
1638,T26-3,T26-SV.abcd
1639,T26-3,T26-VM.0a
1640,T26-4,T26-SV.abcd
1641,T26-4,T26-VM.b
1642,T26-5,T26-LA.0ab
1643,T26-5,T26-S1.cd
1644,T26-6,T26-LA.0ab
1645,T26-6,T26-S1.efg
1646,T26-7,T26-LA.0ab
1647,T26-7,T26-S1.hi
1648,T27-1,T27-SV.0
1649,T27-1,T27-KA.abcde
1650,T27-2,T27-SV.abcdef
1651,T27-2,T27-KA.abcde
1652,T27-3,T27-SV.0
1653,T27-3,T27-KA.fghi
1654,T27-4,T27-SV.abcdef
1655,T27-4,T27-KA.fghi
1656,T27-5,T27-SV.g
1657,T27-5,T27-KA.abcde
1658,T27-5,T27-KA.fghi
1659,T27-6,T27-SV.0
1660,T27-6,T27-KA.abcde
1661,T27-6,T27-VI.bc
1662,T27-7,T27-SV.0
1663,T27-7,T27-KA.fghi
1664,T27-7,T27-VI.bc
1665,T27-8,T27-LA.0abcd
1666,T28-1,T28-KA.abc
1667,T28-2,T28-KA.defg
1668,T28-3,T28-KA.hi
1669,T29-1,T29-TV.l+
1670,T29-1,T29-S1.c
1671,T29-1,T29-LA.0ab
1672,T29-2,T29-TV.l+
1673,T29-2,T29-S1.c
1674,T29-2,T29-LA.cdef
1675,T29-3,T29-TV.l+
1676,T29-3,T29-S1.de
1677,T29-3,T29-LA.0ab
1678,T29-4,T29-TV.l+
1679,T29-4,T29-S1.de
1680,T29-4,T29-LA.cdef
1681,T29-5,T29-TV.l+
1682,T29-5,T29-S1.j
1683,T29-5,T29-LA.0ab
1684,T29-6,T29-TV.l+
1685,T29-6,T29-S1.j
1686,T29-6,T29-LA.cdef
1687,T29-7,T29-TV.ijk
1688,T29-7,T29-S1.c
1689,T29-7,T29-LA.0ab
1690,T29-8,T29-TV.ijk
1691,T29-8,T29-S1.de
1692,T29-8,T29-LA.0ab
1693,T29-9,T29-TV.ijk
1694,T29-9,T29-S1.j
1695,T29-9,T29-LA.0ab
1696,T29-10,T29-TV.l+
1697,T29-10,T29-S1.de
1698,T29-10,T29-LA.cdef
1699,T29-10,T29-VI.¤
